codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
1001,"JABON LIQUIDO B/E (TIPO ARIEL 8% mat. Activa ) ""SOAP CLEAN"" L.P.U. — 5 L","Jabón líquido para ropa, tipo ARIEL 8% mat. Activa, marca Soap Clean, 5 L, listo para usar, precio por litro.","Jabón líquido baja espuma para ropa, tipo Ariel, 8% de materia activa, marca Soap Clean, listo para usar. Presentación 5 L, precio de lista por litro.",1001|jabón líquido|detergente ropa|tipo ariel|soap clean|LPU|listo para usar,ACTUALIZAR
1003,"JABON LIQUIDO CON SUAVIZANTE B/E (TIPO ALA) ""SOAP CLEAN"" L.P.U. — 5 L","Jabón líquido para ropa, tipo ALA, marca Soap Clean, 5 L, listo para usar, precio por litro.","Jabón líquido para ropa con suavizante, tipo Ala, marca Soap Clean, listo para usar. Presentación 5 L, precio de lista por litro.",1003|jabón líquido|tipo ala|soap clean|suavizante|LPU,ACTUALIZAR
1005,"JABON EXTRA (C/ SUAV. Y DESMANCHANTE) ""SOAP CLEAN"" L.P.U. — 5 L","Jabón líquido para ropa, marca Soap Clean, 5 L, listo para usar, precio por litro.","Jabón líquido extra para ropa con suavizante y desmanchante, marca Soap Clean, listo para usar. Presentación 5 L, precio de lista por litro.",1005|jabón extra|desmanchante|soap clean|LPU,ACTUALIZAR
1007,"JABON LIQUIDO C/BICARBONATO ""SOAP CLEAN"" L.P.U. — 5 L (bidón incluido)","Jabón líquido para ropa, marca Soap Clean, 5 L (bidón incluido), listo para usar, precio por litro.","Jabón líquido para ropa con bicarbonato, marca Soap Clean, listo para usar. Bidón de 5 L incluido, precio de lista por litro.",1007|jabón líquido|bicarbonato|soap clean|LPU,ACTUALIZAR
1008,JABON LIQUIDO B/E ECO. (5% Materia activa) L.P.U. (ECO VERDE O SKIP AZUL) — 5 L,"Jabón líquido para ropa, marca Química VM, 5 L, listo para usar, precio por litro.","Jabón líquido económico para ropa, 5% de materia activa, listo para usar, equivalente a línea eco verde o Skip azul. Presentación 5 L, precio de lista por litro.",1008|jabón líquido eco|skip azul|5% materia activa|LPU,ACTUALIZAR
1009,"SUAVIZANTE PARA ROPA ""SOAP CLEAN""  *CELESTE  *BLANCO *AMARILLO *ROSA *VIOLETA — 5 L","Suavizante para ropa, marca Soap Clean, 5 L, precio por litro.","Suavizante para ropa marca Soap Clean, listo para usar. Colores celeste, blanco, amarillo, rosa y violeta. Presentación 5 L, precio de lista por litro.",1009|suavizante|soap clean|suavizante ropa,ACTUALIZAR
1010,"SUAVIZANTE PARA ROPA ""SOAP CLEAN""  DOBLE FRAGANCIA *VIOLETA — 5 L","Suavizante para ropa, marca Soap Clean, 5 L, precio por litro.","Suavizante para ropa marca Soap Clean, doble fragancia violeta. Presentación 5 L, precio de lista por litro.",1010|suavizante violeta|doble fragancia|soap clean,ACTUALIZAR
1012,CAMELLITO B/E L.P.U.,"Jabón camellito, marca Química VM, listo para usar, precio por litro.","Jabón camellito baja espuma listo para usar, pretatamiento de manchas en ropa. Línea Química VM, precio de lista por litro.",1012|camellito|jabón camellito|pretatamiento|LPU,ACTUALIZAR
1013,LAVANDINA ROPA BLANCA L.P.U.,"Lavandina para ropa, marca Química VM, listo para usar, precio por litro.","Lavandina para ropa blanca, listo para usar, línea Química VM. Precio de lista por litro.",1013|lavandina|cloro|ropa blanca|LPU,ACTUALIZAR
1014,LAVANDINA ROPA COLOR POR LITRO (1L + 9LT DE AGUA),"Lavandina para ropa, marca Química VM, concentrado (1 L + 9 L de agua), precio por litro.","Lavandina para ropa de color, concentrado: 1 L de producto + 9 L de agua. Línea Química VM, precio de lista por litro de concentrado.",1014|lavandina color|cloro ropa color|1+9,ACTUALIZAR
1016,PERFUME ROPA AL AGUA CONCENTRADO — *Precio por 1 Litro para hacer 10LT (+9lt de agua),"Perfume para ropa, marca Química VM, *Precio por 1 Litro para hacer 10LT (+9lt de agua), precio por litro.","Perfume para ropa al agua, concentrado: 1 L rinde 10 L (más 9 L de agua). Línea Química VM, precio de lista por litro de concentrado.",1016|perfume ropa|fragancia textil|concentrado,ACTUALIZAR
1017,PERFUME ROPA AL ALCOHOL L.P.U. — 1 L,"Perfume para ropa, marca Química VM, 1 L, listo para usar, precio por litro.","Perfume para ropa al alcohol, listo para usar. Presentación 1 L, línea Química VM, precio de lista por litro.",1017|perfume ropa alcohol|fragancia textil|LPU,ACTUALIZAR
1019,QUITAMANCHA CREMOSO Y PERFUMADO L.P.U.,"Quitamanchas, marca Química VM, listo para usar, precio por litro.","Quitamanchas cremoso y perfumado para ropa, listo para usar. Línea Química VM, precio de lista por litro.",1019|quitamanchas|desmanchador cremoso|LPU,ACTUALIZAR
1021,QUITAMANCHA OXI. L.P.U.,"Quitamanchas, marca Química VM, listo para usar, precio por litro.","Quitamanchas oxi listo para usar, línea Química VM. Precio de lista por litro.",1021|quitamanchas oxi|oxígeno activo|LPU,ACTUALIZAR
