pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00001,25001,5493435770487,Juguetería La Esquina 1,2026-03-01 08:00:00,confirmado,150650.00,Pedido historico mock - Juguetería La Esquina 1,true,false,2
P-00002,25001,5493435770487,Juguetería La Esquina 1,2026-03-18 09:19:07,entregado,69575.00,Pedido historico mock - Juguetería La Esquina 1,true,false,2
P-00003,25001,5493435770487,Juguetería La Esquina 1,2026-04-04 10:38:14,facturado,6900.00,Pedido historico mock - Juguetería La Esquina 1,true,false,2
P-00004,25002,5493435246316,Blanquería La Costanera 2,2026-03-08 11:11:23,entregado,152100.00,Pedido historico mock - Blanquería La Costanera 2,true,false,3
P-00005,25002,5493435246316,Blanquería La Costanera 2,2026-03-25 12:30:30,facturado,52200.00,Pedido historico mock - Blanquería La Costanera 2,true,false,3
P-00006,25002,5493435246316,Blanquería La Costanera 2,2026-04-11 13:49:37,confirmado,243000.00,Pedido historico mock - Blanquería La Costanera 2,true,false,3
P-00007,25003,5493435191161,Multirubro Aura 3,2026-03-15 14:22:46,facturado,136000.00,Pedido historico mock - Multirubro Aura 3,true,false,4
P-00008,25003,5493435191161,Multirubro Aura 3,2026-04-01 15:41:53,confirmado,60775.00,Pedido historico mock - Multirubro Aura 3,true,false,4
P-00009,25003,5493435191161,Multirubro Aura 3,2026-04-18 16:00:00,entregado,142375.00,Pedido historico mock - Multirubro Aura 3,true,false,4
P-00010,25004,5493435343962,Proveeduría Este 4,2026-03-22 17:33:09,confirmado,70000.00,Pedido historico mock - Proveeduría Este 4,true,false,1
P-00011,25004,5493435343962,Proveeduría Este 4,2026-04-08 08:52:16,entregado,100000.00,Pedido historico mock - Proveeduría Este 4,true,false,1
P-00012,25004,5493435343962,Proveeduría Este 4,2026-04-25 09:11:23,facturado,34500.00,Pedido historico mock - Proveeduría Este 4,true,false,1
P-00013,25005,5493435781453,Blanquería Alta 5,2026-03-29 10:44:32,entregado,43700.00,Pedido historico mock - Blanquería Alta 5,true,false,2
P-00014,25005,5493435781453,Blanquería Alta 5,2026-04-15 11:03:39,facturado,132825.00,Pedido historico mock - Blanquería Alta 5,true,false,2
P-00015,25005,5493435781453,Blanquería Alta 5,2026-05-02 12:22:46,confirmado,161000.00,Pedido historico mock - Blanquería Alta 5,true,false,2
P-00016,25006,5493435391704,Accesorios El Centro 6,2026-04-05 13:55:55,facturado,86850.00,Pedido historico mock - Accesorios El Centro 6,true,false,3
P-00017,25006,5493435391704,Accesorios El Centro 6,2026-04-22 14:14:02,confirmado,36900.00,Pedido historico mock - Accesorios El Centro 6,true,false,3
P-00018,25006,5493435391704,Accesorios El Centro 6,2026-05-09 15:33:09,entregado,159750.00,Pedido historico mock - Accesorios El Centro 6,true,false,3
P-00019,25007,5493435543143,Variedades Del Parque 7,2026-04-12 16:06:18,confirmado,90950.00,Pedido historico mock - Variedades Del Parque 7,true,false,4
P-00020,25007,5493435543143,Variedades Del Parque 7,2026-04-29 17:25:25,entregado,84575.00,Pedido historico mock - Variedades Del Parque 7,true,false,4
P-00021,25007,5493435543143,Variedades Del Parque 7,2026-05-16 08:44:32,facturado,308550.00,Pedido historico mock - Variedades Del Parque 7,true,false,4
P-00022,25008,5493435452944,Juguetería San Martín 8,2026-04-19 09:17:41,entregado,13000.00,Pedido historico mock - Juguetería San Martín 8,true,false,1
P-00023,25008,5493435452944,Juguetería San Martín 8,2026-05-06 10:36:48,facturado,98000.00,Pedido historico mock - Juguetería San Martín 8,true,false,1
P-00024,25008,5493435452944,Juguetería San Martín 8,2026-05-23 11:55:55,confirmado,20000.00,Pedido historico mock - Juguetería San Martín 8,true,false,1
P-00025,25009,5493435460663,Multirubro Familiar 9,2026-04-26 12:28:04,facturado,13225.00,Pedido historico mock - Multirubro Familiar 9,true,false,2
P-00026,25009,5493435460663,Multirubro Familiar 9,2026-05-13 13:47:11,confirmado,155825.00,Pedido historico mock - Multirubro Familiar 9,true,false,2
P-00027,25009,5493435460663,Multirubro Familiar 9,2026-05-30 14:06:18,entregado,14375.00,Pedido historico mock - Multirubro Familiar 9,true,false,2
P-00028,25010,5493435662275,Juguetería Luna 10,2026-05-03 15:39:27,confirmado,28350.00,Pedido historico mock - Juguetería Luna 10,true,false,3
P-00029,25010,5493435662275,Juguetería Luna 10,2026-05-20 16:58:34,entregado,73800.00,Pedido historico mock - Juguetería Luna 10,true,false,3
P-00030,25010,5493435662275,Juguetería Luna 10,2026-03-06 17:17:41,facturado,18000.00,Pedido historico mock - Juguetería Luna 10,true,false,3
P-00031,25011,5493435759176,Multirubro Sol 11,2026-05-10 08:50:50,entregado,85000.00,Pedido historico mock - Multirubro Sol 11,true,false,4
P-00032,25011,5493435759176,Multirubro Sol 11,2026-05-27 09:09:57,facturado,122400.00,Pedido historico mock - Multirubro Sol 11,true,false,4
P-00033,25011,5493435759176,Multirubro Sol 11,2026-03-13 10:28:04,confirmado,442425.00,Pedido historico mock - Multirubro Sol 11,true,false,4
P-00034,25012,5493435148050,Librería Nuevo Día 12,2026-05-17 11:01:13,facturado,101500.00,Pedido historico mock - Librería Nuevo Día 12,true,false,1
P-00035,25012,5493435148050,Librería Nuevo Día 12,2026-03-03 12:20:20,confirmado,71000.00,Pedido historico mock - Librería Nuevo Día 12,true,false,1
P-00036,25012,5493435148050,Librería Nuevo Día 12,2026-03-20 13:39:27,entregado,148500.00,Pedido historico mock - Librería Nuevo Día 12,true,false,1
P-00037,25013,5493435996865,Mercería La Costanera 13,2026-05-24 14:12:36,confirmado,218500.00,Pedido historico mock - Mercería La Costanera 13,true,false,2
P-00038,25013,5493435996865,Mercería La Costanera 13,2026-03-10 15:31:43,entregado,70150.00,Pedido historico mock - Mercería La Costanera 13,true,false,2
P-00039,25013,5493435996865,Mercería La Costanera 13,2026-03-27 16:50:50,facturado,113850.00,Pedido historico mock - Mercería La Costanera 13,true,false,2
P-00040,25014,5493435974628,Variedades Caputto 14,2026-05-31 17:23:59,entregado,47250.00,Pedido historico mock - Variedades Caputto 14,true,false,3
P-00041,25014,5493435974628,Variedades Caputto 14,2026-03-17 08:42:06,facturado,85500.00,Pedido historico mock - Variedades Caputto 14,true,false,3
P-00042,25014,5493435974628,Variedades Caputto 14,2026-04-03 09:01:13,confirmado,82800.00,Pedido historico mock - Variedades Caputto 14,true,false,3
P-00043,25015,5493435379946,Blanquería Mayorista 15,2026-03-07 10:34:22,facturado,53125.00,Pedido historico mock - Blanquería Mayorista 15,true,false,4
P-00044,25015,5493435379946,Blanquería Mayorista 15,2026-03-24 11:53:29,confirmado,100300.00,Pedido historico mock - Blanquería Mayorista 15,true,false,4
P-00045,25015,5493435379946,Blanquería Mayorista 15,2026-04-10 12:12:36,entregado,76500.00,Pedido historico mock - Blanquería Mayorista 15,true,false,4
