codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
11878,SIKA 1 4 sachets x 5 lt.,Producto SIKA 1 4 sachets x 5 lt. (categoria_1),"Aditivo hidrófugo inorgánico Sika 1 en presentación de 4 sachets de 5 litros cada uno, diseñado para mejorar la impermeabilidad de mezclas cementicias, apto para uso en construcción y obras civiles.",hidrófugo|aditivo|sika|sachet,ACTUALIZAR
11881,SIKA 1 BIDON x 4 LT.,Producto SIKA 1 BIDON x 4 LT. (categoria_1),"Aditivo hidrófugo inorgánico Sika 1 en bidón de 4 litros, diseñado para impermeabilizar morteros y concretos, con un rendimiento de 250 a 350 gramos por m² por cm de espesor y dilución recomendada de 1:10.",hidrófugo|impermeabilizante|aditivo|sika|bidón,ACTUALIZAR
11877,SIKA 1 (Doy pack) 12 x 1 kg.,Producto SIKA 1 (Doy pack) 12 x 1 kg. (categoria_1),"Aditivo líquido impermeabilizante Sika 1, hidrófugo químico inorgánico, presentado en Doy Pack de 1 kg, con rendimiento de hasta 10 m² por kg, apto para impermeabilizar paredes, pisos y cimientos.",impermeabilizante|hidrofugo|aditivo|sellador,ACTUALIZAR
11739,SIKA 1 X 200 KG. (96438),Producto SIKA 1 X 200 KG. (96438) (categoria_1),"Aditivo líquido inorgánico Sika 1 de 200 kg, diseñado para mejorar la impermeabilidad en mezclas cementicias, previniendo filtraciones en estructuras de concreto, paredes y cimientos. Apto para fraguado normal.",hidrófugo|aditivo|mezcla|impermeabilizante,ACTUALIZAR
11912,SIKA INERTOL INFILTR. X 20L (101568),Producto SIKA INERTOL INFILTR. X 20L (101568) (categoria_1),"Impermeabilizante líquido a base de siliconas, de baja viscosidad, marca Sika, presentado en envase de 20 litros, diseñado para combatir humedades en muros de ladrillos macizos, con fácil aplicación y penetración efectiva.",impermeabilizante|silicona|sellador|infiltrante,ACTUALIZAR
11727,SIKA INERTOL INFILTR. X 5L (101566),Producto SIKA INERTOL INFILTR. X 5L (101566) (categoria_1),"Impermeabilizante líquido Sika Inertol Infiltración de 5 litros, formulado con siliconas, diseñado para combatir humedades en paredes, con alta penetración y fácil aplicación, apto para proyectos de construcción y mantenimiento en ambientes húmedos.",impermeabilizante|sellador|fijador|masilla|pintura impermeable,ACTUALIZAR
11902,SIKACERAM PORCELLANATO BOLSA X 25 KG.,Producto SIKACERAM PORCELLANATO BOLSA X 25 KG. (categoria_1),"Adhesivo cementicio para porcellanato Sikaceram, bolsa de 25 kg, impermeable, diseñado para la instalación de cerámicas de baja absorción, con alta capacidad de adherencia en diversas superficies, apto para interiores y exteriores.",pegamento|adhesivo|cemento|adhesivo para cerámica|adhesivo para porcelanato,ACTUALIZAR
11792,SIKADUR 31 A/B X 1KG (465127),Producto SIKADUR 31 A/B X 1KG (465127) (categoria_1),"Adhesivo y mortero estructural de reparación tixotrópico Sikadur®-31 A/B de 1 kg, compuesto por dos componentes, resistente a la humedad, ideal para adherir y reparar materiales en construcción.",masilla|adhesivo|mortero|reparador,ACTUALIZAR
11950,SIKADUR 31 A/B X 6KG (465134),Producto SIKADUR 31 A/B X 6KG (465134) (categoria_1),"Adhesivo y mortero estructural tixotrópico de dos componentes Sikadur®-31, presentado en envase de 6 kg, apto para reparar y unir hormigón, piedra natural, cerámicas, acero y ladrillo, con alta resistencia a la humedad.",adhesivo|mortero|pegamento|masilla|reparador,ACTUALIZAR
11793,SIKADUR 32 GEL A/B X 1 KG (465119),Producto SIKADUR 32 GEL A/B X 1 KG (465119) (categoria_1),"Adhesivo estructural Sika Sikadur 32 Gel A/B de 1 kg, compuesto por resinas epóxicas, ideal para unir hormigón fresco con hormigón endurecido, así como para anclajes en hormigón, roca y otros materiales. Libre de solventes y fácil de aplicar.",adhesivo epóxico|pegamento para hormigón|masilla estructural|adhesivo de construcción,ACTUALIZAR
11946,SIKADUR 52 INYECCION AR MODULO X 1KG,Producto SIKADUR 52 INYECCION AR MODULO X 1KG (categoria_1),"Adhesivo epóxico de inyección Sikadur 52, formulado para reparaciones estructurales, con un peso de 1 kg, apto para aplicaciones en hormigón y mampostería, ofreciendo alta resistencia y durabilidad en condiciones exigentes.",masilla|adhesivo|epoxi|pegamento,ACTUALIZAR
