numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
1,Parrilla El Asador,Parrilla El Asador,5493587905250,2,1,lunes,martes,"Zona ZONA NORTE - Villa Allende - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,0,-31.300006,-64.188595,true
2,Carnicería La Tradición,Carnicería La Tradición,5493582641213,3,2,lunes,martes,"Zona ZONA NORTE - Villa Allende - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,0,-31.429115,-64.147312,true
3,Asadería Don Carlos,Asadería Don Carlos,5492991227644,4,3,lunes,martes,"Zona ZONA NORTE - Villa Allende - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,0,-31.430466,-64.218304,true
4,Restaurante La Parrilla,Restaurante La Parrilla,5493418277249,1,4,lunes,martes,"Zona ZONA NORTE - Villa Allende - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,0,-31.411166,-64.243688,true
5,Almacén del Sabor,Almacén del Sabor,5493587747641,2,5,lunes,martes,"Zona ZONA NORTE - Villa Allende - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,0,-31.319886,-64.169001,true
6,Carnicería El Buen Corte,Carnicería El Buen Corte,5492614053074,3,6,lunes,martes,"Zona ZONA NORTE - Villa Allende - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,0,-31.404179,-64.282528,true
7,Parrilla La Estancia,Parrilla La Estancia,5493514079279,4,7,lunes,martes,"Zona ZONA NORTE - Villa Allende - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,0,-31.320882,-64.131047,true
8,Asadería La Abuela,Asadería La Abuela,5493876914178,1,8,lunes,martes,"Zona ZONA NORTE - Villa Allende - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,0,-31.398963,-64.230205,true
9,Carnicería El Rancho,Carnicería El Rancho,5492617175545,2,9,lunes,martes,"Zona ZONA NORTE - Villa Allende - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,0,-31.434616,-64.138166,true
10,Restaurante El Fogón,Restaurante El Fogón,5493818437953,3,10,lunes,martes,"Zona ZONA NORTE - Mendiolaza - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,1,-31.398006,-64.182913,true
11,Almacén La Huerta,Almacén La Huerta,5493582132179,4,11,lunes,martes,"Zona ZONA NORTE - Mendiolaza - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,1,-31.438172,-64.269769,true
12,Parrilla El Rincón,Parrilla El Rincón,5493872845902,1,12,lunes,martes,"Zona ZONA NORTE - Mendiolaza - Valle Escondido, Córdoba, Argentina",Juan Pérez,0,1,-31.324624,-64.290152,true
