lista_precios_id,nombre,multiplicador_sobre_lista_1,product_code,precio_unidad,is_mock
3,Lista Mayorista Especial,0.90,1079,3980.34,true
3,Lista Mayorista Especial,0.90,15006,6661.19,true
3,Lista Mayorista Especial,0.90,116,5996.52,true
3,Lista Mayorista Especial,0.90,118,5996.52,true
3,Lista Mayorista Especial,0.90,1453,6661.19,true
3,Lista Mayorista Especial,0.90,1451,6661.19,true
3,Lista Mayorista Especial,0.90,17500,7641.49,true
3,Lista Mayorista Especial,0.90,1871,179.06,true
3,Lista Mayorista Especial,0.90,552,4827.35,true
3,Lista Mayorista Especial,0.90,551,8591.10,true
3,Lista Mayorista Especial,0.90,7636,8591.10,true
3,Lista Mayorista Especial,0.90,1880,4399.87,true
3,Lista Mayorista Especial,0.90,8006,1619.53,true
3,Lista Mayorista Especial,0.90,8105,969.00,true
3,Lista Mayorista Especial,0.90,8106,2846.05,true
3,Lista Mayorista Especial,0.90,1194,3703.67,true
3,Lista Mayorista Especial,0.90,1191,3456.76,true
3,Lista Mayorista Especial,0.90,1192,3456.76,true
3,Lista Mayorista Especial,0.90,6320,5347.76,true
3,Lista Mayorista Especial,0.90,1088,4667.04,true
3,Lista Mayorista Especial,0.90,11797,3751.82,true
3,Lista Mayorista Especial,0.90,2413,4107.73,true
3,Lista Mayorista Especial,0.90,1095,5163.02,true
3,Lista Mayorista Especial,0.90,1098,10260.81,true
3,Lista Mayorista Especial,0.90,11234,10260.81,true
3,Lista Mayorista Especial,0.90,880,3916.67,true
3,Lista Mayorista Especial,0.90,550,1008.66,true
3,Lista Mayorista Especial,0.90,1430,5428.21,true
3,Lista Mayorista Especial,0.90,220,18581.76,true
3,Lista Mayorista Especial,0.90,2248,14515.58,true
3,Lista Mayorista Especial,0.90,11617,7661.39,true
3,Lista Mayorista Especial,0.90,1003,9457.22,true
3,Lista Mayorista Especial,0.90,1641,2061.08,true
3,Lista Mayorista Especial,0.90,1642,3255.12,true
3,Lista Mayorista Especial,0.90,1643,4882.74,true
3,Lista Mayorista Especial,0.90,18729,3790.54,true
3,Lista Mayorista Especial,0.90,18730,3790.54,true
3,Lista Mayorista Especial,0.90,18359,1865.01,true
3,Lista Mayorista Especial,0.90,18353,1192.75,true
3,Lista Mayorista Especial,0.90,18342,2389.48,true
3,Lista Mayorista Especial,0.90,18343,8374.52,true
3,Lista Mayorista Especial,0.90,18387,2444.08,true
3,Lista Mayorista Especial,0.90,18389,8788.95,true
3,Lista Mayorista Especial,0.90,18240,3143.87,true
3,Lista Mayorista Especial,0.90,18260,3144.22,true
3,Lista Mayorista Especial,0.90,18416,2711.78,true
3,Lista Mayorista Especial,0.90,18415,8374.50,true
3,Lista Mayorista Especial,0.90,2082,2918.46,true
3,Lista Mayorista Especial,0.90,18367,2825.26,true
3,Lista Mayorista Especial,0.90,18707,1722.37,true
3,Lista Mayorista Especial,0.90,18400,1752.88,true
3,Lista Mayorista Especial,0.90,20102,1836.12,true
3,Lista Mayorista Especial,0.90,20104,1836.12,true
3,Lista Mayorista Especial,0.90,20109,1836.12,true
3,Lista Mayorista Especial,0.90,20032,1658.00,true
3,Lista Mayorista Especial,0.90,20035,1658.00,true
3,Lista Mayorista Especial,0.90,20410,2054.98,true
3,Lista Mayorista Especial,0.90,20305,5053.59,true
3,Lista Mayorista Especial,0.90,20193,663.68,true
3,Lista Mayorista Especial,0.90,10108,1667.39,true
3,Lista Mayorista Especial,0.90,10109,1667.39,true
3,Lista Mayorista Especial,0.90,10107,1667.39,true
3,Lista Mayorista Especial,0.90,10112,1667.39,true
3,Lista Mayorista Especial,0.90,10114,1667.39,true
3,Lista Mayorista Especial,0.90,10105,1667.39,true
3,Lista Mayorista Especial,0.90,10043,1734.96,true
3,Lista Mayorista Especial,0.90,10040,2926.67,true
3,Lista Mayorista Especial,0.90,10044,1734.96,true
3,Lista Mayorista Especial,0.90,10050,2926.67,true
3,Lista Mayorista Especial,0.90,10065,19339.71,true
3,Lista Mayorista Especial,0.90,10077,5674.39,true
3,Lista Mayorista Especial,0.90,10069,8601.80,true
3,Lista Mayorista Especial,0.90,10053,6934.59,true
3,Lista Mayorista Especial,0.90,10054,5624.24,true
3,Lista Mayorista Especial,0.90,10003,3760.60,true
3,Lista Mayorista Especial,0.90,10017,5646.24,true
3,Lista Mayorista Especial,0.90,10240,4882.10,true
3,Lista Mayorista Especial,0.90,10056,1507.28,true
3,Lista Mayorista Especial,0.90,508,945.00,true
3,Lista Mayorista Especial,0.90,10132,1162.19,true
3,Lista Mayorista Especial,0.90,11011,2653.95,true
3,Lista Mayorista Especial,0.90,11012,5224.55,true
3,Lista Mayorista Especial,0.90,11071,2653.95,true
3,Lista Mayorista Especial,0.90,18805,630.11,true
3,Lista Mayorista Especial,0.90,18928,630.11,true
3,Lista Mayorista Especial,0.90,18828,687.90,true
3,Lista Mayorista Especial,0.90,11300,4343.44,true
3,Lista Mayorista Especial,0.90,1014,2413.12,true
3,Lista Mayorista Especial,0.90,1016,2413.12,true
3,Lista Mayorista Especial,0.90,1015,4306.60,true
3,Lista Mayorista Especial,0.90,11279,1618.15,true
3,Lista Mayorista Especial,0.90,11282,1618.15,true
3,Lista Mayorista Especial,0.90,4003,2943.55,true
3,Lista Mayorista Especial,0.90,11685,1749.75,true
3,Lista Mayorista Especial,0.90,5603,15719.72,true
