numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
1,Kiosco 24 Horas Nueva Córdoba,Kiosco 24 Horas Nueva Córdoba,5493517000001,2,1,lunes,martes,"Zona ZONA CENTRO - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Juan Carlos Rodríguez,0,0,-31.407287,-64.212999,true
2,Maxikiosco Plaza España,Maxikiosco Plaza España,5493517000002,3,2,lunes,martes,"Zona ZONA CENTRO - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Juan Carlos Rodríguez,0,0,-31.407326,-64.207102,true
3,Autoservicio Chacabuco,Autoservicio Chacabuco,5493517000003,4,3,lunes,martes,"Zona ZONA CENTRO - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Juan Carlos Rodríguez,0,0,-31.407133,-64.213214,true
4,Almacén Doña Rosa,Almacén Doña Rosa,5493517000004,1,4,lunes,martes,"Zona ZONA CENTRO - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Juan Carlos Rodríguez,0,0,-31.409891,-64.209587,true
5,Kiosco El Palacio,Kiosco El Palacio,5493517000005,2,5,lunes,martes,"Zona ZONA CENTRO - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Juan Carlos Rodríguez,0,0,-31.410127,-64.2102,true
6,Despensa Bv. Chacabuco,Despensa Bv. Chacabuco,5493517000006,3,6,lunes,martes,"Zona ZONA CENTRO - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Juan Carlos Rodríguez,0,0,-31.410889,-64.204039,true
7,Maxikiosco Nueva Córdoba,Maxikiosco Nueva Córdoba,5493517000007,4,7,lunes,martes,"Zona ZONA CENTRO - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Juan Carlos Rodríguez,0,0,-31.410269,-64.204778,true
8,Kiosco Los Andes,Kiosco Los Andes,5493517000008,1,8,lunes,martes,"Zona ZONA CENTRO - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Juan Carlos Rodríguez,0,0,-31.411634,-64.211514,true
9,Autoservicio Plaza España,Autoservicio Plaza España,5493517000009,2,9,lunes,martes,"Zona ZONA CENTRO - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Juan Carlos Rodríguez,0,0,-31.406541,-64.205795,true
10,Despensa Alberdi,Despensa Alberdi,5493517000010,3,10,martes,miercoles,"Zona ZONA CENTRO - Alberdi / Colón - Córdoba capital, Córdoba, Argentina",Juan Carlos Rodríguez,0,1,-31.411056,-64.19133,true
