lista_precios_id,nombre,multiplicador_sobre_lista_1,product_code,precio_unidad,is_mock
1,Piloto interno - precios estimados,1.0,11016001,5700,True
1,Piloto interno - precios estimados,1.0,32025093,129000,True
1,Piloto interno - precios estimados,1.0,40154114,144800,True
1,Piloto interno - precios estimados,1.0,73166030,21100,True
1,Piloto interno - precios estimados,1.0,11016082,108300,True
1,Piloto interno - precios estimados,1.0,11058181,40800,True
1,Piloto interno - precios estimados,1.0,40178014,134300,True
1,Piloto interno - precios estimados,1.0,11081082,112300,True
1,Piloto interno - precios estimados,1.0,40153114,141800,True
1,Piloto interno - precios estimados,1.0,73166143,120100,True
1,Piloto interno - precios estimados,1.0,72920022,27400,True
1,Piloto interno - precios estimados,1.0,72401129,15000,True
1,Piloto interno - precios estimados,1.0,40123015,140200,True
1,Piloto interno - precios estimados,1.0,40040015,137100,True
1,Piloto interno - precios estimados,1.0,72401155,57000,True
1,Piloto interno - precios estimados,1.0,72471156,36200,True
1,Piloto interno - precios estimados,1.0,72930022,26500,True
1,Piloto interno - precios estimados,1.0,72810145,189100,True
1,Piloto interno - precios estimados,1.0,15017082,234100,True
1,Piloto interno - precios estimados,1.0,72471021,6100,True
1,Piloto interno - precios estimados,1.0,31316093,144800,True
1,Piloto interno - precios estimados,1.0,63250144,155800,True
1,Piloto interno - precios estimados,1.0,72401021,5700,True
1,Piloto interno - precios estimados,1.0,40171014,137800,True
1,Piloto interno - precios estimados,1.0,40148014,139300,True
1,Piloto interno - precios estimados,1.0,11057182,42700,True
1,Piloto interno - precios estimados,1.0,40185014,130800,True
1,Piloto interno - precios estimados,1.0,40021015,135100,True
1,Piloto interno - precios estimados,1.0,72970022,26200,True
1,Piloto interno - precios estimados,1.0,40017015,144000,True
1,Piloto interno - precios estimados,1.0,63230490,47500,True
1,Piloto interno - precios estimados,1.0,40011015,139500,True
1,Piloto interno - precios estimados,1.0,40156014,130800,True
1,Piloto interno - precios estimados,1.0,15112184,45500,True
1,Piloto interno - precios estimados,1.0,63250042,82000,True
1,Piloto interno - precios estimados,1.0,61010195,138900,True
1,Piloto interno - precios estimados,1.0,64009144,149200,True
1,Piloto interno - precios estimados,1.0,73732130,36000,True
1,Piloto interno - precios estimados,1.0,72809160,130900,True
1,Piloto interno - precios estimados,1.0,73093145,182300,True
1,Piloto interno - precios estimados,1.0,40124015,130400,True
1,Piloto interno - precios estimados,1.0,22015066,33500,True
1,Piloto interno - precios estimados,1.0,73181032,111500,True
1,Piloto interno - precios estimados,1.0,73135145,182000,True
1,Piloto interno - precios estimados,1.0,73181145,174600,True
1,Piloto interno - precios estimados,1.0,73044144,197100,True
1,Piloto interno - precios estimados,1.0,72421156,35600,True
1,Piloto interno - precios estimados,1.0,72980022,28100,True
1,Piloto interno - precios estimados,1.0,73167145,174000,True
1,Piloto interno - precios estimados,1.0,72940022,26600,True
1,Piloto interno - precios estimados,1.0,21010144,132100,True
1,Piloto interno - precios estimados,1.0,72809169,11400,True
1,Piloto interno - precios estimados,1.0,72690193,11900,True
1,Piloto interno - precios estimados,1.0,73164145,205300,True
1,Piloto interno - precios estimados,1.0,15018082,245400,True
1,Piloto interno - precios estimados,1.0,61010034,37800,True
1,Piloto interno - precios estimados,1.0,73038145,187900,True
1,Piloto interno - precios estimados,1.0,11054190,43600,True
1,Piloto interno - precios estimados,1.0,72950022,25200,True
1,Piloto interno - precios estimados,1.0,11044181,44300,True
1,Piloto interno - precios estimados,1.0,22015112,186500,True
1,Piloto interno - precios estimados,1.0,73108208,50600,True
1,Piloto interno - precios estimados,1.0,40027015,143200,True
1,Piloto interno - precios estimados,1.0,73108157,51000,True
1,Piloto interno - precios estimados,1.0,34322093,125500,True
1,Piloto interno - precios estimados,1.0,32001093,128800,True
1,Piloto interno - precios estimados,1.0,21010042,71200,True
1,Piloto interno - precios estimados,1.0,72441156,33200,True
1,Piloto interno - precios estimados,1.0,72411156,35800,True
1,Piloto interno - precios estimados,1.0,40173014,132600,True
1,Piloto interno - precios estimados,1.0,72401156,34200,True
1,Piloto interno - precios estimados,1.0,72810032,33100,True
1,Piloto interno - precios estimados,1.0,73733130,37200,True
1,Piloto interno - precios estimados,1.0,73163145,183400,True
1,Piloto interno - precios estimados,1.0,72421021,6000,True
