pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00001,25001,549388742104,Despensa Don Ramón,2026-05-30 08:00:00,confirmado,49105.00,Pedido historico mock - Despensa Don Ramón,true,false,2
P-00002,25001,549388742104,Despensa Don Ramón,2026-06-16 09:19:07,entregado,15969935.00,Pedido historico mock - Despensa Don Ramón,true,false,2
P-00003,25002,549388742105,Kiosco El Andino,2026-06-06 11:11:23,entregado,6030.00,Pedido historico mock - Kiosco El Andino,true,false,3
P-00004,25002,549388742105,Kiosco El Andino,2026-06-23 12:30:30,facturado,69120.00,Pedido historico mock - Kiosco El Andino,true,false,3
P-00005,25003,549388742106,Almacén La Quebrada,2026-06-13 14:22:46,facturado,296650.00,Pedido historico mock - Almacén La Quebrada,true,false,4
P-00006,25003,549388742106,Almacén La Quebrada,2026-06-30 15:41:53,confirmado,271702.50,Pedido historico mock - Almacén La Quebrada,true,false,4
P-00007,25004,549388742107,Maxikiosco San Pedro,2026-06-20 17:33:09,confirmado,182700.00,Pedido historico mock - Maxikiosco San Pedro,true,false,1
P-00008,25004,549388742107,Maxikiosco San Pedro,2026-07-07 08:52:16,entregado,75060.00,Pedido historico mock - Maxikiosco San Pedro,true,false,1
P-00009,25005,549388742108,Vinoteca Puna,2026-06-27 10:44:32,entregado,259693.00,Pedido historico mock - Vinoteca Puna,true,false,2
P-00010,25005,549388742108,Vinoteca Puna,2026-07-14 11:03:39,facturado,231150.00,Pedido historico mock - Vinoteca Puna,true,false,2
P-00011,25006,549388742109,Bar El Palomar,2026-07-04 13:55:55,facturado,263610.00,Pedido historico mock - Bar El Palomar,true,false,3
P-00012,25006,549388742109,Bar El Palomar,2026-07-21 14:14:02,confirmado,72270.00,Pedido historico mock - Bar El Palomar,true,false,3
P-00013,25007,549388742110,Rotisería Doña Rosa,2026-07-11 16:06:18,confirmado,9350.00,Pedido historico mock - Rotisería Doña Rosa,true,false,4
P-00014,25007,549388742110,Rotisería Doña Rosa,2026-07-28 17:25:25,entregado,233495.00,Pedido historico mock - Rotisería Doña Rosa,true,false,4
P-00015,25008,549388742111,Autoservicio 9 de Julio,2026-07-18 09:17:41,entregado,657980.00,Pedido historico mock - Autoservicio 9 de Julio,true,false,1
P-00016,25008,549388742111,Autoservicio 9 de Julio,2026-08-04 10:36:48,facturado,286800.00,Pedido historico mock - Autoservicio 9 de Julio,true,false,1
P-00017,25009,549388742112,Kiosco Marinaro Centro,2026-07-25 12:28:04,facturado,300150.00,Pedido historico mock - Kiosco Marinaro Centro,true,false,2
P-00018,25009,549388742112,Kiosco Marinaro Centro,2026-08-11 13:47:11,confirmado,204815.00,Pedido historico mock - Kiosco Marinaro Centro,true,false,2
P-00019,25010,549388742113,Despensa El Ramal,2026-08-01 15:39:27,confirmado,86940.00,Pedido historico mock - Despensa El Ramal,true,false,3
P-00020,25010,549388742113,Despensa El Ramal,2026-08-18 16:58:34,entregado,185940.00,Pedido historico mock - Despensa El Ramal,true,false,3
P-00021,25011,549388742114,Almacén Libertador,2026-08-08 08:50:50,entregado,197412.50,Pedido historico mock - Almacén Libertador,true,false,4
P-00022,25011,549388742114,Almacén Libertador,2026-08-25 09:09:57,facturado,46665.00,Pedido historico mock - Almacén Libertador,true,false,4
