pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00001,25001,5493587905250,Distribuidora La Nueva,2026-03-01 08:00:00,confirmado,13250.00,Pedido historico mock - Distribuidora La Nueva,true,false,2
P-00002,25001,5493587905250,Distribuidora La Nueva,2026-03-18 09:19:07,entregado,29906.67,Pedido historico mock - Distribuidora La Nueva,true,false,2
P-00003,25001,5493587905250,Distribuidora La Nueva,2026-04-04 10:38:14,facturado,75338.45,Pedido historico mock - Distribuidora La Nueva,true,false,2
P-00004,25002,5493582641213,Almacén El Buen Sabor,2026-03-08 11:11:23,entregado,66050.01,Pedido historico mock - Almacén El Buen Sabor,true,false,3
P-00005,25002,5493582641213,Almacén El Buen Sabor,2026-03-25 12:30:30,facturado,21000.00,Pedido historico mock - Almacén El Buen Sabor,true,false,3
P-00006,25002,5493582641213,Almacén El Buen Sabor,2026-04-11 13:49:37,confirmado,18233.32,Pedido historico mock - Almacén El Buen Sabor,true,false,3
P-00007,25003,5492991227644,Pinturería Color y Vida,2026-03-15 14:22:46,facturado,10974.98,Pedido historico mock - Pinturería Color y Vida,true,false,4
P-00008,25003,5492991227644,Pinturería Color y Vida,2026-04-01 15:41:53,confirmado,6810.00,Pedido historico mock - Pinturería Color y Vida,true,false,4
P-00009,25003,5492991227644,Pinturería Color y Vida,2026-04-18 16:00:00,entregado,40766.68,Pedido historico mock - Pinturería Color y Vida,true,false,4
P-00010,25004,5493418277249,Ferretería El Martillo,2026-03-22 17:33:09,confirmado,4612.86,Pedido historico mock - Ferretería El Martillo,true,false,1
P-00011,25004,5493418277249,Ferretería El Martillo,2026-04-08 08:52:16,entregado,28075.00,Pedido historico mock - Ferretería El Martillo,true,false,1
P-00012,25004,5493418277249,Ferretería El Martillo,2026-04-25 09:11:23,facturado,40.87,Pedido historico mock - Ferretería El Martillo,true,false,1
P-00013,25005,5493587747641,Carnicería El Asador,2026-03-29 10:44:32,entregado,7770.00,Pedido historico mock - Carnicería El Asador,true,false,2
P-00014,25005,5493587747641,Carnicería El Asador,2026-04-15 11:03:39,facturado,13500.00,Pedido historico mock - Carnicería El Asador,true,false,2
P-00015,25005,5493587747641,Carnicería El Asador,2026-05-02 12:22:46,confirmado,32150.00,Pedido historico mock - Carnicería El Asador,true,false,2
P-00016,25006,5492614053074,Distribuidora Los Amigos,2026-04-05 13:55:55,facturado,54550.00,Pedido historico mock - Distribuidora Los Amigos,true,false,3
P-00017,25006,5492614053074,Distribuidora Los Amigos,2026-04-22 14:14:02,confirmado,5900.00,Pedido historico mock - Distribuidora Los Amigos,true,false,3
P-00018,25006,5492614053074,Distribuidora Los Amigos,2026-05-09 15:33:09,entregado,22050.00,Pedido historico mock - Distribuidora Los Amigos,true,false,3
P-00019,25007,5493514079279,Almacén La Esquina,2026-04-12 16:06:18,confirmado,5750.01,Pedido historico mock - Almacén La Esquina,true,false,4
P-00020,25007,5493514079279,Almacén La Esquina,2026-04-29 17:25:25,entregado,8590.49,Pedido historico mock - Almacén La Esquina,true,false,4
P-00021,25007,5493514079279,Almacén La Esquina,2026-05-16 08:44:32,facturado,28560.00,Pedido historico mock - Almacén La Esquina,true,false,4
P-00022,25008,5493876914178,Pinturería Casa de Color,2026-04-19 09:17:41,entregado,23950.00,Pedido historico mock - Pinturería Casa de Color,true,false,1
P-00023,25008,5493876914178,Pinturería Casa de Color,2026-05-06 10:36:48,facturado,10283.34,Pedido historico mock - Pinturería Casa de Color,true,false,1
P-00024,25008,5493876914178,Pinturería Casa de Color,2026-05-23 11:55:55,confirmado,1520.00,Pedido historico mock - Pinturería Casa de Color,true,false,1
P-00025,25009,5492617175545,Ferretería Todo en Uno,2026-04-26 12:28:04,facturado,32433.32,Pedido historico mock - Ferretería Todo en Uno,true,false,2
P-00026,25009,5492617175545,Ferretería Todo en Uno,2026-05-13 13:47:11,confirmado,16100.00,Pedido historico mock - Ferretería Todo en Uno,true,false,2
P-00027,25009,5492617175545,Ferretería Todo en Uno,2026-05-30 14:06:18,entregado,8460.02,Pedido historico mock - Ferretería Todo en Uno,true,false,2
P-00028,25010,5493818437953,Carnicería La Parrilla,2026-05-03 15:39:27,confirmado,24491.67,Pedido historico mock - Carnicería La Parrilla,true,false,3
P-00029,25010,5493818437953,Carnicería La Parrilla,2026-05-20 16:58:34,entregado,870.00,Pedido historico mock - Carnicería La Parrilla,true,false,3
P-00030,25010,5493818437953,Carnicería La Parrilla,2026-03-06 17:17:41,facturado,1100.00,Pedido historico mock - Carnicería La Parrilla,true,false,3
P-00031,25011,5493582132179,Distribuidora La Familia,2026-05-10 08:50:50,entregado,10611.52,Pedido historico mock - Distribuidora La Familia,true,false,4
P-00032,25011,5493582132179,Distribuidora La Familia,2026-05-27 09:09:57,facturado,35000.00,Pedido historico mock - Distribuidora La Familia,true,false,4
P-00033,25011,5493582132179,Distribuidora La Familia,2026-03-13 10:28:04,confirmado,44096.67,Pedido historico mock - Distribuidora La Familia,true,false,4
P-00034,25012,5493872845902,Almacén El Rincón,2026-05-17 11:01:13,facturado,4800.00,Pedido historico mock - Almacén El Rincón,true,false,1
P-00035,25012,5493872845902,Almacén El Rincón,2026-03-03 12:20:20,confirmado,212.50,Pedido historico mock - Almacén El Rincón,true,false,1
P-00036,25012,5493872845902,Almacén El Rincón,2026-03-20 13:39:27,entregado,20100.00,Pedido historico mock - Almacén El Rincón,true,false,1
P-00037,25013,5492997670210,Pinturería Colorín,2026-05-24 14:12:36,confirmado,37600.00,Pedido historico mock - Pinturería Colorín,true,false,2
P-00038,25013,5492997670210,Pinturería Colorín,2026-03-10 15:31:43,entregado,11400.00,Pedido historico mock - Pinturería Colorín,true,false,2
P-00039,25013,5492997670210,Pinturería Colorín,2026-03-27 16:50:50,facturado,8366.66,Pedido historico mock - Pinturería Colorín,true,false,2
P-00040,25014,5493811657614,Ferretería El Progreso,2026-05-31 17:23:59,entregado,29689.50,Pedido historico mock - Ferretería El Progreso,true,false,3
P-00041,25014,5493811657614,Ferretería El Progreso,2026-03-17 08:42:06,facturado,23634.00,Pedido historico mock - Ferretería El Progreso,true,false,3
P-00042,25014,5493811657614,Ferretería El Progreso,2026-04-03 09:01:13,confirmado,17013.35,Pedido historico mock - Ferretería El Progreso,true,false,3
P-00043,25015,5492994145193,Carnicería El Sabor Argentino,2026-03-07 10:34:22,facturado,7230.01,Pedido historico mock - Carnicería El Sabor Argentino,true,false,4
P-00044,25015,5492994145193,Carnicería El Sabor Argentino,2026-03-24 11:53:29,confirmado,12200.00,Pedido historico mock - Carnicería El Sabor Argentino,true,false,4
P-00045,25015,5492994145193,Carnicería El Sabor Argentino,2026-04-10 12:12:36,entregado,1100.00,Pedido historico mock - Carnicería El Sabor Argentino,true,false,4
P-00046,25016,5493515971311,Distribuidora El Mercado,2026-03-14 13:45:45,confirmado,13850.00,Pedido historico mock - Distribuidora El Mercado,true,false,1
P-00047,25016,5493515971311,Distribuidora El Mercado,2026-03-31 14:04:52,entregado,11625.00,Pedido historico mock - Distribuidora El Mercado,true,false,1
P-00048,25016,5493515971311,Distribuidora El Mercado,2026-04-17 15:23:59,facturado,1770.85,Pedido historico mock - Distribuidora El Mercado,true,false,1
P-00049,25017,5492994228106,Almacén La Abundancia,2026-03-21 16:56:08,entregado,7800.00,Pedido historico mock - Almacén La Abundancia,true,false,2
P-00050,25017,5492994228106,Almacén La Abundancia,2026-04-07 17:15:15,facturado,10100.00,Pedido historico mock - Almacén La Abundancia,true,false,2
P-00051,25017,5492994228106,Almacén La Abundancia,2026-04-24 08:34:22,confirmado,3600.00,Pedido historico mock - Almacén La Abundancia,true,false,2
P-00052,25018,5492998718887,Pinturería La Paleta,2026-03-28 09:07:31,facturado,16000.00,Pedido historico mock - Pinturería La Paleta,true,false,3
P-00053,25018,5492998718887,Pinturería La Paleta,2026-04-14 10:26:38,confirmado,7725.00,Pedido historico mock - Pinturería La Paleta,true,false,3
P-00054,25018,5492998718887,Pinturería La Paleta,2026-05-01 11:45:45,entregado,19150.00,Pedido historico mock - Pinturería La Paleta,true,false,3
P-00055,25019,5492995028869,Ferretería La Herramienta,2026-04-04 12:18:54,confirmado,1380.00,Pedido historico mock - Ferretería La Herramienta,true,false,4
P-00056,25019,5492995028869,Ferretería La Herramienta,2026-04-21 13:37:01,entregado,2680.00,Pedido historico mock - Ferretería La Herramienta,true,false,4
P-00057,25019,5492995028869,Ferretería La Herramienta,2026-05-08 14:56:08,facturado,14382.00,Pedido historico mock - Ferretería La Herramienta,true,false,4
P-00058,25020,5493517304254,Carnicería El Buen Corte,2026-04-11 15:29:17,entregado,4246.67,Pedido historico mock - Carnicería El Buen Corte,true,false,1
P-00059,25020,5493517304254,Carnicería El Buen Corte,2026-04-28 16:48:24,facturado,13150.00,Pedido historico mock - Carnicería El Buen Corte,true,false,1
