product_code,nombre,descripcion
6009,12 X Barras Laddubar Sin Tacc Sabor Menta Granizada,"12 X Barras Laddubar Sin Tacc Sabor Menta Granizada, almacén."
1281,Calcio 500 Natufarma X 50 Comprimidos Sabor No,"Calcio 500 Natufarma X 50 Comprimidos Sabor No, nutricionales, suplemento de calcio."
1287,Body Fort Hair Cabello Natufarma x30 sin Sabor,"Body Fort Hair Cabello Natufarma x30 sin Sabor, nutricionales, nutricionales."
1288,Natulax Plus Cascara Sagrada Natufarma x40 sin Sabor,"Natulax Plus Cascara Sagrada Natufarma x40 sin Sabor, nutricionales, nutricionales."
1305,Magnesio Sport x30 Comprimidos Natufarma sin Sabor,"Magnesio Sport x30 Comprimidos Natufarma sin Sabor, nutricionales, suplemento de magnesio."
1785,Garcinia Cambogia Geonat x60 sin Sabor,"Garcinia Cambogia Geonat x60 sin Sabor, marca Provefarma, nutricionales, nutricionales."
3559,Colágeno Hidrolizado Agial Natufarma 300 g. Sabor Limón,"Colágeno Hidrolizado Agial Natufarma 300 g. Sabor Limón, nutricionales, nutricionales."
4742,Citrato de Magnesio Vitamin Way 180g Sabor Limón,"Citrato de Magnesio Vitamin Way 180g Sabor Limón, nutricionales, suplemento de magnesio."
5024,Multi Magnesio Vitamin Way 220g Sabor Limón,"Multi Magnesio Vitamin Way 220g Sabor Limón, nutricionales, suplemento de magnesio."
5025,Vitamina C Vitamin Way Frasco x195g Sabor Naranja,"Vitamina C Vitamin Way Frasco x195g Sabor Naranja, nutricionales, nutricionales."
5027,Magnesio Quelato Vitamin Way x30 Cápsulas Sabor Neutro,"Magnesio Quelato Vitamin Way x30 Cápsulas Sabor Neutro, nutricionales, suplemento de magnesio."
5069999,Citrato de Magnesio Gomitas Masticables Sabor Uva Provefarma,"Citrato de Magnesio Gomitas Masticables Sabor Uva Provefarma, marca Dr Food, nutricionales."
5292,Colágeno Beauty Flex Vitamin Way Bebible 360g Sabor Limón,"Colágeno Beauty Flex Vitamin Way Bebible 360g Sabor Limón, nutricionales."
5304999,Vitamina D3 Geonat x30 Cápsulas sin Sabor,"Vitamina D3 Geonat x30 Cápsulas sin Sabor, nutricionales, nutricionales, presentación individual."
5470,Citrato de Magnesio Vitamin Way 180 g Sabor Naranja,"Citrato de Magnesio Vitamin Way 180 g Sabor Naranja, nutricionales."
5602,Hierro Quelato Vitamin Way x30 Cápsulas sin Sabor,"Hierro Quelato Vitamin Way x30 Cápsulas sin Sabor, nutricionales, suplemento."
5603,Insaponificables de Palta y Soja Vitamin Way x30 sin Sabor,"Insaponificables de Palta y Soja Vitamin Way x30 sin Sabor, nutricionales."
5605,Trans Resveratrol 500 Vitamin Way x30 Cápsulas sin Sabor,"Trans Resveratrol 500 Vitamin Way x30 Cápsulas sin Sabor, nutricionales."
5622999,Multivitamínico y Multimineral Vitamin Way x30 Cápsulas sin Sabor,"Multivitamínico y Multimineral Vitamin Way x30 Cápsulas sin Sabor, nutricionales."
5677999,PRE WORK Vitamin Way 450 g Sabor Limón,"PRE WORK Vitamin Way 450 g Sabor Limón, deportivos, deportivos."
5678999,Óxido Nítrico Pre Entreno Vitamin Way Sabor Limón 180g,"Óxido Nítrico Pre Entreno Vitamin Way Sabor Limón 180g, deportivos."
5687,Próbioticos + Vitaminas Vitamin Way x30 Cápsulas sin Sabor,"Próbioticos + Vitaminas Vitamin Way x30 Cápsulas sin Sabor, nutricionales."
6006,Caja X12 Barras Vegana Laddubar Coco 30 G,"Caja X12 Barras Vegana Laddubar Coco 30 G, almacén, almacén."
6007,12 Barras Laddubar Arandanos 30g Raw Vegana Sin Tacc Kosher,"12 Barras Laddubar Arandanos 30g Raw Vegana Sin Tacc Kosher, almacén."
6008,12 Barras Laddubar Frutos Rojos 30g Raw Vegan S/ Tacc Kosher,"12 Barras Laddubar Frutos Rojos 30g Raw Vegan S/ Tacc Kosher, almacén."
6011,12 X Barras Vegana Laddu Bar Brownie 30 G,"12 X Barras Vegana Laddu Bar Brownie 30 G, marca Laddubar, almacén."
