pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00001,25001,5493587905250,Heladería Del Valle,2026-03-01 08:00:00,confirmado,84231.51,Pedido historico mock - Heladería Del Valle,true,false,2
P-00002,25001,5493587905250,Heladería Del Valle,2026-03-18 09:19:07,entregado,52399.00,Pedido historico mock - Heladería Del Valle,true,false,2
P-00003,25001,5493587905250,Heladería Del Valle,2026-04-04 10:38:14,facturado,432684.36,Pedido historico mock - Heladería Del Valle,true,false,2
P-00004,25002,5493582641213,Confitería La Patagonia,2026-03-08 11:11:23,entregado,523458.78,Pedido historico mock - Confitería La Patagonia,true,false,3
P-00005,25002,5493582641213,Confitería La Patagonia,2026-03-25 12:30:30,facturado,32066.06,Pedido historico mock - Confitería La Patagonia,true,false,3
P-00006,25002,5493582641213,Confitería La Patagonia,2026-04-11 13:49:37,confirmado,89380.39,Pedido historico mock - Confitería La Patagonia,true,false,3
P-00007,25003,5492991227644,Pastelería Don Julio,2026-03-15 14:22:46,facturado,168712.39,Pedido historico mock - Pastelería Don Julio,true,false,4
P-00008,25003,5492991227644,Pastelería Don Julio,2026-04-01 15:41:53,confirmado,214569.04,Pedido historico mock - Pastelería Don Julio,true,false,4
P-00009,25003,5492991227644,Pastelería Don Julio,2026-04-18 16:00:00,entregado,139229.58,Pedido historico mock - Pastelería Don Julio,true,false,4
P-00010,25004,5493418277249,Repostería Los Pinos,2026-03-22 17:33:09,confirmado,39560.08,Pedido historico mock - Repostería Los Pinos,true,false,1
P-00011,25004,5493418277249,Repostería Los Pinos,2026-04-08 08:52:16,entregado,119124.34,Pedido historico mock - Repostería Los Pinos,true,false,1
P-00012,25004,5493418277249,Repostería Los Pinos,2026-04-25 09:11:23,facturado,234313.69,Pedido historico mock - Repostería Los Pinos,true,false,1
P-00013,25005,5493587747641,Panadería-Confitería El Manzano,2026-03-29 10:44:32,entregado,7353.03,Pedido historico mock - Panadería-Confitería El Manzano,true,false,2
P-00014,25005,5493587747641,Panadería-Confitería El Manzano,2026-04-15 11:03:39,facturado,18521.65,Pedido historico mock - Panadería-Confitería El Manzano,true,false,2
