product_code,nombre,image_url,descripcion,rotacion_index,qty
12626,CEREAL MIX YOGURT FRUTILLA 6x20x26G,https://arcorencasa.com/wp-content/uploads/2025/08/20250805-12626-300x300.webp,"¡Descubre la explosión de sabor con Cereal Mix Yogurt Frutilla! Este delicioso cereal combina la suavidad del yogurt con el frescor de la frutilla, convirtiéndose en el snack perfecto para cualquier momento del día. Presentado en un formato de 6 cajas con 20 unidades de 26 g cada una, es ideal para exhibir en tu kiosco. Su atractivo sabor y presentación lo convierten en una compra por impulso irresistible, garantizando una alta rotación y márgenes atractivos para tu negocio.
Importante: los clientes se refieren a este producto como barra de frutilla.",0.1554999999999999993338661852249060757458209991455078125,0
13358,ALFAJOR MINITORTA CLASICO 21X69G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-13358-300x300.webp,"Descubre el irresistible Alfajor Minitorta Clásico de 21x69g, una delicia que combina un suave relleno de dulce de leche con una capa de chocolate que enamora. Este formato incluye 12 displays de 48 unidades, ideal para exhibir en tu kiosco o almacén. Su presentación atractiva y tamaño perfecto lo convierten en una opción ideal para compras por impulso. ¡Aumenta tu margen de ganancia y atrae a un público fiel que busca un capricho dulce irresistible!",0.1533,0
12625,CEREAL MIX YOGURT FRUTILLA LIGHT 6X20X26G,https://arcorencasa.com/wp-content/uploads/2025/08/20250805-12625-300x300.webp,"¡Descubre el delicioso Cereal Mix Yogurt Frutilla Light! Una opción irresistible para los amantes del desayuno saludable y el snack perfecto. Presentado en un práctico formato de 6 cajas de 20 unidades de 26g, es ideal para exhibir en tu kiosco. Su combinación de sabores frescos atrae a consumidores que buscan alternativas ligeras y nutritivas. Además, su bajo contenido calórico lo convierte en un producto de alta rotación, ideal para compras por impulso, garantizando un excelente margen de ganancia. ¡No te quedes sin él!
Importante: los clientes se refieren a este producto como barra de frutilla ligth o barra light frutilla.",0.150600000000000011635137298071640543639659881591796875,0
14611,PURE TOMATE ARCOR 12X520G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-14611-300x300.webp,"Descubre el auténtico sabor del campo con el Pure Tomate Arcor, ideal para realzar tus platillos favoritos. Cada caja contiene 12 frascos de 520g, perfectos para el uso diario en cocinas. Su formato práctico y atractivo no solo facilita la venta, sino que también capta la atención de los clientes que buscan calidad y frescura. Ofrece a tus consumidores un producto versátil y delicioso, asegurando una alta rotación y un atractivo margen de ganancia en tu negocio. ¡No dejes pasar esta oportunidad!",0.1331,0
9419,OPERA 56X55G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-9419-300x300.webp,"Descubre OPERA, el exquisito snack que deleitará a tus clientes con su irresistible sabor y textura crujiente. Presentado en un formato práctico de 56 bolsas de 55g, es perfecto para exhibir en tu kiosco o almacén. Este producto no solo es un favorito en el mercado, sino que también impulsa la compra por impulso, garantizando una alta rotación. Con un atractivo margen de ganancia, OPERA atraerá a un amplio público que busca disfrutar de un snack único. ¡No te lo pierdas!",0.1282,0
14408,TRAVIATA SANDWICH POR 3 16X3X108G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-14408-300x300.webp,"Descubre el irresistible sabor de los Traviata Sandwich, un bocado delicioso que encantará a tus clientes. Presentados en una caja de 16 unidades de 108g cada una, estos sándwiches son ideales para el consumo rápido y la compra por impulso. Su formato conveniente y atractivo los convierte en una opción perfecta para cualquier momento del día. Con un alto margen de rentabilidad y gran rotación, tendrás en tu mostrador un producto que no solo satisface, sino que también incrementa tus ventas. ¡No dejes pasar esta oportunidad!",0.1036,0
13989,FORMIS VAINILLA FRUTILLA 60X72G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-13989-300x300.webp,"Descubre el irresistible sabor de FORMIS Vainilla Frutilla, la combinación perfecta que cautivará a tus clientes. Presentado en un práctico formato de 60 unidades de 72g, este producto es ideal para kioscos y almacenes que buscan destacar. Su atractivo sabor y presentación lo convierten en una opción de compra por impulso, garantizando una rápida rotación. Al ofrecer un margen atractivo, este producto se convierte en una excelente adición a tu mostrador, atrayendo a un amplio público que busca calidad y sabor. ¡Aumenta tus ventas con FORMIS!
Importante: el cliente suele llamar a este producto como formis chica frutilla.",0.0990000000000000046629367034256574697792530059814453125,0
14365,"ALFAJOR COFLER BLOCK 36X40,7G",https://arcorencasa.com/wp-content/uploads/2024/10/20241008-14365-300x300.webp,"¡Descubre el irresistible Alfajor Cofler Block! Con su delicioso relleno de crema y una cobertura de chocolate que conquista a todos, este alfajor se ha convertido en un favorito en el mercado. Presentado en una caja con 36 unidades de 40,7 g, es ideal para tener siempre a mano. Su atractivo sabor y presentación lo hacen perfecto para la compra por impulso, maximizando tu margen de ganancias. Atrae a un público amplio y asegura una rotación constante en tu negocio. ¡No te quedes sin él!",0.0969,0
13991,FORMIS CHOCOLATE DULCE DE LECHE 60X72G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-13991-300x300.webp,"Descubre el irresistible sabor de FORMIS CHOCOLATE DULCE DE LECHE, una delicia que conquistará a tus clientes desde el primer bocado. Presentado en un práctico formato de 60 unidades de 72g, este producto es ideal para exhibir en tu mostrador. Su combinación de chocolate y dulce de leche es perfecta para la compra por impulso, garantizando una alta rotación. Atrae a un público amplio, haciendo que cada venta se traduzca en un atractivo margen de ganancia. ¡No dejes pasar esta oportunidad!",0.096,0
11283,COFLER BLOCK 8X12X110G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-11283-300x300.webp,"Descubre el irresistiblemente delicioso COFLER BLOCK, un chocolate que no solo deleita, sino que se ha convertido en una tendencia entre los amantes del dulce. Este formato de 8 cajas con 12 unidades de 110g es perfecto para exhibir en tu kiosco. Su atractivo sabor y presentación lo convierten en un producto ideal para compras por impulso. Con un excelente margen de ganancia, atraerás a un público diverso, asegurando una rotación rápida y sólida en tu mostrador. ¡No te quedes sin él!
Importante: el cliente suele llamar a este producto como block grande.",0.093200000000000005062616992290713824331760406494140625,0
6074,CELOFAN BLANCO 12x30X25G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-6074-300x300.webp,"¡Descubre el CELOFAN BLANCO 12x30X25G, la elección perfecta para tus ventas! Este celofán de alta calidad es ideal para envolver y presentar productos, destacando su frescura y atractivo. Cada caja contiene 12 rollos de 30 metros, garantizando un excelente rendimiento. Su versatilidad lo convierte en un imprescindible para cualquier kiosco o almacén, impulsando las compras por impulso. Con un margen atractivo, atraerás a clientes que buscan calidad y presentación. ¡No dejes pasar esta oportunidad de aumentar tus ventas!",0.0852,0
13990,FORMIS VAINILLA CHOCOLATE 60X72G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-13990-300x300.webp,"Descubre el irresistible sabor de FORMIS Vainilla Chocolate, un snack que combina la suavidad de la vainilla con el intenso sabor del chocolate, perfecto para cualquier momento del día. Viene en un formato práctico de 60 unidades de 72 gramos, ideal para exhibir en tu kiosco o almacén. Su atractivo sabor y presentación lo convierten en una compra por impulso que tus clientes no podrán resistir, garantizando alta rotación y un excelente margen de ganancia. ¡Agrega FORMIS a tu oferta y maximiza tus ventas!",0.0826,0
14393,TRAVIATA CON REX 36X96G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-14393-300x300.webp,"¡Descubre el irresistible sabor de TRAVIATA CON REX! Este delicioso snack de 96g combina la tradición italiana con un toque moderno, convirtiéndose en la elección perfecta para tus clientes. Presentado en un práctico formato de 36 unidades, ideal para exhibiciones en kioscos y almacenes. Su atractivo diseño y sabor único garantizan una compra por impulso, asegurando un excelente margen de ganancia. No dejes pasar la oportunidad de ofrecer un producto que hará girar la rotación en tu negocio. ¡Atrévete a venderlo!",0.0764,0
6768,TORTITAS BLACK 24X125G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-6768-300x300.webp,"¡Descubre las irresistibles TORTITAS BLACK! Con su inconfundible sabor y textura crujiente, se han convertido en la tendencia favorita de los amantes de los snacks. Este formato de 24 paquetes de 125g es perfecto para exhibir en tu kiosco o almacén. Su atractivo diseño y sabor único fomentan la compra por impulso, asegurando una alta rotación. Además, con un margen atractivo, estas tortitas son ideales para captar la atención de un público joven y dinámico. ¡No te quedes sin ellas!",0.0764,0
10174,REX BOLSA 32X75G,https://arcorencasa.com/wp-content/uploads/2024/10/20241009-10174-300x300.webp,"Descubre la irresistible REX BOLSA 32X75G, la opción perfecta para satisfacer los antojos de tus clientes. Su exquisito sabor y calidad reconocida la convierten en una elección segura que todos buscan. Este práctico empaque incluye 32 bolsas de 75g, ideal para exhibir en tu kiosco o almacén. Atrae a los compradores impulsivos y maximiza tu rentabilidad con un excelente margen. No dejes pasar la oportunidad de ofrecer un producto que se mueve rápido y conquista a todos. ¡Impulsa tus ventas hoy!",0.0728,0
3750,ALFAJOR BYN TRIPLE NEGRO 21X73.5G,https://arcorencasa.com/wp-content/uploads/2024/10/20241008-3750-300x300.webp,"Descubre el irresistible Alfajor BYN Triple Negro, un deleite que combina capas de galleta suave y un relleno cremoso de chocolate, perfecto para los amantes del sabor intenso. Presentado en un formato de 21 unidades de 73.5g, es ideal para exhibir en tu kiosco o almacén. Su atractivo diseño y exquisito sabor lo convierten en una opción perfecta para la compra por impulso, garantizando un alto margen de ganancia y atrayendo a un público joven y amante de lo dulce. ¡Hazlo parte de tu oferta!",0.0675,0
