product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
120,ALUMINIO EN ROLLO DPM HOGAR X 10 U,12208.00,402,10,unidad,unidad,Línea Aluminio,rollos,DPM,,aluminio en rollo dpm hogar x 10 u|rollos|aluminio|120|dpm|dpm rollos|rollo|hogar,0.92,0.74,"Rollos de aluminio, marca DPM, pack x10, aluminio en rollo dpm hogar.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/20260323122409.webp,true,true,rawson_productos.csv
457,BANDEJA 101PP BISAGRA INPACK POR 10 U.,2322.39,402,10,unidad,unidad,Línea Plástico,bandejas,INPACK,,bandeja 101pp bisagra inpack por 10 u.|bandejas|plástico|457|inpack|inpack bandejas|bandeja|bisagra,0.92,0.74,"Bandejas de plástico, marca INPACK, pack x10, bandeja 101pp bisagra inpack.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/DNQNP842197-MLA76035106051042024-O-(7746).webp,true,true,rawson_productos.csv
462,BANDEJA 102PP BISAGRA INPACK POR 10 U.,3491.92,398,10,unidad,unidad,Línea Plástico,bandejas,INPACK,,bandeja 102pp bisagra inpack por 10 u.|bandejas|plástico|462|inpack|inpack bandejas|bandeja|bisagra,0.91,0.73,"Bandejas de plástico, marca INPACK, pack x10, bandeja 102pp bisagra inpack.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/DNQNP842197-MLA76035106051042024-O-(7746).webp,true,true,rawson_productos.csv
469,BANDEJA 105 RECT. PP CON BISAGRA 10U.,8114.79,398,1,unidad,unidad,Línea Plástico,bandejas,,,bandeja 105 rect. pp con bisagra 10u.|bandejas|plástico|469|bandeja|rect|con|bisagra,0.91,0.73,"Bandejas de plástico, bandeja 105 rect. pp con bisagra 10u..",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/DNQNP842197-MLA76035106051042024-O-(7746).webp,true,true,rawson_productos.csv
241,BANDEJA CARTON GRIS RECT. Nº 4 X 100 UNI,3754.00,398,100,unidad,unidad,Línea Cartón,bandejas,,,bandeja carton gris rect. nº 4 x 100 uni|bandejas|cartón|241|bandeja|carton|gris|rect,0.91,0.73,"Bandejas de cartón, pack x100, bandeja carton gris rect. nº 4.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/20260323125757.webp,true,true,rawson_productos.csv
243,BANDEJA CARTON GRIS RECT. Nº 5 X 100 UNI,4310.00,395,100,unidad,unidad,Línea Cartón,bandejas,,,bandeja carton gris rect. nº 5 x 100 uni|bandejas|cartón|243|bandeja|carton|gris|rect,0.9,0.72,"Bandejas de cartón, pack x100, bandeja carton gris rect. nº 5.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/20260323125757.webp,true,true,rawson_productos.csv
248,BANDEJA CARTON GRIS RECT. Nº 6 X 100 UNID,6305.00,395,100,unidad,unidad,Línea Cartón,bandejas,,,bandeja carton gris rect. nº 6 x 100 unid|bandejas|cartón|248|bandeja|carton|gris|rect,0.9,0.72,"Bandejas de cartón, pack x100, bandeja carton gris rect. nº 6.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/20260323125757.webp,true,true,rawson_productos.csv
339,BANDEJA DE ALUMINIO F100 X 100U.,20762.14,391,100,unidad,unidad,Línea Aluminio,bandejas,,,bandeja de aluminio f100 x 100u.|bandejas|aluminio|339|bandeja,0.89,0.71,"Bandejas de aluminio, pack x100, bandeja de aluminio f100.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/20260323132700.webp,true,true,rawson_productos.csv
335,BANDEJA DE ALUMINIO F75 X100 U.,17379.27,391,100,unidad,unidad,Línea Aluminio,bandejas,,,bandeja de aluminio f75 x100 u.|bandejas|aluminio|335|bandeja,0.89,0.71,"Bandejas de aluminio, pack x100, bandeja de aluminio f75 x100 u..",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/20260323132604.webp,true,true,rawson_productos.csv
474,BANDEJA DE CARTON GRIS Nº13 POR 50U.,4722.63,391,50,unidad,unidad,Línea Cartón,bandejas,,,bandeja de carton gris nº13 por 50u.|bandejas|cartón|474|bandeja|carton|gris|por,0.89,0.71,"Bandejas de cartón, pack x50, bandeja de carton gris nº13.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/DSC0134web-700x700-(2248).webp,true,true,rawson_productos.csv
353,BANDEJA EXP 180 EXTRUCSYSTEM X 100 U,6180.39,388,100,unidad,unidad,Línea Poliestireno Expandido,bandejas,EXTRUCSYSTEM,,bandeja exp 180 extrucsystem x 100 u|bandejas|poliestireno expandido|353|extrucsystem|extrucsystem bandejas|bandeja|exp,0.88,0.7,"Bandejas de poliestireno expandido, marca EXTRUCSYSTEM, pack x100, bandeja exp 180 extrucsystem.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/descarga3-(1970).webp,true,true,rawson_productos.csv
352,BANDEJA EXP 617 CELPAK X 100 U,3801.99,388,100,unidad,unidad,Línea Poliestireno Expandido,bandejas,CELPAK,,bandeja exp 617 celpak x 100 u|bandejas|poliestireno expandido|352|celpak|celpak bandejas|bandeja|exp,0.88,0.7,"Bandejas de poliestireno expandido, marca CELPAK, pack x100, bandeja exp 617 celpak.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/descarga3-(1970).webp,true,true,rawson_productos.csv
355,BANDEJA EXP 628 EXTRUCSYSTEM X100 U,24913.93,388,100,unidad,unidad,Línea Poliestireno Expandido,bandejas,EXTRUCSYSTEM,,bandeja exp 628 extrucsystem x100 u|bandejas|poliestireno expandido|355|extrucsystem|extrucsystem bandejas|bandeja|exp,0.88,0.7,"Bandejas de poliestireno expandido, marca EXTRUCSYSTEM, pack x100, bandeja exp 628 extrucsystem x100 u.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/20260323122537.webp,true,true,rawson_productos.csv
173,BANDEJA PLASTICA PET SUPERBAND 102 POR 100U.,5197.77,384,100,unidad,unidad,Línea Plástico,bandejas,SUPERBAND,,bandeja plastica pet superband 102 por 100u.|bandejas|plástico|173|superband|superband bandejas|bandeja|plastica,0.87,0.7,"Bandejas de plástico, marca SUPERBAND, pack x100, bandeja plastica pet superband 102.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/103PP-(8323).webp,true,true,rawson_productos.csv
478,BANDEJA PLÁSTICA PET SUPERBAND 103 POR 100U.,6388.13,384,100,unidad,unidad,Línea Plástico,bandejas,SUPERBAND,,bandeja plástica pet superband 103 por 100u.|bandejas|plástico|478|superband|superband bandejas|bandeja|plástica,0.87,0.7,"Bandejas de plástico, marca SUPERBAND, pack x100, bandeja plástica pet superband 103.",https://ss-cnt-001c.esmsv.com/r/content/host2/a51c693a2e56686b101bc16343f09469//img/products/103PP-(8323).webp,true,true,rawson_productos.csv
