phone_number,razon_social,codigo_erp,whatsapp_estado,whatsapp_validado_at,etiqueta,is_prospect
5493587905250,Almacén La Abuela,25001,validado,2026-06-17T16:14:17.273105+00:00,,false
5493582641213,Carnicería El Buen Sabor,25002,validado,2026-06-17T16:14:17.273105+00:00,,false
5492991227644,Parrilla El Asador,25003,validado,2026-06-17T16:14:17.273105+00:00,,false
5493418277249,Restaurante La Estancia,25004,validado,2026-06-17T16:14:17.273105+00:00,,false
5493587747641,Almacén del Pueblo,25005,validado,2026-06-17T16:14:17.273105+00:00,,false
5492614053074,Carnicería Don José,25006,validado,2026-06-17T16:14:17.273105+00:00,,false
5493514079279,Pinturería Colorín,25007,validado,2026-06-17T16:14:17.273105+00:00,,false
5493876914178,Ferretería La Herradura,25008,validado,2026-06-17T16:14:17.273105+00:00,,false
5492617175545,Corralón El Progreso,25009,validado,2026-06-17T16:14:17.273105+00:00,,false
5493818437953,Asadería El Fuego,25010,validado,2026-06-17T16:14:17.273105+00:00,,false
5493582132179,Almacén La Esquina,25011,validado,2026-06-17T16:14:17.273105+00:00,,false
5493872845902,Carnicería La Tradición,25012,validado,2026-06-17T16:14:17.273105+00:00,,false
5492997670210,Parrilla El Rincón,25013,validado,2026-06-17T16:14:17.273105+00:00,,false
5493811657614,Restaurante El Fogón,25014,validado,2026-06-17T16:14:17.273105+00:00,,false
5492994145193,Almacén El Mercado,25015,validado,2026-06-17T16:14:17.273105+00:00,,false
5493515971311,Carnicería El Amigo,25016,validado,2026-06-17T16:14:17.273105+00:00,,false
5492994228106,Pinturería La Paleta,25017,validado,2026-06-17T16:14:17.273105+00:00,,false
5492998718887,Ferretería El Martillo,25018,validado,2026-06-17T16:14:17.273105+00:00,,false
5492995028869,Corralón La Construcción,25019,validado,2026-06-17T16:14:17.273105+00:00,,false
5493517304254,Asadería La Parrilla,25020,validado,2026-06-17T16:14:17.273105+00:00,,false
5493416986538,Almacén La Familia,25021,validado,2026-06-17T16:14:17.273105+00:00,,false
5492619239862,Carnicería El Sabor Argentino,25022,validado,2026-06-17T16:14:17.273105+00:00,,false
5493513952681,Parrilla El Rancho,25023,validado,2026-06-17T16:14:17.273105+00:00,,false
5493414799650,Restaurante El Buen Gusto,25024,validado,2026-06-17T16:14:17.273105+00:00,,false
5492992500733,Almacén La Nueva,25025,validado,2026-06-17T16:14:17.273105+00:00,,false
5492615139305,Carnicería La Preferida,25026,validado,2026-06-17T16:14:17.273105+00:00,,false
5492618861463,Pinturería El Color,25027,validado,2026-06-17T16:14:17.273105+00:00,,false
5493812941974,Ferretería El Tornillo,25028,validado,2026-06-17T16:14:17.273105+00:00,,false
5493817404433,Corralón La Tierra,25029,validado,2026-06-17T16:14:17.273105+00:00,,false
5493419686914,Asadería El Asador,25030,validado,2026-06-17T16:14:17.273105+00:00,,false
5493518648263,Almacén La Vida,25031,existente,,,false
5493516216782,Carnicería El Corte Perfecto,25032,existente,,,false
5492612780568,Parrilla La Tradición,25033,existente,,,false
5493582639964,Restaurante El Sazón,25034,existente,,,false
5493814729528,Almacén El Rincón,25035,existente,,,false
5493876922419,Carnicería La Estrella,25036,existente,,,false
5492618889598,Pinturería El Arcoíris,25037,existente,,,false
5492615021286,Ferretería La Clave,25038,existente,,,false
5493813520000,Corralón El Refugio,25039,existente,,,false
5492997489876,Asadería El Fogón,25040,existente,,,false
5493519107005,Almacén El Buen Gusto,0,no_validado,,PROSPECTO,true
5493874104594,Carnicería El Gran Asado,0,existente,,PROSPECTO,true
5492617413812,Parrilla El Sabor del Campo,0,no_validado,,PROSPECTO,true
5492617236955,Restaurante La Casa de la Carne,0,existente,,PROSPECTO,true
5492612928724,Almacén El Sabor de Casa,0,no_validado,,PROSPECTO,true
5492999435946,Carnicería El Maestro,0,validado,2026-06-17T16:14:17.273105+00:00,PROSPECTO,true
5493517632424,Pinturería La Gama,0,no_existente,,PROSPECTO,true
5493416524997,Ferretería El Proveedor,0,no_validado,,PROSPECTO,true
5493876499570,Corralón La Base,0,existente,,PROSPECTO,true
5492998066543,Asadería El Gran Asador,0,no_validado,,PROSPECTO,true
