pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00001,25001,5493587905250,Almacén La Abuela,2026-03-01 08:00:00,confirmado,4926.94,Pedido historico mock - Almacén La Abuela,true,false,2
P-00002,25001,5493587905250,Almacén La Abuela,2026-03-18 09:19:07,entregado,25546.74,Pedido historico mock - Almacén La Abuela,true,false,2
P-00003,25001,5493587905250,Almacén La Abuela,2026-04-04 10:38:14,facturado,12079.37,Pedido historico mock - Almacén La Abuela,true,false,2
P-00004,25002,5493582641213,Carnicería El Buen Sabor,2026-03-08 11:11:23,entregado,12932.48,Pedido historico mock - Carnicería El Buen Sabor,true,false,3
P-00005,25002,5493582641213,Carnicería El Buen Sabor,2026-03-25 12:30:30,facturado,0.02,Pedido historico mock - Carnicería El Buen Sabor,true,false,3
P-00006,25002,5493582641213,Carnicería El Buen Sabor,2026-04-11 13:49:37,confirmado,2348.22,Pedido historico mock - Carnicería El Buen Sabor,true,false,3
P-00007,25003,5492991227644,Parrilla El Asador,2026-03-15 14:22:46,facturado,8662.82,Pedido historico mock - Parrilla El Asador,true,false,4
P-00008,25003,5492991227644,Parrilla El Asador,2026-04-01 15:41:53,confirmado,5843.44,Pedido historico mock - Parrilla El Asador,true,false,4
P-00009,25003,5492991227644,Parrilla El Asador,2026-04-18 16:00:00,entregado,54958.72,Pedido historico mock - Parrilla El Asador,true,false,4
P-00010,25004,5493418277249,Restaurante La Estancia,2026-03-22 17:33:09,confirmado,860.48,Pedido historico mock - Restaurante La Estancia,true,false,1
P-00011,25004,5493418277249,Restaurante La Estancia,2026-04-08 08:52:16,entregado,659.54,Pedido historico mock - Restaurante La Estancia,true,false,1
P-00012,25004,5493418277249,Restaurante La Estancia,2026-04-25 09:11:23,facturado,598.35,Pedido historico mock - Restaurante La Estancia,true,false,1
P-00013,25005,5493587747641,Almacén del Pueblo,2026-03-29 10:44:32,entregado,4648.26,Pedido historico mock - Almacén del Pueblo,true,false,2
P-00014,25005,5493587747641,Almacén del Pueblo,2026-04-15 11:03:39,facturado,11093.39,Pedido historico mock - Almacén del Pueblo,true,false,2
P-00015,25005,5493587747641,Almacén del Pueblo,2026-05-02 12:22:46,confirmado,3639.43,Pedido historico mock - Almacén del Pueblo,true,false,2
