product_code,nombre,descripcion
PSQ-0012,ALCOHOL EN GEL 1LT,"Alcohol en gel 1lt, marca PSQ, líquidos, venta por unidad, lista B."
PSQ-0013,ALCOHOL EN GEL X5L,"Alcohol en gel x5l, marca PSQ, líquidos, venta por unidad, lista B."
PSQ-0014,ALGUICIDA 1:60000 X1L,"Alguicida 1:60000 x1l, marca PSQ, tratamiento de agua, venta por unidad, lista B."
PSQ-0016,ANTI-HONGOS GATILLO 500ML PSQ,"Anti-hongos gatillo 500ml PSQ, marca PSQ, línea psq, venta por unidad, lista B."
PSQ-0017,ANTI-HONGOS X 5LTS PSQUIMICA,"Anti-hongos x 5lts PSQUIMICA, marca PSQ, línea psq, venta por unidad, lista B."
PSQ-0051,AYUDIN CANASTAS P/INOD,"Ayudin canastas p/inod, marca Ayudin, marcas de góndola, venta por unidad, lista B."
PSQ-0058,BANDEJA 101 PP X 100 (12),"Bandeja 101 pp x 100 (12), marca PSQ, gastronomía, caja x12, lista B."
PSQ-0071,BANDEJA DE CARTON N2,"Bandeja de carton n2, marca PSQ, gastronomía, venta por unidad, lista B."
PSQ-0073,BANDEJA DE CARTON N4,"Bandeja de carton n4, marca PSQ, gastronomía, venta por unidad, lista B."
PSQ-0091,BLOQUE HARPIC X 1UNI,"Bloque harpic x 1uni, marca Harpic, marcas de góndola, venta por unidad, lista B."
PSQ-0110,BOLSA KRAFT DELIVERY N°4 12.5 X 7 X 24 X 50 U (20),"Bolsa kraft delivery n°4 12.5 x 7 x 24 x 50 u (20), marca PSQ, kraft / delivery, paquete x20, lista B."
PSQ-0112,BOLSA KRAFT DELIVERY N°6 20 X 11 X 30 X 50 U (5),"Bolsa kraft delivery n°6 20 x 11 x 30 x 50 u (5), marca PSQ, kraft / delivery, paquete x5, lista B."
PSQ-0141,BOLSA PPP 20 X 30 X 100 U(10),"Bolsa ppp 20 x 30 x 100 u(10), marca PSQ, ppp, paquete x10, lista B."
PSQ-0174,BOLSAS CONSORCIO 60X90 X 10 UNI,"Bolsas consorcio 60x90 x 10 uni, marca PSQ, residuos, paquete x10, lista B."
PSQ-0175,BOLSAS CONSORCIO 60X90 X 50 UNI,"Bolsas consorcio 60x90 x 50 uni, marca PSQ, residuos, paquete x50, lista B."
PSQ-0180,BOLSAS RESIDUOS 45X60 X 50 UNI,"Bolsas residuos 45x60 x 50 uni, marca PSQ, residuos, paquete x50, lista B."
PSQ-0191,CABO 1.20MTS,"Cabo 1.20mts, marca PSQ, herramientas, venta por unidad, lista B."
PSQ-0199,CAJA HAMBURGUEZA MICROCORRUGADA X100U,"Caja hamburgueza microcorrugada x100u, marca PSQ, gastronomía, caja x100, lista B."
PSQ-0201,CAJA LOMO GRANDE CARTON X 100 (1),"Caja lomo grande carton x 100 (1), marca PSQ, gastronomía, venta por unidad, lista B."
PSQ-0204,CAJA PIZZA GRANDE ECO VERDE X 100U (1),"Caja pizza grande eco verde x 100u (1), marca PSQ, gastronomía, caja x100, lista B."
PSQ-0205,CAJA PIZZA GRIS CORRUGADA X 50U,"Caja pizza gris corrugada x 50u, marca PSQ, gastronomía, caja x50, lista B."
PSQ-0212,CAMISETA 40 X 50 ECO MUNDI POLIM. X PAQ (20),"Camiseta 40 x 50 eco mundi polim. x paq (20), marca PSQ, camiseta, paquete x20, lista B."
PSQ-0215,CAMISETA 45 X 60 MUNDI MAX X PAQ (20),"Camiseta 45 x 60 mundi max x paq (20), marca Mundi Max, camiseta, paquete x20, lista B."
PSQ-0218,CAMISETA 50 X 70 MUNDI MAX X PAQ (20),"Camiseta 50 x 70 mundi max x paq (20), marca Mundi Max, camiseta, paquete x20, lista B."
PSQ-0271,CLORO P/PILETAS X10L,"Cloro p/piletas x10l, marca PSQ, tratamiento de agua, venta por unidad, lista B."
PSQ-0310,DESTAPA CAÑERIAS X LT PSQUIMICA,"Destapa cañerias x LT PSQUIMICA, marca PSQ, línea psq, venta por unidad, lista B."
PSQ-0329,ELIMINADOR DE OLORES PSQ X U. (1LT),"Eliminador de olores PSQ x u. (1lt), marca PSQ, línea psq, venta por unidad, lista B."
PSQ-0330,ELIMINADOR DE OLORES PSQ X U. (500ML),"Eliminador de olores PSQ x u. (500ml), marca PSQ, línea psq, venta por unidad, lista B."
PSQ-0348,ESCOBILLON ANDEN PLAST 60CM C/CABO,"Escobillon anden plast 60cm c/cabo, marca PSQ, herramientas, venta por unidad, lista B."
