codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
VAD040,BOUSQUET PREMIUM ROSE ORGANICO VALLE DE UCO 750 CC,"Descubre el exquisito BOUSQUET PREMIUM ROSÉ ORGÁNICO VALLE DE UCO, un vino que deleita con su frescura y elegancia. Presentado en una elegante botella de 750 cc, este rosé es perfecto para cualquier ocasión. Cada caja contiene 12 botellas, ideal para exhibir en tu negocio. Su perfil de sabor atractivo atraerá a un público amante de lo gourmet, impulsando la compra por impulso. Ofrece márgenes atractivos y garantiza rotación rápida, convirtiéndose en un must-have en tu mostrador.","Vino rosado orgánico de la bodega Domaine Bousquet, elaborado con uvas de viñedos propios en Valle de Uco, con un volumen de 750 ml, caracterizado por su frescura y notas frutales.",domaine bousquet|bousquet|rosado|vino rosado|vino organico,ACTUALIZAR
VAD017,GAIA RED WINE ORGANICO Y BIODINAMICO GUALTALLARY 750 CC,"Descubre el sabor auténtico de la naturaleza con el GAIA Red Wine Orgánico y Biodinámico Gualtallary. Este exquisito vino de 750 cc ofrece una experiencia única, ideal para los amantes del buen vivir. Presentado en cajas de 12 unidades, es perfecto para tu kiosco o almacén. Su atractivo envase y calidad premium fomentan las compras por impulso, mientras que su margen de ganancia atractivo asegura rentabilidad. Atrae a un público consciente y sofisticado que busca lo mejor en cada copa. ¡No te lo pierdas!","Vino tinto orgánico y biodinámico tipo Malbec, producido en Gualtallary, Mendoza, con uvas cosechadas a mano, fermentación natural y sin aditivos, marca Gaia, 750 cc.",gaia|malbec|vino tinto|vino orgánico,ACTUALIZAR
VAD016,GAIA ROSE WINE ORGANICO Y BIODINAMICO GUALTALLARY 750 CC,"Descubre el encanto del GAIA ROSE WINE, un vino orgánico y biodinámico que cautivará a tus clientes con su frescura y elegancia. Presentado en botellas de 750 cc, cada caja contiene 12 unidades, ideal para exhibir en tu kiosco o almacén. Su atractivo sabor y su enfoque sostenible lo convierten en una opción perfecta para los amantes del vino consciente. Ofrece un alto margen de ganancia y se vende rápido, impulsando la compra por impulso entre los consumidores que buscan calidad.","Vino rosado orgánico y biodinámico tipo Pinot Noir, elaborado en Gualtallary, con uvas cultivadas sin productos químicos sintéticos, presentado en botella de 750 cc, marca Gaia.",gaia|vino rosado|vino pinot noir|vino orgánico|vino biodinámico,ACTUALIZAR
VAD002,AMERI WILD ROOTS BLOCK 04 750 CC,"Descubre AMERI WILD ROOTS BLOCK 04, la bebida que cautivará a tus clientes con su sabor auténtico y natural. Presentado en formato de 750 cc, cada caja incluye 12 unidades, ideal para mantener siempre en tu mostrador. Su atractivo diseño y tendencia saludable garantizan compras por impulso, perfectas para un público joven y consciente. Al ofrecer AMERI, aseguras un alto margen de ganancia y una rotación rápida, convirtiéndolo en un imprescindible para tu negocio. ¡No te quedes sin él!","Vino tinto tipo Cabernet Sauvignon de la bodega Domaine Bousquet, elaborado con uvas orgánicas de la región de Mendoza, con un proceso de vinificación que resalta las características frutales y herbáceas, presentado en botella de 750 cc.",domaine bousquet|ameri|vino tinto|cabernet sauvignon,ACTUALIZAR
VAD031,VIRGEN VINEYARDS RED BLEND ORGANICO VALLE DE UCO 750 CC,"Descubre el sabor excepcional de Virgen Vineyards Red Blend Orgánico, un vino que captura la esencia del Valle de Uco. Presentado en elegantes botellas de 750 cc, este blend ofrece una fusión perfecta de sabores que encantará a tus clientes. Con 12 unidades por caja, es ideal para el mostrador. Su calidad orgánica y paladar sofisticado atraerán tanto a los amantes del vino como a los nuevos consumidores, garantizando una alta rotación y un atractivo margen de ganancia. ¡Atrae a los sibaritas de tu zona!","Vino tinto orgánico tipo Red Blend de Virgen Vineyards, cosechado en el Valle de Uco, con un volumen de 750 cc y una graduación alcohólica de 14.5%.",virgen vineyards|red blend|vino tinto|vino orgánico,ACTUALIZAR
VAD003,AMERI BLEND ORGANICO GUALTALLARY 750 CC,"Descubre el sabor excepcional de AMERI BLEND ORGANICO GUALTALLARY 750 CC, un vino que fusiona la tradición con la excelencia. Presentado en atractivas botellas de 750 cc, cada exhibidor incluye 12 unidades, brindando una opción elegante para tus clientes. Con un perfil orgánico y de alta calidad, este vino se posiciona como la elección perfecta para consumidores conscientes. Aumenta tus ventas con un producto que invita a la compra por impulso, garantizando un alto margen de beneficio y fidelizando a un público amante del vino.","Vino tinto orgánico Ameri Blend de Domaine Bousquet, compuesto por 60% Malbec y 40% Cabernet Sauvignon, cosechado en Gualtallary, Valle de Uco, con un proceso de vinificación que respeta prácticas sostenibles.",domaine bousquet|ameri|vino tinto|malbec|cabernet sauvignon,ACTUALIZAR
VAD379,LOCA Espumante Brut Nature Orgánico Bajas Calorías,"Descubre el LOCA Espumante Brut Nature Orgánico Bajas Calorías, la opción perfecta para quienes buscan disfrutar sin culpa. Este delicioso espumante, con su burbujeante frescura y equilibrio en cada sorbo, atraerá a los amantes del vino y a los que cuidan su figura. Presentado en cajas de 6 botellas de 750 ml, es ideal para exhibir en tu kiosco. Su perfil de bajas calorías garantiza mayor rotación, convirtiéndolo en una compra por impulso irresistible para un público consciente y moderno.","Espumante Brut Nature orgánico, varietal 100% Moscatel Rosado, con 7.8% de graduación alcohólica y bajo en calorías, producido por la bodega LOCA, ideal para compartir en ocasiones especiales.",loca|espumante|moscatel|brut nature,ACTUALIZAR
VAD373,ALTA YARI RESERVA GRAN TORRONTES,"Descubre el sabor excepcional de ALTA YARI RESERVA GRAN TORRONTÉS, un vino blanco que deslumbra con su frescura y notas frutales. Presentado en cajas de 12 botellas de 750 ml, este vino premium es perfecto para el paladar exigente. Al ofrecerlo en tu kiosco o almacén, atraerás a amantes del vino y consumidores en busca de calidad, lo que asegura una alta rotación y un atractivo margen de ganancia. ¡Haz que tu negocio brille con esta joya enológica!","Vino blanco varietal Torrontés, producido por Bodega Alta Yari en Argentina, añejado durante 6 meses en barricas de roble, presentación en botella de 750 ml.",alta yari|gran torrontes|torrontés|vino blanco,ACTUALIZAR
VAD023,BOUSQUET RESERVA PINOT NOIR ORGANICO TUPUNGATO 750 CC,"Descubre el exquisito BOUSQUET RESERVA PINOT NOIR, un vino orgánico de Tupungato que deleita con su sabor afrutado y elegante. Presentado en botella de 750 cc, este vino premium es ideal para elevar cualquier ocasión. Con un empaque de 12 unidades, es perfecto para exhibir en tu kiosco o almacén. Atrae a los amantes del vino que buscan calidad y sostenibilidad. ¡Incrementa tu rentabilidad y rotación! Un producto que no solo se vende, sino que se disfruta.","Vino tinto orgánico tipo Pinot Noir, 100% varietal, producido por Domaine Bousquet en el viñedo de Tupungato, Alto Gualtallary, con características de terroir únicas y proceso de vinificación sostenible.",domaine bousquet|bousquet reserva|pinot noir|vino tinto,ACTUALIZAR
VAD005,AMERI CABERNET SAUVIGNON ORGANICO 750 CC,"Descubre el AMERI Cabernet Sauvignon Orgánico, un vino que seduce con su sabor intenso y su perfil aromático excepcional. Presentado en formato de 750 cc, es ideal para exhibir en tu kiosco o almacén. Cada botella no solo destaca por su calidad, sino que también atrae a un público amante de lo orgánico y sostenible. Su alta rentabilidad y potencial de compra por impulso lo convierten en una excelente adición a tu oferta, garantizando rotación constante y satisfacción del cliente. ¡Impulsa tus ventas con AMERI!","Vino tinto orgánico tipo Cabernet Sauvignon de la bodega Domaine Bousquet, cosechado en Tupungato, con un proceso de vinificación que respeta prácticas sostenibles, presentado en botella de 750 ml.",domaine bousquet|ameri|cabernet sauvignon|vino organico,ACTUALIZAR
