product_code,nombre,descripcion
29022,Fanta Naranja Lata 354ml x6,"Gaseosa sabor naranja, marca Fanta en presentación de 354ml, pack de 6 unidades."
29027,Fanta Naranja Vidrio 237ml x6,"Gaseosa sabor naranja, marca Fanta en presentación de 237ml, pack de 6 unidades."
29030,Schweppes Pomelo Zero 500ml x6,"Gaseosa sin azúcar sabor pomelo, marca Schweppes en presentación de 500ml, pack de 6 unidades."
29032,Fanta Limón 500ml x6,"Gaseosa sabor limón, marca Fanta en presentación de 500ml, pack de 6 unidades."
29033,Fanta Naranja Zero 500ml x6,"Gaseosa sin azúcar sabor naranja, marca Fanta en presentación de 500ml, pack de 6 unidades."
29034,Fanta Naranja 500ml x12,"Gaseosa sabor naranja, marca Fanta en presentación de 500ml, pack de 12 unidades."
29039,"Schweppes Pomelo Zero 1,5L x6","Gaseosa sin azúcar sabor pomelo, marca Schweppes en presentación de 1,5l, pack de 6 unidades."
29041,Schweppes Pomelo Zero lata 310ml x6,"Gaseosa sin azúcar sabor pomelo, marca Schweppes en presentación de 310ml, pack de 6 unidades."
29048,"Schweppes Pomelo Zero 2,25L x6","Gaseosa sin azúcar sabor pomelo, marca Schweppes en presentación de 2,25l, pack de 6 unidades."
29049,"Fanta Naranja 1,5L x6","Gaseosa sabor naranja, marca Fanta en presentación de 1,5l, pack de 6 unidades."
29050,"Fanta Naranja Zero 2,25L x6","Gaseosa sin azúcar sabor naranja, marca Fanta en presentación de 2,25l, pack de 6 unidades."
29052,"Fanta Naranja Zero 1,5L x6","Gaseosa sin azúcar sabor naranja, marca Fanta en presentación de 1,5l, pack de 6 unidades."
29054,Crush Naranja Zero 2.25X6,"Gaseosa sin azúcar sabor naranja, marca Crush, pack de 6 unidades."
29055,"Schweppes Citrus 1,5L x6","Gaseosa sabor citrus, marca Schweppes en presentación de 1,5l, pack de 6 unidades."
29056,"Fanta Limón 2,25L x6","Gaseosa sabor limón, marca Fanta en presentación de 2,25l, pack de 6 unidades."
29057,"Fanta Naranja 2,25L x6","Gaseosa sabor naranja, marca Fanta en presentación de 2,25l, pack de 6 unidades."
29109,"Cepita Naranja Hot Fill 1,5L x4","Jugo sabor naranja, marca Cepita en presentación de 1,5l, pack de 4 unidades."
29116,Cepita Naranja 200ml x6,"Jugo sabor naranja, marca Cepita en presentación de 200ml, pack de 6 unidades."
29117,Cepita Manzana Roja Hot Fill 300ml x6,"Jugo sabor manzana, marca Cepita en presentación de 300ml, pack de 6 unidades."
29122,Cepita Manzana 200ml x6,"Jugo sabor manzana, marca Cepita en presentación de 200ml, pack de 6 unidades."
