product_code,lista_precios_id,precio_unidad,is_mock
10610,75,675.01652899999999135616235435009002685546875,false
14412,75,2629.96900099999993472010828554630279541015625,false
11586,75,3467.84451200000012249802239239215850830078125,false
10604,75,2070.3727989999997589620761573314666748046875,false
11695,75,1518.826968999999962761648930609226226806640625,false
11658,75,5259.13928099999975529499351978302001953125,false
11599,75,8876.88306999999986146576702594757080078125,false
10348,75,3120.46706399999993664096109569072723388671875,false
1002,75,841.2698030000000244399416260421276092529296875,false
11661,75,701.05814899999995759571902453899383544921875,false
11921,75,8891.679917999999815947376191616058349609375,false
11913,75,14676.958780000000842846930027008056640625,false
10131,75,6708.347810999999637715518474578857421875,false
10174,75,1123.703526000000010753865353763103485107421875,false
14171,75,5443.99388499999986379407346248626708984375,false
10204,75,1718.672867999999880339601077139377593994140625,false
14675,75,11096.1040189999985159374773502349853515625,false
14170,75,4684.3671380000005228794179856777191162109375,false
11810,75,5528.8711499999990337528288364410400390625,false
10345,75,5964.3906849999993937672115862369537353515625,false
12404,75,1595.13440899999977773404680192470550537109375,false
12450,75,1598.765861000000086278305388987064361572265625,false
12451,75,1598.765861000000086278305388987064361572265625,false
11808,75,18540.7690159999983734451234340667724609375,false
11809,75,5528.8711499999990337528288364410400390625,false
11584,75,3467.84451200000012249802239239215850830078125,false
1009,75,18311.64849799999865354038774967193603515625,false
11858,75,11504.997382999999899766407907009124755859375,false
10173,75,1123.703526000000010753865353763103485107421875,false
12454,75,1438.888802999999825260601937770843505859375,false
12397,75,1664.62361999999984618625603616237640380859375,false
12453,75,1598.765861000000086278305388987064361572265625,false
10338,75,1803.30764899999985573231242597103118896484375,false
11803,75,5528.8292839999994612298905849456787109375,false
12502,75,1759.4693489999999655992724001407623291015625,false
10343,75,3467.84451200000012249802239239215850830078125,false
11257,75,6078.1945729999997638515196740627288818359375,false
14754,75,16465.8644039999999222345650196075439453125,false
14772,75,2957.71577200000001539592631161212921142578125,false
10353,75,3120.46706399999993664096109569072723388671875,false
13238,75,1197.684861999999839099473319947719573974609375,false
10770,75,3120.46706399999993664096109569072723388671875,false
10693,75,8150.22204699999929289333522319793701171875,false
11587,75,34710.0003470000010565854609012603759765625,false
10798,75,12483.117097000000285333953797817230224609375,false
12102,75,21795.7827560000005178153514862060546875,false
12039,75,970.909081999999898471287451684474945068359375,false
12901,75,6876.9977319999989049392752349376678466796875,false
12394,75,3120.46706399999993664096109569072723388671875,false
13136,75,5157.9370589999989533680491149425506591796875,false
12497,75,1355.9711330000000089057721197605133056640625,false
13178,75,5796.883367000000362168066203594207763671875,false
13177,75,5796.883367000000362168066203594207763671875,false
11828,75,9588.894743999999263905920088291168212890625,false
12491,75,1918.518283000000110405380837619304656982421875,false
13433,75,5663.4745749999992767698131501674652099609375,false
13434,75,5663.4745749999992767698131501674652099609375,false
13435,75,3559.3528189999997266568243503570556640625,false
12506,75,1759.4693489999999655992724001407623291015625,false
13141,75,4247.5141829999993206001818180084228515625,false
13140,75,3397.170347999999648891389369964599609375,false
14769,75,3951.55326500000001033185981214046478271484375,false
12927,75,768.175880999999890264007262885570526123046875,false
15286,75,37241.51612499999464489519596099853515625,false
12991,75,6668.236915999999837367795407772064208984375,false
13001,75,1363.971652999999832900357432663440704345703125,false
11013,75,1386.874291000000084750354290008544921875,false
13670,75,1977.570276000000148997060023248195648193359375,false
13686,75,1044.2252809999999954015947878360748291015625,false
14885,75,1558.796536000000060084857977926731109619140625,false
12265,75,4431.1581820000001243897713720798492431640625,false
12334,75,11427.747837000000799889676272869110107421875,false
12347,75,1578.777749999999969077180139720439910888671875,false
13711,75,2550.338295999999900232069194316864013671875,false
14554,75,887.04821700000002238084562122821807861328125,false
13110,75,14989.102117000000362168066203594207763671875,false
13111,75,6203.6215999999994892277754843235015869140625,false
12560,75,8589.33903300000019953586161136627197265625,false
12726,75,6915.887858000000051106326282024383544921875,false
13420,75,1808.592323999999962325091473758220672607421875,false
13241,75,2020.502164999999877181835472583770751953125,false
13295,75,3517.283781000000089989043772220611572265625,false
13791,75,1039.197609999999940555426292121410369873046875,false
15521,75,13415.354336999998849933035671710968017578125,false
15522,75,13415.354336999998849933035671710968017578125,false
13142,75,3397.170347999999648891389369964599609375,false
13886,75,1185.7778570000000399886630475521087646484375,false
13216,75,2823.4464280000001963344402611255645751953125,false
3786,75,841.2698030000000244399416260421276092529296875,false
12963,75,972.9626939999999422070686705410480499267578125,false
12988,75,1897.12451499999997395207174122333526611328125,false
13187,75,1746.645647999999937383108772337436676025390625,false
13188,75,3472.75771699999995689722709357738494873046875,false
13313,75,1136.64483900000004723551683127880096435546875,false
