numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
1,Casa de Limpieza 25 de Mayo,Casa de Limpieza 25 de Mayo,5493587905250,2,1,lunes,martes,"Zona ZONA CENTRO - Plaza 25 de Mayo - Casilda, Santa Fe, Argentina",Luciano Pérez,0,0,-33.031587,-61.192299,true
2,Droguería Casilda Centro,Droguería Casilda Centro,5493582641213,3,2,lunes,martes,"Zona ZONA CENTRO - Plaza 25 de Mayo - Casilda, Santa Fe, Argentina",Luciano Pérez,0,0,-33.031626,-61.186402,true
3,Ferretería Don Santos,Ferretería Don Santos,5492991227644,4,3,lunes,martes,"Zona ZONA CENTRO - Plaza 25 de Mayo - Casilda, Santa Fe, Argentina",Luciano Pérez,0,0,-33.031433,-61.192514,true
4,Lavadero Ruta 33,Lavadero Ruta 33,5493418277249,1,4,lunes,martes,"Zona ZONA CENTRO - Plaza 25 de Mayo - Casilda, Santa Fe, Argentina",Luciano Pérez,0,0,-33.034191,-61.188887,true
5,Revendedor El Palmar,Revendedor El Palmar,5493587747641,2,5,lunes,martes,"Zona ZONA CENTRO - Plaza 25 de Mayo - Casilda, Santa Fe, Argentina",Luciano Pérez,0,0,-33.034427,-61.1895,true
6,Almacén San Martín,Almacén San Martín,5492614053074,3,6,lunes,martes,"Zona ZONA CENTRO - Plaza 25 de Mayo - Casilda, Santa Fe, Argentina",Luciano Pérez,0,0,-33.035189,-61.183339,true
7,Mayorista Dinamic Sur,Mayorista Dinamic Sur,5493514079279,4,7,lunes,martes,"Zona ZONA CENTRO - Plaza 25 de Mayo - Casilda, Santa Fe, Argentina",Luciano Pérez,0,0,-33.034569,-61.184078,true
8,Perfumería Plaza,Perfumería Plaza,5493876914178,1,8,lunes,martes,"Zona ZONA CENTRO - Plaza 25 de Mayo - Casilda, Santa Fe, Argentina",Luciano Pérez,0,0,-33.035934,-61.190814,true
9,Taller Giordano,Taller Giordano,5492617175545,2,9,lunes,martes,"Zona ZONA CENTRO - Plaza 25 de Mayo - Casilda, Santa Fe, Argentina",Luciano Pérez,0,0,-33.030841,-61.185095,true
10,Piletero Los Molinos,Piletero Los Molinos,5493818437953,3,10,martes,miercoles,"Zona ZONA OESTE - Ruta 33 Rosario - Casilda, Santa Fe, Argentina",Luciano Pérez,0,1,-33.035356,-61.17063,true
11,Casa de Limpieza Sarmiento,Casa de Limpieza Sarmiento,5493582132179,4,11,martes,miercoles,"Zona ZONA OESTE - Ruta 33 Rosario - Casilda, Santa Fe, Argentina",Luciano Pérez,0,1,-33.029618,-61.166019,true
12,Droguería Barrio Belgrano,Droguería Barrio Belgrano,5493872845902,1,12,martes,miercoles,"Zona ZONA OESTE - Ruta 33 Rosario - Casilda, Santa Fe, Argentina",Luciano Pérez,0,1,-33.035818,-61.163107,true
13,Ferretería El Tornillo,Ferretería El Tornillo,5492997670210,2,13,martes,miercoles,"Zona ZONA OESTE - Ruta 33 Rosario - Casilda, Santa Fe, Argentina",Luciano Pérez,0,1,-33.032095,-61.171781,true
14,Lavadero Mitre,Lavadero Mitre,5493811657614,3,14,martes,miercoles,"Zona ZONA OESTE - Ruta 33 Rosario - Casilda, Santa Fe, Argentina",Luciano Pérez,0,1,-33.035387,-61.168355,true
15,Revendedor Independencia,Revendedor Independencia,5492994145193,4,15,martes,miercoles,"Zona ZONA OESTE - Ruta 33 Rosario - Casilda, Santa Fe, Argentina",Luciano Pérez,0,1,-33.036861,-61.163652,true
16,Almacén Don Pedro,Almacén Don Pedro,5493515971311,1,16,martes,miercoles,"Zona ZONA OESTE - Ruta 33 Rosario - Casilda, Santa Fe, Argentina",Luciano Pérez,0,1,-33.031759,-61.172223,true
17,Mayorista Chabás,Mayorista Chabás,5492994228106,2,17,martes,miercoles,"Zona ZONA OESTE - Ruta 33 Rosario - Casilda, Santa Fe, Argentina",Luciano Pérez,0,1,-33.03483,-61.169772,true
