product_code,precio_unidad,is_mock
150,4140.00,True
153,1710.00,True
152,3690.00,True
1002,1710.00,True
1004,3024.00,True
1133,2862.00,True
1162,4428.00,True
1164,5103.00,True
1181,4680.00,True
1300,4590.00,True
2181,5625.00,True
2300,5359.50,True
1030,1597.50,True
1031,2880.00,True
1151,3096.00,True
1154,5058.00,True
1161,3096.00,True
1034,1422.00,True
1035,1422.00,True
1037,1422.00,True
1137,1422.00,True
1138,1980.00,True
1235,1422.00,True
138,1696.50,True
450,2700.00,True
451,4500.00,True
1118,1890.00,True
1119,1890.00,True
1174,1782.00,True
1125,1890.00,True
1130,1890.00,True
1132,1890.00,True
1134,1890.00,True
1016,832.50,True
1027,1395.00,True
1028,1161.00,True
25,733.50,True
26,633.60,True
3075,34650.00,True
1076,7380.00,True
1077,7065.00,True
1078,8460.00,True
1177,31005.00,True
1178,38430.00,True
1040,4050.00,True
1042,7825.50,True
2040,5827.50,True
2041,5827.50,True
2042,8802.00,True
1052,10755.00,True
1058,11700.00,True
1059,11700.00,True
1070,12960.00,True
1071,11700.00,True
1160,10755.00,True
1170,11700.00,True
2058,3375.00,True
2070,15030.00,True
2170,3375.00,True
1113,2999.70,True
1116,2999.70,True
1140,2999.70,True
1112,14580.00,True
1008,1080.00,True
1009,1080.00,True
1010,1215.00,True
1011,1080.00,True
1012,1215.00,True
1013,1215.00,True
1117,1215.00,True
12,900.00,True
1120,1440.00,True
1147,1800.00,True
1014,1219.50,True
1015,4194.00,True
1023,1269.00,True
1171,1845.00,True
2014,2250.00,True
2015,5490.00,True
1086,2646.00,True
1094,2646.00,True
1101,2646.00,True
1172,2646.00,True
1018,882.00,True
1019,882.00,True
1021,882.00,True
1022,882.00,True
1168,882.00,True
1196,1215.00,True
19,720.00,True
1082,5445.00,True
1083,5625.00,True
1124,2367.00,True
1146,5616.00,True
87,1408.50,True
