pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00001,25001,5493587905250,Casa de Limpieza 25 de Mayo,2026-05-30 08:00:00,confirmado,51301.50,Pedido historico mock - Casa de Limpieza 25 de Mayo,true,false,2
P-00002,25001,5493587905250,Casa de Limpieza 25 de Mayo,2026-06-16 09:19:07,entregado,6210.00,Pedido historico mock - Casa de Limpieza 25 de Mayo,true,false,2
P-00003,25002,5493582641213,Droguería Casilda Centro,2026-06-06 11:11:23,entregado,2646.00,Pedido historico mock - Droguería Casilda Centro,true,false,3
P-00004,25002,5493582641213,Droguería Casilda Centro,2026-06-23 12:30:30,facturado,4185.00,Pedido historico mock - Droguería Casilda Centro,true,false,3
P-00005,25003,5492991227644,Ferretería Don Santos,2026-06-13 14:22:46,facturado,10472.00,Pedido historico mock - Ferretería Don Santos,true,false,4
P-00006,25003,5492991227644,Ferretería Don Santos,2026-06-30 15:41:53,confirmado,168236.25,Pedido historico mock - Ferretería Don Santos,true,false,4
P-00007,25004,5493418277249,Lavadero Ruta 33,2026-06-20 17:33:09,confirmado,14700.00,Pedido historico mock - Lavadero Ruta 33,true,false,1
P-00008,25004,5493418277249,Lavadero Ruta 33,2026-07-07 08:52:16,entregado,44135.00,Pedido historico mock - Lavadero Ruta 33,true,false,1
P-00009,25005,5493587747641,Revendedor El Palmar,2026-06-27 10:44:32,entregado,38525.00,Pedido historico mock - Revendedor El Palmar,true,false,2
P-00010,25005,5493587747641,Revendedor El Palmar,2026-07-14 11:03:39,facturado,38410.00,Pedido historico mock - Revendedor El Palmar,true,false,2
P-00011,25006,5492614053074,Almacén San Martín,2026-07-04 13:55:55,facturado,36324.00,Pedido historico mock - Almacén San Martín,true,false,3
P-00012,25006,5492614053074,Almacén San Martín,2026-07-21 14:14:02,confirmado,31005.00,Pedido historico mock - Almacén San Martín,true,false,3
P-00013,25007,5493514079279,Mayorista Dinamic Sur,2026-07-11 16:06:18,confirmado,96628.00,Pedido historico mock - Mayorista Dinamic Sur,true,false,4
P-00014,25007,5493514079279,Mayorista Dinamic Sur,2026-07-28 17:25:25,entregado,13038.15,Pedido historico mock - Mayorista Dinamic Sur,true,false,4
P-00015,25008,5493876914178,Perfumería Plaza,2026-07-18 09:17:41,entregado,22065.00,Pedido historico mock - Perfumería Plaza,true,false,1
P-00016,25008,5493876914178,Perfumería Plaza,2026-08-04 10:36:48,facturado,20200.00,Pedido historico mock - Perfumería Plaza,true,false,1
P-00017,25009,5492617175545,Taller Giordano,2026-07-25 12:28:04,facturado,62123.00,Pedido historico mock - Taller Giordano,true,false,2
P-00018,25009,5492617175545,Taller Giordano,2026-08-11 13:47:11,confirmado,2041.25,Pedido historico mock - Taller Giordano,true,false,2
P-00019,25010,5493818437953,Piletero Los Molinos,2026-08-01 15:39:27,confirmado,19944.00,Pedido historico mock - Piletero Los Molinos,true,false,3
P-00020,25010,5493818437953,Piletero Los Molinos,2026-08-18 16:58:34,entregado,70254.00,Pedido historico mock - Piletero Los Molinos,true,false,3
P-00021,25011,5493582132179,Casa de Limpieza Sarmiento,2026-08-08 08:50:50,entregado,38003.50,Pedido historico mock - Casa de Limpieza Sarmiento,true,false,4
P-00022,25011,5493582132179,Casa de Limpieza Sarmiento,2026-08-25 09:09:57,facturado,27565.50,Pedido historico mock - Casa de Limpieza Sarmiento,true,false,4
P-00023,25012,5493872845902,Droguería Barrio Belgrano,2026-08-15 11:01:13,facturado,38770.00,Pedido historico mock - Droguería Barrio Belgrano,true,false,1
P-00024,25012,5493872845902,Droguería Barrio Belgrano,2026-06-01 12:20:20,confirmado,57420.00,Pedido historico mock - Droguería Barrio Belgrano,true,false,1
P-00025,25013,5492997670210,Ferretería El Tornillo,2026-08-22 14:12:36,confirmado,99406.00,Pedido historico mock - Ferretería El Tornillo,true,false,2
P-00026,25013,5492997670210,Ferretería El Tornillo,2026-06-08 15:31:43,entregado,33120.00,Pedido historico mock - Ferretería El Tornillo,true,false,2
P-00027,25014,5493811657614,Lavadero Mitre,2026-08-29 17:23:59,entregado,1800.00,Pedido historico mock - Lavadero Mitre,true,false,3
P-00028,25014,5493811657614,Lavadero Mitre,2026-06-15 08:42:06,facturado,34119.00,Pedido historico mock - Lavadero Mitre,true,false,3
P-00029,25015,5492994145193,Revendedor Independencia,2026-06-05 10:34:22,facturado,33201.00,Pedido historico mock - Revendedor Independencia,true,false,4
P-00030,25015,5492994145193,Revendedor Independencia,2026-06-22 11:53:29,confirmado,194654.25,Pedido historico mock - Revendedor Independencia,true,false,4
P-00031,25016,5493515971311,Almacén Don Pedro,2026-06-12 13:45:45,confirmado,22450.00,Pedido historico mock - Almacén Don Pedro,true,false,1
P-00032,25016,5493515971311,Almacén Don Pedro,2026-06-29 14:04:52,entregado,34600.00,Pedido historico mock - Almacén Don Pedro,true,false,1
P-00033,25017,5492994228106,Mayorista Chabás,2026-06-19 16:56:08,entregado,28117.50,Pedido historico mock - Mayorista Chabás,true,false,2
P-00034,25017,5492994228106,Mayorista Chabás,2026-07-06 17:15:15,facturado,73128.50,Pedido historico mock - Mayorista Chabás,true,false,2
P-00035,25018,5492998718887,Perfumería La Esquina,2026-06-26 09:07:31,facturado,21780.00,Pedido historico mock - Perfumería La Esquina,true,false,3
P-00036,25018,5492998718887,Perfumería La Esquina,2026-07-13 10:26:38,confirmado,20016.00,Pedido historico mock - Perfumería La Esquina,true,false,3
P-00037,25019,5492995028869,Taller RN 33,2026-07-03 12:18:54,confirmado,30175.00,Pedido historico mock - Taller RN 33,true,false,4
P-00038,25019,5492995028869,Taller RN 33,2026-07-20 13:37:01,entregado,68429.25,Pedido historico mock - Taller RN 33,true,false,4
P-00039,25020,5493517304254,Piletero Casilda,2026-07-10 15:29:17,entregado,9780.00,Pedido historico mock - Piletero Casilda,true,false,1
P-00040,25020,5493517304254,Piletero Casilda,2026-07-27 16:48:24,facturado,9500.00,Pedido historico mock - Piletero Casilda,true,false,1
