product_code,nombre,descripcion
LYL-0362,ECCOLE - 9g x 1u,Producto ECCOLE - 9g x 1u de la categoría PRODUCTOS DE LIMPIEZA.
LYL-0363,POXI-RAN - 23g x 1u,Producto POXI-RAN - 23g x 1u de la categoría PRODUCTOS DE LIMPIEZA.
LYL-0369,Jabón líquido p/manos Polyana x 220m x1u,Producto Jabón líquido p/manos Polyana x 220m x1u de la categoría PRODUCTOS DE LIMPIEZA.
LYL-0370,Jabón líquido QUERUBIN P/ROPA x800ml x1u,Producto Jabón líquido QUERUBIN P/ROPA x800ml x1u de la categoría PRODUCTOS DE LIMPIEZA.
LYL-0371,Jabón líquido P/ROPA QUERUBIN x 3L x 1u,Producto Jabón líquido P/ROPA QUERUBIN x 3L x 1u de la categoría PRODUCTOS DE LIMPIEZA.
LYL-0044,SMIRNOFF (Framb -Manz Verde - Nar. y Lima-Pomelo y Lima-Tamarindo),"Vodka Smirnoff con sabores variados, ideal para cócteles."
LYL-0006,Fiestita de los niños: Manzana Fizz / Ananá Fizz / Frutilla / Multifruta,"Gaseosa sabor manzana, ananá, frutilla y multifruta, formato variado."
LYL-0105,Petaca La Triestina x 200cc - 8 Sabores x 1u,"Petaca La Triestina con 8 sabores, formato de 200cc."
LYL-0156,Crazy Pop - Chupetín ácido Frutilla / Manzana / Naranja / Uva x 20u,"Chupetín ácido en sabores frutilla, manzana, naranja y uva, paquete de 20 unidades."
LYL-0157,Xtreme (Gomitas Ácidas) Berry / Rainbow / Tropical x 12u,"Gomitas ácidas en sabores berry, rainbow y tropical, paquete de 12 unidades."
LYL-0217,Maní Saborizado Bachilitos x 1000g,"Maní Saborizado Bachilitos, formato de 1000g."
LYL-0007,Soda Secco 500cc x 6u,"Soda de la marca Secco, formato 500cc x 6 unidades."
LYL-0008,"Soda Secco 1,5L x 6u","Soda de la marca Secco, formato 1,5L x 6 unidades."
LYL-0009,"Soda Secco 2,25L x 6u","Soda de la marca Secco, formato 2,25L x 6 unidades."
LYL-0010,Soda en Sifón Secco 2L x 6u,"Soda en sifón de la marca Secco, formato 2L x 6 unidades."
LYL-0011,Sporting Isotónica x 500cc x 6u,"Bebida isotónica de la marca Sporting, formato 500cc x 6 unidades."
LYL-0023,Speed Lata 250cc x unidad,"Energizante de la marca Speed, formato lata de 250cc."
LYL-0024,Speed Pack 250cc                                                      x 24u,"Energizante de la marca Speed, pack de 24 latas de 250cc."
LYL-0025,Speed Lata 473cc XL x unidad,"Energizante de la marca Speed, formato lata XL de 473cc."
LYL-0026,Speed Pack 473cc XL                                       x 12u,"Energizante de la marca Speed, pack de 12 latas XL de 473cc."
LYL-0027,Speed ZERO Lata 250cc x unidad,"Energizante de la marca Speed ZERO, formato lata de 250cc."
LYL-0028,Speed ZERO Pack 250cc x 24u,"Energizante de la marca Speed ZERO, pack de 24 latas de 250cc."
LYL-0029,Speed ZERO Lata 473cc XL x unidad,"Energizante de la marca Speed ZERO, formato lata XL de 473cc."
LYL-0030,Speed ZERO Pack 473cc XL x 12u,"Energizante de la marca Speed ZERO, pack de 12 latas XL de 473cc."
LYL-0033,Juguitos para congelar Krosty (25 unidades),"Juguitos para congelar de la marca Krosty, pack de 25 unidades."
LYL-0036,Gancia Americano x 950cc x 1u,"Aperitivo Gancia Americano, formato de 950cc."
LYL-0045,FRIZZÉ Evolution Blue New / Bubble Mood x 1u,"Frizzé Evolution Blue New, espumante refrescante."
LYL-0055,Navarro Correas NATURE x 750cc                                            x 1u,Navarro Correas NATURE espumante de 750cc.
LYL-0096,BARRIL de Chopp santafesino Sauce                                     x 20lts,"Cerveza de la marca Sauce, formato barril de 20 litros."
LYL-0097,BARRIL de Chopp santafesino Sauce                                     x 30lts,"Cerveza de la marca Sauce, formato barril de 30 litros."
LYL-0112,Café al cognac La Triestina x 750cc            x 1u,"Café al cognac La Triestina, formato de 750cc."
LYL-0121,GEORGALOS Full Maní x 900g,"Chocolate con maní de la marca Georgalos, formato de 900g."
LYL-0122,GEORGALOS Full Maní Relleno          x 140g,"Chocolate con maní relleno de la marca Georgalos, formato de 140g."
LYL-0123,GEORGALOS Full Maní Tableta           x 160g,"Chocolate con maní en tableta de la marca Georgalos, formato de 160g."
LYL-0130,MISKY TAZA x 100g x 1u,"Taza de chocolate Misky, formato de 100g."
LYL-0131,Bocadito Fantoche x 20u,"Bocadito de chocolate Fantoche, formato de 20u."
LYL-0132,Bocaditos MARROC x 60u,"Bocaditos de chocolate Marroc, formato de 60u."
LYL-0134,DOS CORAZONES x 26g x 20u,"Chocolate Dos Corazones, formato de 26g."
LYL-0135,Huevitos KINDER x 12u,"Huevitos de chocolate Kinder, formato de 12u."
LYL-0136,Huevitos KINDER x 12u,"Huevitos de chocolate Kinder, formato de 12u."
LYL-0137,PARAGÜITAS FELFORT x 13g x 20u,"Paraguas de chocolate de la marca Felfort, formato de 13g."
LYL-0140,Budín Valenciano x 170g (Vain-C/Chips-Marm.- C/Fr),"Budín valenciano con vainilla y chips, formato de 170g."
LYL-0143,Marshmallows Twist x 30u,Marshmallows twist en presentación de 30 unidades.
LYL-0145,GONGYS x 28g (Nubes - Trenza),"GONGYS de 28g, incluye nubes y trenza."
LYL-0146,Gomitas YUMMY x 30g x 12u,"Gomitas YUMMY en bolsa de 30g, paquete de 12 unidades."
LYL-0147,Pastillitas Bull Dog x 12u,Pastillitas Bull Dog en paquete de 12 unidades.
LYL-0148,MORITAS YUMMY / Huevos Fritos YUMMY x 500g,MORITAS YUMMY en bolsa de 500g.
LYL-0152,MENTITAS La Casa x 12u,MENTITAS La Casa en paquete de 12 unidades.
LYL-0153,Chupetín ventilador x 9u,Chupetín ventilador en paquete de 9 unidades.
LYL-0159,Puppy House (Perritos) / Caty House (Gatitos) x 8u,"Gomitas en forma de perritos y gatitos, paquete de 8 unidades."
LYL-0161,Pizzitas (Gomitas) x 24u x 15g,Gomitas Pizzitas en formato de 24 unidades de 15 gramos.
LYL-0172,Gomitas MISKY FANTASÍA x 1kg x 450u,Gomitas MISKY FANTASÍA en bolsa de 1 kilogramo.
LYL-0173,Gomitas MISKY JELLY ROLL x 1kg x 208u,Gomitas MISKY JELLY ROLL en bolsa de 1 kilogramo.
LYL-0174,Masticables MISKY x 800g x 240u,Masticables MISKY en bolsa de 800 gramos.
LYL-0183,Chupetín Pelotita  Duo Lerithier x 50u,Chupetín pelotita Duo Lerithier en paquete de 50 unidades.
LYL-0184,Chupetín Pelotita  Lerithier x 100u,Chupetín pelotita Lerithier en presentación de 100 unidades.
LYL-0186,Chupetín Fierita masticable c/Tatoo          x 50u,"Chupetín fierita masticable con tatoo, 50 unidades."
LYL-0190,Heladito de merengue con cucurucho           x 10u,"Heladito de merengue con cucurucho, 10 unidades."
LYL-0203,Minitorta Rapsodia – Nevares x 24u,"Minitorta Rapsodia de Nevares, formato de 24 unidades."
LYL-0205,Huevito con sorpresa Toca-Toca x 16u,"Huevito con sorpresa Toca-Toca, formato de 16 unidades."
LYL-0206,Latitas con pastillitas x 24u,"Latitas con pastillitas, formato de 24 unidades."
LYL-0210,Froot Loops Kelloggs x 195g x 1u,"Froot Loops Kelloggs, formato de 195g."
LYL-0218,Puflitos Bachilitos x 1000g,"Puflitos Bachilitos, formato de 1000g."
LYL-0219,Aritos de Pizza Bachilitos x 1000g,"Aritos de Pizza Bachilitos, formato de 1000g."
LYL-0221,Conitos Bachilitos x 800g,"Conitos de la marca Bachilitos, formato de 800g."
LYL-0222,Tutucas Bachilitos x 1000g,"Tutucas de la marca Bachilitos, formato de 1000g."
LYL-0236,Tutuca CRAKET x 150g                              x 1u,"Tutuca CRAKET, formato de 150g."
LYL-0237,Tornaditos CRAKET x 150g x 1u,"Tornaditos CRAKET, formato de 150g."
LYL-0245,VOCACIÓN Clásica x 141g                   x 1u,"Galleta clásica de la marca Vocación, formato de 141g."
LYL-0246,VOCACIÓN Clásica x 384g x 3u,"Galleta clásica de la marca Vocación, formato de 384g."
LYL-0247,VOCACIÓN Acaramelada x 435g x 3u,"Galleta acaramelada de la marca Vocación, formato de 435g."
LYL-0264,Larguita Hojalmar x 150g x1u,"Galletitas Larguita Hojalmar, formato 150g."
LYL-0265,Palmera Hojalmar x 150g x 1u,"Galletitas Palmera Hojalmar, formato 150g."
LYL-0268,Fauna Mauri x 400g x 1u,"Galletitas Fauna Mauri, formato 400g."
LYL-0270,Grisines Italianos Tradic. x 170g x 1u,"Grisines Italianos Tradicionales, formato 170g."
LYL-0271,Grisines Italianos Clásicos x 200g x 1u,"Grisines Italianos Clásicos, formato 200g."
LYL-0272,Grisines Italianos Mix de semillas x 1u,"Grisines Italianos Mix de Semillas, formato individual."
LYL-0273,Grisines Italianos Light x 160g x 1u,"Grisines Italianos Light, formato 160g."
LYL-0276,Chapatitas x 140g x 1u,"Galletitas Chapatitas, formato 140g."
LYL-0279,Tumbitos x 150g                                    x 1u,"Galletitas Tumbitos, formato 150g."
LYL-0292,Malta El Pocillo sin azúcares Doypack x 115g x 1u,"Malta sin azúcares de la marca El Pocillo, formato de 115g."
LYL-0346,Té Taragui Ensobrado 100saq x 2gr                                   x 1u,Té Taragui ensobrado en bolsa de 100 saquitos de 2g.
LYL-0347,Té Taragui s/e F.x 25 x 1u,Té Taragui sin ensamble en bolsa de 25 saquitos.
LYL-0348,Té Taragui s/e F.x 50 x 1u,Té Taragui sin ensamble en bolsa de 50 saquitos.
LYL-0349,Té Taragui s/e F.100 x 1u,Té Taragui sin ensamble en bolsa de 100 saquitos.
LYL-0360,LA GOTITA Poxipol - 2ml x 1u,Adhesivo Poxipol en presentación de 2ml.
LYL-0387,Bolsa Camiseta 45 x 60 x 50u,"Bolsa Camiseta 45 x 60, 50 unidades."
LYL-0388,Bolsas de residuos 45 x 60 x 10u,"Bolsas de residuos 45 x 60, 10 unidades."
LYL-0389,Bolsas de residuos 45 x 60 x 30u,"Bolsas de residuos 45 x 60, 30 unidades."
LYL-0390,Bolsas de residuos 60 x 90 x 10u,"Bolsas de residuos 60 x 90, 10 unidades."
LYL-0391,Bolsas de residuos 80 x 110 x 10u,"Bolsas de residuos 80 x 110, 10 unidades."
LYL-0397,Papel higienico                                      x 4u,"Papel higiénico, formato de 4 unidades."
LYL-0398,Rollo de cocina x 3u,"Rollo de cocina, formato de 3 unidades."
LYL-0401,Pañuelos descartables Candela x 6u,"Pañuelos descartables de la marca Candela, paquete de 6 unidades."
LYL-0402,Encendedores Fuegolandia x 25u,"Encendedores de la marca Fuegolandia, paquete de 25 unidades."
LYL-0403,Encendedores Candela x 25u,"Encendedores de la marca Candela, paquete de 25 unidades."
LYL-0414,Prestobarba Minora Pro                          x 10u,"Prestobarba Minora Pro, paquete de 10 unidades."
LYL-0418,Espirales Selton                                                         x 12u,"Espirales Selton, paquete de 12 unidades."
LYL-0420,Lámpara LED Kian 6W - Fría                          x 1u,"Lámpara LED Kian de 6W, formato individual."
LYL-0421,Lámpara LED Kian 9W- Fría                         x 1u,"Lámpara LED fría de 9W de la marca Kian, formato individual."
