product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
RV-CLASSICA-004,Yerba M. Clas. Export X 1 Kg,6096.76,304,20,1,unidad,Yerba Mate,,,,yerba|mate|yerba mate|yerba m. clas. export x 1 kg|yerba yerba m. clas. export x 1 kg|rei verde yerba m. clas. export x 1 kg|rv-classica-004,0.84999999999999997779553950749686919152736663818359375,0,"Yerba mate clásica, marca Rei Verde, presentación de 1 kg en pack de 3 unidades.",https://placehold.co/600x400?text=Rei+Verde,true,true,Simple
RV-CLASSICA-007,Yerba M. Clas. Export X 5 Kg,28959.06,165,1,1,unidad,Yerba Mate,,,,yerba|mate|yerba mate|yerba m. clas. export x 5 kg|yerba yerba m. clas. export x 5 kg|rei verde yerba m. clas. export x 5 kg|rv-classica-007,0.84999999999999997779553950749686919152736663818359375,0,"Yerba mate clásica exportación, marca Rei Verde, presentación de 5 kg.",https://placehold.co/600x400?text=Rei+Verde,true,true,Simple
RV-TRADICIONAL-001,Yerba M. Tradicional Export X 500 Gr.,3632.42,484,20,1,unidad,Yerba Mate,,,,yerba|mate|yerba mate|yerba m. tradicional export x 500 gr.|yerba yerba m. tradicional export x 500 gr.|rei verde yerba m. tradicional export x 500 gr.|rv-tradicional-001,0.84999999999999997779553950749686919152736663818359375,0,"Yerba mate tradicional, marca Rei Verde, presentación de 500 gramos.",https://placehold.co/600x400?text=Rei+Verde,true,true,Simple
RV-TRADICIONAL-004,Yerba M. Tradicional Export X 1 Kg,6918.21,534,20,1,unidad,Yerba Mate,,,,yerba|mate|yerba mate|yerba m. tradicional export x 1 kg|yerba yerba m. tradicional export x 1 kg|rei verde yerba m. tradicional export x 1 kg|rv-tradicional-004,0.84999999999999997779553950749686919152736663818359375,0,"Yerba mate tradicional, marca Rei Verde, presentación de 1 kg.",https://placehold.co/600x400?text=Rei+Verde,true,true,Simple
RV-TRADICIONAL-007,Yerba M. Tradicional Export X 3 Kg,20235.23,572,6,1,unidad,Yerba Mate,,,,yerba|mate|yerba mate|yerba m. tradicional export x 3 kg|yerba yerba m. tradicional export x 3 kg|rei verde yerba m. tradicional export x 3 kg|rv-tradicional-007,0.84999999999999997779553950749686919152736663818359375,0,"Yerba mate tradicional, marca Rei Verde, presentación de 3 kg.",https://placehold.co/600x400?text=Rei+Verde,true,true,Simple
RV-PREMIUM-001,Yerba M. Premiun Export X 500 Gr.,4505.14,468,20,1,unidad,Yerba Mate,,,,yerba|mate|yerba mate|yerba m. premiun export x 500 gr.|yerba yerba m. premiun export x 500 gr.|rei verde yerba m. premiun export x 500 gr.|rv-premium-001,0.84999999999999997779553950749686919152736663818359375,0,"Yerba mate premium en bolsa de 500 gramos, marca Rei Verde.",https://placehold.co/600x400?text=Rei+Verde,true,true,Simple
RV-PREMIUM-004,Yerba M. Premiun Export X 1 Kg,8247.9,218,20,1,unidad,Yerba Mate,,,,yerba|mate|yerba mate|yerba m. premiun export x 1 kg|yerba yerba m. premiun export x 1 kg|rei verde yerba m. premiun export x 1 kg|rv-premium-004,0.84999999999999997779553950749686919152736663818359375,0,"Yerba mate premium export, marca Rei Verde, presentación de 1 kg.",https://placehold.co/600x400?text=Rei+Verde,true,true,Simple
RV-PREMIUM-007,Yerba M. Premiun Ed. Limitada X 1 Kg,8247.9,336,20,1,unidad,Yerba Mate,,,,yerba|mate|yerba mate|yerba m. premiun ed. limitada x 1 kg|yerba yerba m. premiun ed. limitada x 1 kg|rei verde yerba m. premiun ed. limitada x 1 kg|rv-premium-007,0.84999999999999997779553950749686919152736663818359375,0,"Yerba mate premium con sabor ahumado y cremoso, marca Rei Verde, bolsa de 1 kg.",https://placehold.co/600x400?text=Rei+Verde,true,true,Simple
RV-PADRON-004,Yerba M. Padron Arg. Export C/ Palo X 1 Kg,5812.54,325,20,1,unidad,Yerba Mate,,,,yerba|mate|yerba mate|yerba m. padron arg. export c/ palo x 1 kg|yerba yerba m. padron arg. export c/ palo x 1 kg|rei verde yerba m. padron arg. export c/ palo x 1 kg|rv-padron-004,0.84999999999999997779553950749686919152736663818359375,0,"Yerba mate con palo, marca Padron Argentino, formato 1 kg.",https://placehold.co/600x400?text=Rei+Verde,true,true,Simple
RV-PADRON-001,Yerba M. Padron Arg. C/ Palo X 500 Gr.,3065.1,471,20,1,unidad,Yerba Mate,,,,yerba|mate|yerba con palo|yerba m. padron arg. c/ palo x 500 gr.|yerba yerba m. padron arg. c/ palo x 500 gr.|rei verde yerba m. padron arg. c/ palo x 500 gr.|rv-padron-001,0.84999999999999997779553950749686919152736663818359375,0,"Yerba mate con palo, marca Padrón, presentación de 500 gramos.",https://placehold.co/600x400?text=Rei+Verde,true,true,Simple
