numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
1,Dulces y Salados,Dulces y Salados,5493587905250,2,1,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.403877,-64.207619,true
2,La Golosina Feliz,La Golosina Feliz,5493582641213,3,2,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.403916,-64.201722,true
3,Alimentos del Barrio,Alimentos del Barrio,5492991227644,4,3,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.403723,-64.207834,true
4,Sabor a Casa,Sabor a Casa,5493418277249,1,4,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.406481,-64.204207,true
5,Dulce Tentación,Dulce Tentación,5493587747641,2,5,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.406717,-64.20482,true
6,El Rincón de la Golosina,El Rincón de la Golosina,5492614053074,3,6,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.407479,-64.198659,true
7,Golosinas y Snacks,Golosinas y Snacks,5493514079279,4,7,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.406859,-64.199398,true
8,Almacén La Amistad,Almacén La Amistad,5493876914178,1,8,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.408224,-64.206134,true
9,La Esquina Dulce,La Esquina Dulce,5492617175545,2,9,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.403131,-64.200415,true
10,Surtido Argentino,Surtido Argentino,5493818437953,3,10,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.407646,-64.18595,true
11,El Paraíso de las Golosinas,El Paraíso de las Golosinas,5493582132179,4,11,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.401908,-64.181339,true
12,Dulces y Más,Dulces y Más,5493872845902,1,12,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.408108,-64.178427,true
13,La Dulcería de Córdoba,La Dulcería de Córdoba,5492997670210,2,13,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.404385,-64.187101,true
14,Alimentos y Golosinas,Alimentos y Golosinas,5493811657614,3,14,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.407677,-64.183675,true
15,El Mercado de la Golosina,El Mercado de la Golosina,5492994145193,4,15,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.409151,-64.178972,true
16,Tentaciones del Sabor,Tentaciones del Sabor,5493515971311,1,16,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.404049,-64.187543,true
17,La Tienda de los Dulces,La Tienda de los Dulces,5492994228106,2,17,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.40712,-64.185092,true
18,Dulces y Delicias,Dulces y Delicias,5492998718887,3,18,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.405068,-64.180601,true
19,El Surtido Cordobés,El Surtido Cordobés,5492995028869,4,19,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.402439,-64.167488,true
20,La Casa de la Golosina,La Casa de la Golosina,5493517304254,1,20,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.402148,-64.162246,true
21,Dulce y Salado,Dulce y Salado,5493416986538,2,21,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.409752,-64.164743,true
