product_code,nombre,descripcion
429,CROISSANT,Producto congelado Valaice: CROISSANT. Formato comercial: 40 un/bulto. Precios finales con IVA incluido.
422-MIX,FACTURA MIXTA,Producto congelado Valaice: FACTURA MIXTA. Formato comercial: 108 un/bulto. Precios finales con IVA incluido.
426,FACTURA RECTANGULAR CRUDA CONGELADA,Producto congelado Valaice: FACTURA RECTANGULAR CRUDA CONGELADA. Formato comercial: 180 un/bulto. Precios finales con IVA incluido.
423,CRIOLLO DE HOJALDRE x 11kg*,Producto congelado Valaice: CRIOLLO DE HOJALDRE x 11kg*. Formato comercial: 200 un/bulto. Precios finales con IVA incluido.
424,CRIOLLO COMÚN HEXAGONAL x 11kg*,Producto congelado Valaice: CRIOLLO COMÚN HEXAGONAL x 11kg*. Formato comercial: 220 un/bulto. Precios finales con IVA incluido.
425,TORTILLA TUCUMANA x 7.8kg*,Producto congelado Valaice: TORTILLA TUCUMANA x 7.8kg*. Formato comercial: 120 un/bulto. Precios finales con IVA incluido.
430,CHIPACA DE GRASA x 5kg*,Producto congelado Valaice: CHIPACA DE GRASA x 5kg*. Formato comercial: 100 un/bulto. Precios finales con IVA incluido.
449,CRIOLLO COMÚN CON CHICHARRÓN x 11kg,Producto congelado Valaice: CRIOLLO COMÚN CON CHICHARRÓN x 11kg. Formato comercial: 220 un/bulto. Precios finales con IVA incluido.
448,HOJALDRITOS ESPECIALES x 5kg,Producto congelado Valaice: HOJALDRITOS ESPECIALES x 5kg. Formato comercial: 250 un/bulto. Precios finales con IVA incluido.
427,CHIPÁ x 5kg*,Producto congelado Valaice: CHIPÁ x 5kg*. Formato comercial: 250 un/bulto. Precios finales con IVA incluido.
421,MEDIALUNA CON MANTECA,Producto congelado Valaice: MEDIALUNA CON MANTECA. Formato comercial: 168 un/bulto. Precios finales con IVA incluido.
422,MEDIALUNA C/ MANTECA SALADA,Producto congelado Valaice: MEDIALUNA C/ MANTECA SALADA. Formato comercial: 168 un/bulto. Precios finales con IVA incluido.
435,PAN MIGNON CRUDO CONGELADO x 14kg*,Producto congelado Valaice: PAN MIGNON CRUDO CONGELADO x 14kg*. Formato comercial: 55 un/bulto. Precios finales con IVA incluido.
440,PAN BAGUETTE CRUDO CONGELADO x 7kg*,Producto congelado Valaice: PAN BAGUETTE CRUDO CONGELADO x 7kg*. Formato comercial: 55 un/bulto. Precios finales con IVA incluido.
441,PAN TREBOLÍN CRUDO CONGELADO x 7kg*,Producto congelado Valaice: PAN TREBOLÍN CRUDO CONGELADO x 7kg*. Formato comercial: 175 un/bulto. Precios finales con IVA incluido.
442,BAGUETTE SALVADO CRUDO CONGELADO x 7kg*,Producto congelado Valaice: BAGUETTE SALVADO CRUDO CONGELADO x 7kg*. Formato comercial: 55 un/bulto. Precios finales con IVA incluido.
443,TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*,Producto congelado Valaice: TREBOLÍN SALVADO CRUDO CONGELADO x 7kg*. Formato comercial: 175 un/bulto. Precios finales con IVA incluido.
415,PAN MIGNON PRECOCIDO X 18un.,Producto congelado Valaice: PAN MIGNON PRECOCIDO X 18un.. Formato comercial: 18 un/bulto. Precios finales con IVA incluido.
428,PAN BAGUETTE PRECOCIDO x 30un.,Producto congelado Valaice: PAN BAGUETTE PRECOCIDO x 30un.. Formato comercial: 30 un/bulto. Precios finales con IVA incluido.
436,PAN TREBOLIN PRECOCIDO x3kg,Producto congelado Valaice: PAN TREBOLIN PRECOCIDO x3kg. Formato comercial: 1 un/bulto. Precios finales con IVA incluido.
433,PAN TREBOLIN SALVADO PRECOCIDO x3kg,Producto congelado Valaice: PAN TREBOLIN SALVADO PRECOCIDO x3kg. Formato comercial: 1 un/bulto. Precios finales con IVA incluido.
