pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00001,25001,5493587905250,Almacén La Esquina,2026-03-01 08:00:00,confirmado,1610.00,Pedido historico mock - Almacén La Esquina,true,false,2
P-00002,25001,5493587905250,Almacén La Esquina,2026-03-18 09:19:07,entregado,60615.35,Pedido historico mock - Almacén La Esquina,true,false,2
P-00003,25002,5493582641213,Kiosco El Rincón,2026-03-08 11:11:23,entregado,20520.00,Pedido historico mock - Kiosco El Rincón,true,false,3
P-00004,25002,5493582641213,Kiosco El Rincón,2026-03-25 12:30:30,facturado,5022.00,Pedido historico mock - Kiosco El Rincón,true,false,3
P-00005,25003,5492991227644,Distribuidora La Familia,2026-03-15 14:22:46,facturado,30863.50,Pedido historico mock - Distribuidora La Familia,true,false,4
P-00006,25003,5492991227644,Distribuidora La Familia,2026-04-01 15:41:53,confirmado,9803.90,Pedido historico mock - Distribuidora La Familia,true,false,4
P-00007,25004,5493418277249,Panadería El Buen Pan,2026-03-22 17:33:09,confirmado,16776.00,Pedido historico mock - Panadería El Buen Pan,true,false,1
P-00008,25004,5493418277249,Panadería El Buen Pan,2026-04-08 08:52:16,entregado,81480.00,Pedido historico mock - Panadería El Buen Pan,true,false,1
P-00009,25005,5493587747641,Golosinas y Snacks El Sabor,2026-03-29 10:44:32,entregado,1656.00,Pedido historico mock - Golosinas y Snacks El Sabor,true,false,2
P-00010,25005,5493587747641,Golosinas y Snacks El Sabor,2026-04-15 11:03:39,facturado,4416.00,Pedido historico mock - Golosinas y Snacks El Sabor,true,false,2
P-00011,25006,5492614053074,Cigarrillos y Más,2026-04-05 13:55:55,facturado,2880.00,Pedido historico mock - Cigarrillos y Más,true,false,3
P-00012,25006,5492614053074,Cigarrillos y Más,2026-04-22 14:14:02,confirmado,14175.00,Pedido historico mock - Cigarrillos y Más,true,false,3
P-00013,25007,5493514079279,Limpieza Total,2026-04-12 16:06:18,confirmado,64030.50,Pedido historico mock - Limpieza Total,true,false,4
P-00014,25007,5493514079279,Limpieza Total,2026-04-29 17:25:25,entregado,26921.20,Pedido historico mock - Limpieza Total,true,false,4
P-00015,25008,5493876914178,Almacén del Barrio,2026-04-19 09:17:41,entregado,16025.00,Pedido historico mock - Almacén del Barrio,true,false,1
P-00016,25008,5493876914178,Almacén del Barrio,2026-05-06 10:36:48,facturado,62430.00,Pedido historico mock - Almacén del Barrio,true,false,1
P-00017,25009,5492617175545,Kiosco La Amistad,2026-04-26 12:28:04,facturado,12121.00,Pedido historico mock - Kiosco La Amistad,true,false,2
P-00018,25009,5492617175545,Kiosco La Amistad,2026-05-13 13:47:11,confirmado,7291.00,Pedido historico mock - Kiosco La Amistad,true,false,2
P-00019,25010,5493818437953,Bebidas y Alimentos,2026-05-03 15:39:27,confirmado,11844.00,Pedido historico mock - Bebidas y Alimentos,true,false,3
P-00020,25010,5493818437953,Bebidas y Alimentos,2026-05-20 16:58:34,entregado,25560.00,Pedido historico mock - Bebidas y Alimentos,true,false,3
P-00021,25011,5493582132179,Distribuidora El Sol,2026-05-10 08:50:50,entregado,2371.50,Pedido historico mock - Distribuidora El Sol,true,false,4
P-00022,25011,5493582132179,Distribuidora El Sol,2026-05-27 09:09:57,facturado,12886.00,Pedido historico mock - Distribuidora El Sol,true,false,4
P-00023,25012,5493872845902,Panadería La Tradición,2026-05-17 11:01:13,facturado,23655.00,Pedido historico mock - Panadería La Tradición,true,false,1
P-00024,25012,5493872845902,Panadería La Tradición,2026-03-03 12:20:20,confirmado,16350.00,Pedido historico mock - Panadería La Tradición,true,false,1
