product_code,precio_unidad,is_mock
110,6426.00,true
10,9988.15,true
705,12367.29,true
10271,8171.73,true
271,1938.51,true
108,23375.65,true
649,2830.87,true
650,937.24,true
10650,1783.47,true
11650,3463.13,true
433,5556.35,true
10433,5591.69,true
430,5434.25,true
11433,5556.35,true
431,5504.94,true
432,5469.60,true
5,11704.74,true
1005,12370.05,true
657,1003.42,true
10657,1499.04,true
661,2123.16,true
656,1075.22,true
10656,1667.67,true
11656,2508.64,true
655,2806.83,true
652,1969.99,true
658,967.36,true
10658,1922.86,true
11658,2994.80,true
11657,2491.89,true
653,694.88,true
10653,1378.14,true
11653,2097.61,true
1013,772.19,true
6,29782.37,true
7,29076.58,true
8,26068.14,true
17,22323.92,true
1003,12434.31,true
3,9473.00,true
442,7829.01,true
441,7489.50,true
10218,9098.15,true
218,14869.76,true
48,46199.27,true
443,8493.03,true
4,29623.86,true
106,8900.01,true
2,7850.43,true
228,3352.23,true
685,2303.71,true
10685,4270.93,true
355,2008.97,true
11355,15221.21,true
10355,3541.04,true
10358,1677.05,true
12358,14317.02,true
358,659.49,true
10360,2071.90,true
10359,2071.90,true
20360,2071.90,true
10361,2071.90,true
356,675.08,true
10356,1225.78,true
13356,14762.99,true
11356,2120.21,true
12356,4414.42,true
357,1395.01,true
10357,2161.55,true
215,492.86,true
11215,11138.65,true
10215,1219.10,true
11213,7584.47,true
10213,852.07,true
213,396.30,true
210,1237.62,true
10354,1199.45,true
12354,11582.69,true
354,606.52,true
910,292.85,true
10910,4558.50,true
353,3253.70,true
911,332.89,true
663,2748.93,true
446,5395.70,true
100,4563.53,true
936,324.50,true
922,418.95,true
10102,4530.33,true
923,380.04,true
494,2685.00,true
941,561.36,true
468,13798.11,true
96,15555.00,true
926,541.85,true
927,639.32,true
445,6594.15,true
928,302.62,true
900,1922.70,true
14,1771.42,true
1014,1392.58,true
1114,1487.29,true
1214,1487.29,true
1314,1462.74,true
1514,1579.67,true
1414,1371.53,true
725,22117.57,true
18,28900.00,true
1614,1882.05,true
2084,15300.00,true
10175,31875.00,true
10246,17000.00,true
10727,29410.00,true
932,1285.16,true
10932,1285.16,true
11932,1285.16,true
912,542.16,true
845,3935.87,true
844,2127.47,true
699,2566.94,true
447,5965.47,true
450,4617.41,true
677,1227.53,true
10677,1534.40,true
10669,1534.40,true
938,285.65,true
668,1227.53,true
10668,1534.40,true
669,1227.53,true
219,2111.91,true
764,22891.52,true
937,802.56,true
930,412.97,true
913,323.85,true
943,411.61,true
10943,537.16,true
11943,515.73,true
12943,472.81,true
13943,566.04,true
1036,42593.44,true
1131,26561.51,true
23,5348.45,true
37,1542.29,true
32,21954.49,true
33,2019.90,true
35,3463.53,true
31,1527.25,true
1031,2565.68,true
1037,1558.33,true
1136,74726.85,true
34,24701.66,true
30,1882.24,true
1130,15979.12,true
1230,2959.70,true
1030,1882.24,true
89,2610.70,true
1142,12791.63,true
1138,12791.63,true
1042,9641.17,true
333,1523.75,true
332,1522.26,true
39,11538.15,true
1038,9230.02,true
41,11076.62,true
339,1271.40,true
338,1211.19,true
1124,30273.60,true
24,10699.80,true
1024,16636.20,true
43,4256.48,true
301,34377.53,true
44,1114.29,true
311,11615.00,true
46,1711.55,true
45,18687.95,true
1043,4335.31,true
10301,35014.16,true
10311,11830.06,true
1046,1743.24,true
1045,19034.02,true
50,15295.53,true
1047,10940.16,true
337,1244.25,true
1147,13756.27,true
331,2042.90,true
127,4416.80,true
207,1328.91,true
9,722.59,true
434,3867.38,true
435,5730.92,true
436,4310.77,true
437,5182.57,true
438,3875.95,true
439,5356.07,true
939,996.88,true
243,6035.00,true
721,5695.00,true
848,1861.58,true
489,5478.16,true
56,478.72,true
54,616.20,true
16,761.42,true
1016,761.42,true
191,344.55,true
10191,344.55,true
1416,761.42,true
1216,761.42,true
1116,761.42,true
1316,761.42,true
1178,2271.91,true
208,5153.58,true
209,2728.30,true
1078,4291.39,true
78,2145.70,true
10296,957.52,true
11296,957.52,true
296,957.52,true
448,6758.01,true
484,18941.09,true
10484,16339.18,true
275,7395.00,true
62,12240.00,true
63,8755.00,true
67,23575.95,true
66,16636.68,true
65,23630.00,true
64,35360.00,true
260,14450.00,true
694,1105.48,true
693,1894.10,true
350,1619.50,true
775,21302.19,true
366,10357.57,true
10366,10357.57,true
11367,13792.15,true
11366,10357.57,true
15381,2150.62,true
381,2150.62,true
13381,2150.62,true
12381,2150.62,true
11381,2150.62,true
10381,2150.62,true
16381,2150.62,true
373,1708.95,true
375,1708.95,true
369,1708.95,true
377,1708.95,true
379,1708.95,true
368,1708.95,true
378,2200.83,true
370,1708.95,true
374,1708.95,true
372,1708.95,true
376,1708.95,true
371,1708.95,true
942,595.49,true
167,6205.00,true
1168,1749.94,true
11340,177416.26,true
340,3470.77,true
10340,6941.53,true
1068,1309.00,true
68,1309.00,true
1172,3378.75,true
79,645.77,true
74,562.78,true
1072,533.48,true
72,876.67,true
77,3346.88,true
1075,17935.00,true
75,14705.00,true
76,15470.00,true
380,1689.94,true
10380,2886.13,true
500,3876.00,true
10500,3876.00,true
12500,3876.00,true
11500,3876.00,true
13500,3876.00,true
14500,3672.00,true
15500,3672.00,true
83,1347.79,true
1183,28846.96,true
1083,2591.86,true
84,986.64,true
1184,18700.00,true
1084,1530.00,true
81,1654.39,true
85,3181.51,true
117,1205.35,true
20117,11785.88,true
220,28341.27,true
118,2338.43,true
10220,54457.10,true
121,5958.27,true
268,1885.55,true
86,5507.62,true
88,2510.29,true
469,18661.14,true
97,20910.00,true
12212,10478.44,true
214,461.12,true
10214,835.01,true
15,7133.88,true
10273,870.03,true
11273,866.33,true
273,870.03,true
13132,2436.11,true
16132,1906.39,true
11132,1906.39,true
10132,1906.39,true
132,1906.39,true
15132,3027.70,true
14132,2436.11,true
12132,2436.11,true
17132,1906.39,true
18132,1906.39,true
14109,1206.88,true
12109,1206.88,true
109,1206.88,true
15109,1500.43,true
11109,1500.43,true
10109,1206.88,true
13109,1206.88,true
16109,1206.88,true
1690,2284.27,true
1790,3765.59,true
1990,3171.61,true
19132,3286.91,true
2090,2393.04,true
1890,2393.04,true
1190,1731.39,true
1090,1731.39,true
90,1731.39,true
1390,2214.51,true
1290,2214.51,true
1490,1731.39,true
1590,1731.39,true
2190,1731.39,true
20132,11979.71,true
160,14641.62,true
25,6205.00,true
720,5160.76,true
467,8415.00,true
98,9265.00,true
245,6359.61,true
99,6205.00,true
760,11151.99,true
314,3560.29,true
12760,2250.51,true
104,28940.46,true
105,50524.79,true
10325,1214.22,true
914,1051.42,true
915,803.14,true
849,1861.58,true
194,22099.86,true
916,355.80,true
10916,4580.20,true
103,3485.00,true
111,6630.00,true
241,4105.23,true
113,7990.00,true
10113,7990.00,true
731,8392.92,true
460,6069.00,true
114,5440.00,true
280,1768.18,true
10290,1870.61,true
12290,8886.24,true
11290,2599.22,true
290,1666.17,true
278,1594.31,true
10278,2678.04,true
288,2214.30,true
291,1505.93,true
286,2044.84,true
284,1031.55,true
283,1031.55,true
282,1532.99,true
10282,2575.04,true
