product_code,nombre,precio_lista_1,stock,unidades_por_bulto,unidad_minima_de_venta,umv_tipo,categoria_1,categoria_2,categoria_3,categoria_4,aliases,rotacion_index,mental_priority,descripcion,image_url,en_catalogo,is_mock,fuente_hoja
BEL-QUE-001,Azul Sancarlina,13884.00,201,1,unidad,unidad,Quesos,Quesos azules,Azul,Sancarlina,Azul Sancarlina|BEL-QUE-001|Sancarlina|Sancarlina Azul|Azul,0.39,0.2,"Queso azul Sancarlina, pasta azul, marca Sancarlina.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-002,Cheddar Barra Spalen,8550.00,348,1,unidad,unidad,Quesos,Quesos semiduros,Cheddar,Spalen,Cheddar Barra Spalen|BEL-QUE-002|Spalen|Spalen Cheddar|Cheddar,0.69,0.5,"Queso cheddar en barra, marca Spalen.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-003,Cheddar en Fetas,33075.00,323,1,unidad,unidad,Quesos,Quesos semiduros,Cheddar,Fetas,Cheddar en Fetas|BEL-QUE-003|Cheddar,0.64,0.5,"Queso cheddar en fetas, presentación lista para uso.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-004,Cheddar Pouch La Paulina,28440.00,446,1,unidad,unidad,Quesos,Quesos semiduros,Cheddar,La Paulina,Cheddar Pouch La Paulina|BEL-QUE-004|La Paulina|La Paulina Cheddar|Cheddar,0.89,1.0,"Queso cheddar en pouch, marca La Paulina.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-005,Cheddar Pouch Spalen,16111.20,304,1,unidad,unidad,Quesos,Quesos semiduros,Cheddar,Spalen,Cheddar Pouch Spalen|BEL-QUE-005|Spalen|Spalen Cheddar|Cheddar,0.6,0.5,"Queso cheddar en pouch, marca Spalen.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-006,Cremoso La Paulina,8364.00,402,1,unidad,unidad,Quesos,Quesos blandos,Cremoso,La Paulina,Cremoso La Paulina|BEL-QUE-006|La Paulina|La Paulina Cremoso|Cremoso,0.8,1.0,"Queso cremoso, marca La Paulina.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-007,Gruyere Oro,29604.00,157,1,unidad,unidad,Quesos,Quesos semiduros,Gruyere,Oro,Gruyere Oro|BEL-QUE-007|Oro|Oro Gruyere|Gruyere,0.3,0.2,"Queso gruyere semiduro, marca Oro.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-008,Muzzarella Unión,8760.00,421,1,unidad,unidad,Quesos,Quesos semiduros,Muzzarella,Unión,Muzzarella Unión|BEL-QUE-008|Unión|Unión Muzzarella|Muzzarella,0.84,1.0,"Queso muzzarella, marca Unión.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-009,Pategrás Unión,10200.00,377,1,unidad,unidad,Quesos,Quesos semiduros,Pategrás,Unión,Pategrás Unión|BEL-QUE-009|Unión|Unión Pategrás|Pategrás,0.75,1.0,"Queso pategrás, marca Unión.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-010,Queso Crema La Paulina,30266.40,441,1,unidad,unidad,Quesos,Quesos blandos,Queso crema,La Paulina,Queso Crema La Paulina|BEL-QUE-010|La Paulina|La Paulina Queso crema|Queso crema,0.88,1.0,"Queso crema untable, marca La Paulina.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-011,Romano Unión,9840.00,421,1,unidad,unidad,Quesos,Quesos duros,Romano,Unión,Romano Unión|BEL-QUE-011|Unión|Unión Romano|Romano,0.84,1.0,"Queso romano de pasta dura, marca Unión.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
BEL-QUE-012,Sardo Oro,15000.00,304,1,unidad,unidad,Quesos,Quesos duros,Sardo,Oro,Sardo Oro|BEL-QUE-012|Oro|Oro Sardo|Sardo,0.6,0.5,"Queso sardo de pasta dura, marca Oro.",https://images.unsplash.com/photo-1486297678162-eb2a19b0a32d?w=400,true,true,Distribuidora Beltran
