numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
1,Almacén Don Roque,Almacén Don Roque,5493587905250,2,1,lunes,martes,"Zona ZONA NOROESTE - Villa del Parque - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,0,-31.411287,-64.521999,true
2,Despensa La Costanera,Despensa La Costanera,5493582641213,3,2,lunes,martes,"Zona ZONA NOROESTE - Villa del Parque - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,0,-31.411326,-64.516102,true
3,Fiambrería El Pinar,Fiambrería El Pinar,5492991227644,4,3,lunes,martes,"Zona ZONA NOROESTE - Villa del Parque - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,0,-31.411133,-64.522214,true
4,Minimarket Punilla,Minimarket Punilla,5493418277249,1,4,lunes,martes,"Zona ZONA NOROESTE - Villa del Parque - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,0,-31.413891,-64.518587,true
5,Autoservicio Sol y Lago,Autoservicio Sol y Lago,5493587747641,2,5,lunes,martes,"Zona ZONA NOROESTE - Villa del Parque - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,0,-31.414127,-64.5192,true
6,Proveeduría Villa del Parque,Proveeduría Villa del Parque,5492614053074,3,6,lunes,martes,"Zona ZONA NOROESTE - Villa del Parque - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,0,-31.414889,-64.513039,true
7,Almacén Los Olivos,Almacén Los Olivos,5493514079279,4,7,lunes,martes,"Zona ZONA NOROESTE - Villa del Parque - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,0,-31.414269,-64.513778,true
8,Rotisería Costa Azul,Rotisería Costa Azul,5493876914178,1,8,lunes,martes,"Zona ZONA NOROESTE - Villa del Parque - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,0,-31.415634,-64.520514,true
9,Despensa San Martín,Despensa San Martín,5492617175545,2,9,lunes,martes,"Zona ZONA NOROESTE - Villa del Parque - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,0,-31.410541,-64.514795,true
10,Fiambrería Belén,Fiambrería Belén,5493818437953,3,10,martes,miercoles,"Zona ZONA NORTE - Costa Azul - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,1,-31.415056,-64.50033,true
11,Minimarket Las Acacias,Minimarket Las Acacias,5493582132179,4,11,martes,miercoles,"Zona ZONA NORTE - Costa Azul - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,1,-31.409318,-64.495719,true
12,Almacén El Embalse,Almacén El Embalse,5493872845902,1,12,martes,miercoles,"Zona ZONA NORTE - Costa Azul - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,1,-31.415518,-64.492807,true
13,Autoservicio Arredondo,Autoservicio Arredondo,5492997670210,2,13,martes,miercoles,"Zona ZONA NORTE - Costa Azul - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,1,-31.411795,-64.501481,true
14,Proveeduría Síquiman,Proveeduría Síquiman,5493811657614,3,14,martes,miercoles,"Zona ZONA NORTE - Costa Azul - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,1,-31.415087,-64.498055,true
15,Despensa Estancia Vieja,Despensa Estancia Vieja,5492994145193,4,15,martes,miercoles,"Zona ZONA NORTE - Costa Azul - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,1,-31.416561,-64.493352,true
16,Fiambrería La Paulina Express,Fiambrería La Paulina Express,5493515971311,1,16,martes,miercoles,"Zona ZONA NORTE - Costa Azul - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,1,-31.411459,-64.501923,true
17,Almacén Doña Rosa,Almacén Doña Rosa,5492994228106,2,17,martes,miercoles,"Zona ZONA NORTE - Costa Azul - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,1,-31.41453,-64.499472,true
18,Minimarket Valle Norte,Minimarket Valle Norte,5492998718887,3,18,martes,miercoles,"Zona ZONA NORTE - Costa Azul - Villa Carlos Paz, Córdoba, Argentina",Lucía Ferreyra,0,1,-31.412478,-64.494981,true
19,Rotisería El Puente,Rotisería El Puente,5492995028869,4,19,miercoles,jueves,"Zona ZONA NORESTE - Sol y Río - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,2,-31.409849,-64.481868,true
20,Autoservicio Lago San Roque,Autoservicio Lago San Roque,5493517304254,1,20,miercoles,jueves,"Zona ZONA NORESTE - Sol y Río - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,2,-31.409558,-64.476626,true
21,Despensa Centro VCP,Despensa Centro VCP,5493416986538,2,21,miercoles,jueves,"Zona ZONA NORESTE - Sol y Río - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,2,-31.417162,-64.479123,true
22,Fiambrería El Quesero,Fiambrería El Quesero,5492619239862,3,22,miercoles,jueves,"Zona ZONA NORESTE - Sol y Río - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,2,-31.415992,-64.478092,true
23,Almacén Tres Esquinas,Almacén Tres Esquinas,5493513952681,4,23,miercoles,jueves,"Zona ZONA NORESTE - Sol y Río - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,2,-31.410961,-64.480758,true
24,Proveeduría Mayu Sumaj,Proveeduría Mayu Sumaj,5493414799650,1,24,miercoles,jueves,"Zona ZONA NORESTE - Sol y Río - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,2,-31.415296,-64.478901,true
25,Minimarket Cuesta Blanca,Minimarket Cuesta Blanca,5492992500733,2,25,miercoles,jueves,"Zona ZONA NORESTE - Sol y Río - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,2,-31.412572,-64.475186,true
26,Autoservicio Bialet,Autoservicio Bialet,5492615139305,3,26,miercoles,jueves,"Zona ZONA NORESTE - Sol y Río - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,2,-31.415758,-64.477937,true
27,Despensa Villa Parque,Despensa Villa Parque,5492618861463,4,27,jueves,viernes,"Zona ZONA SUROESTE - San Antonio de Arredondo - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,3,-31.435882,-64.515721,true
28,Fiambrería Natural Pig,Fiambrería Natural Pig,5493812941974,1,28,jueves,viernes,"Zona ZONA SUROESTE - San Antonio de Arredondo - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,3,-31.435493,-64.518877,true
29,Almacén La Esquina,Almacén La Esquina,5493817404433,2,29,jueves,viernes,"Zona ZONA SUROESTE - San Antonio de Arredondo - Villa Carlos Paz, Córdoba, Argentina",Martín Godoy,1,3,-31.430733,-64.517818,true
