pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00001,25001,5493587905250,Almacén Don Roque,2026-03-01 08:00:00,confirmado,31476.00,Pedido historico mock - Almacén Don Roque,true,false,2
P-00002,25001,5493587905250,Almacén Don Roque,2026-03-18 09:19:07,entregado,121248.00,Pedido historico mock - Almacén Don Roque,true,false,2
P-00003,25001,5493587905250,Almacén Don Roque,2026-04-04 10:38:14,facturado,67303.20,Pedido historico mock - Almacén Don Roque,true,false,2
P-00004,25002,5493582641213,Despensa La Costanera,2026-03-08 11:11:23,entregado,149592.00,Pedido historico mock - Despensa La Costanera,true,false,3
P-00005,25002,5493582641213,Despensa La Costanera,2026-03-25 12:30:30,facturado,9024.00,Pedido historico mock - Despensa La Costanera,true,false,3
P-00006,25002,5493582641213,Despensa La Costanera,2026-04-11 13:49:37,confirmado,238300.80,Pedido historico mock - Despensa La Costanera,true,false,3
P-00007,25003,5492991227644,Fiambrería El Pinar,2026-03-15 14:22:46,facturado,41760.00,Pedido historico mock - Fiambrería El Pinar,true,false,4
P-00008,25003,5492991227644,Fiambrería El Pinar,2026-04-01 15:41:53,confirmado,29604.00,Pedido historico mock - Fiambrería El Pinar,true,false,4
P-00009,25003,5492991227644,Fiambrería El Pinar,2026-04-18 16:00:00,entregado,184362.00,Pedido historico mock - Fiambrería El Pinar,true,false,4
P-00010,25004,5493418277249,Minimarket Punilla,2026-03-22 17:33:09,confirmado,76711.20,Pedido historico mock - Minimarket Punilla,true,false,1
P-00011,25004,5493418277249,Minimarket Punilla,2026-04-08 08:52:16,entregado,147963.60,Pedido historico mock - Minimarket Punilla,true,false,1
P-00012,25004,5493418277249,Minimarket Punilla,2026-04-25 09:11:23,facturado,145890.00,Pedido historico mock - Minimarket Punilla,true,false,1
P-00013,25005,5493587747641,Autoservicio Sol y Lago,2026-03-29 10:44:32,entregado,108744.00,Pedido historico mock - Autoservicio Sol y Lago,true,false,2
P-00014,25005,5493587747641,Autoservicio Sol y Lago,2026-04-15 11:03:39,facturado,170220.00,Pedido historico mock - Autoservicio Sol y Lago,true,false,2
P-00015,25005,5493587747641,Autoservicio Sol y Lago,2026-05-02 12:22:46,confirmado,99195.00,Pedido historico mock - Autoservicio Sol y Lago,true,false,2
P-00016,25006,5492614053074,Proveeduría Villa del Parque,2026-04-05 13:55:55,facturado,279525.00,Pedido historico mock - Proveeduría Villa del Parque,true,false,3
P-00017,25006,5492614053074,Proveeduría Villa del Parque,2026-04-22 14:14:02,confirmado,79950.00,Pedido historico mock - Proveeduría Villa del Parque,true,false,3
P-00018,25006,5492614053074,Proveeduría Villa del Parque,2026-05-09 15:33:09,entregado,229590.00,Pedido historico mock - Proveeduría Villa del Parque,true,false,3
P-00019,25007,5493514079279,Almacén Los Olivos,2026-04-12 16:06:18,confirmado,25935.60,Pedido historico mock - Almacén Los Olivos,true,false,4
