lista_precios_id,nombre,multiplicador_sobre_lista_1,product_code,precio_unidad,is_mock
4,Lista Gran Distribuidor,0.85,120,10376.80,true
4,Lista Gran Distribuidor,0.85,344,9599.30,true
4,Lista Gran Distribuidor,0.85,339,17647.82,true
4,Lista Gran Distribuidor,0.85,545,7191.03,true
4,Lista Gran Distribuidor,0.85,457,1974.03,true
4,Lista Gran Distribuidor,0.85,173,4418.10,true
4,Lista Gran Distribuidor,0.85,252,5672.47,true
4,Lista Gran Distribuidor,0.85,178,4244.90,true
4,Lista Gran Distribuidor,0.85,150,32033.95,true
4,Lista Gran Distribuidor,0.85,558,1334.62,true
4,Lista Gran Distribuidor,0.85,331,5148.39,true
4,Lista Gran Distribuidor,0.85,123,2503.25,true
4,Lista Gran Distribuidor,0.85,488,4688.09,true
4,Lista Gran Distribuidor,0.85,420,3175.16,true
4,Lista Gran Distribuidor,0.85,211,16749.25,true
4,Lista Gran Distribuidor,0.85,509,2727.56,true
4,Lista Gran Distribuidor,0.85,241,3190.90,true
4,Lista Gran Distribuidor,0.85,202,8420.10,true
4,Lista Gran Distribuidor,0.85,353,5253.33,true
4,Lista Gran Distribuidor,0.85,531,6806.58,true
4,Lista Gran Distribuidor,0.85,589,13406.42,true
4,Lista Gran Distribuidor,0.85,411,1898.54,true
4,Lista Gran Distribuidor,0.85,257,5413.56,true
4,Lista Gran Distribuidor,0.85,262,5707.95,true
4,Lista Gran Distribuidor,0.85,347,1722.30,true
