phone_number,razon_social,codigo_erp,whatsapp_estado,whatsapp_validado_at,etiqueta,is_prospect
5493587905250,Descarpack,25001,validado,2026-08-21T15:27:22.308762+00:00,,false
5493582641213,Envases Tucumán,25002,validado,2026-08-21T15:27:22.308762+00:00,,false
5492991227644,Bandejas y Vasos,25003,validado,2026-08-21T15:27:22.308762+00:00,,false
5493418277249,Tucumán Packaging,25004,validado,2026-08-21T15:27:22.308762+00:00,,false
5493587747641,Aluminio y Telgopor,25005,validado,2026-08-21T15:27:22.308762+00:00,,false
5492614053074,Bolsas y Más,25006,validado,2026-08-21T15:27:22.308762+00:00,,false
5493514079279,Parrilla El Sabor,25007,validado,2026-08-21T15:27:22.308762+00:00,,false
5493876914178,Asadería La Tradición,25008,validado,2026-08-21T15:27:22.308762+00:00,,false
5492617175545,Carnicería El Buen Corte,25009,validado,2026-08-21T15:27:22.308762+00:00,,false
5493818437953,Restaurante La Estancia,25010,validado,2026-08-21T15:27:22.308762+00:00,,false
5493582132179,Almacén del Barrio,25011,validado,2026-08-21T15:27:22.308762+00:00,,false
5493872845902,Pinturería El Colorido,25012,validado,2026-08-21T15:27:22.308762+00:00,,false
5492997670210,Ferretería La Solución,25013,validado,2026-08-21T15:27:22.308762+00:00,,false
5493811657614,Corralón El Progreso,25014,validado,2026-08-21T15:27:22.308762+00:00,,false
5492994145193,Vasos y Bandejas,25015,validado,2026-08-21T15:27:22.308762+00:00,,false
5493515971311,Envases del Norte,25016,validado,2026-08-21T15:27:22.308762+00:00,,false
5492994228106,Bolsas Tucumanas,25017,validado,2026-08-21T15:27:22.308762+00:00,,false
5492998718887,Aluminio y Plásticos,25018,validado,2026-08-21T15:27:22.308762+00:00,,false
5492995028869,Telgopor y Más,25019,validado,2026-08-21T15:27:22.308762+00:00,,false
5493517304254,Descarte Fácil,25020,validado,2026-08-21T15:27:22.308762+00:00,,false
5493416986538,Pack & Go,25021,validado,2026-08-21T15:27:22.308762+00:00,,false
5492619239862,Bandejas de Cartón,25022,validado,2026-08-21T15:27:22.308762+00:00,,false
5493513952681,Vasos Desechables,25023,validado,2026-08-21T15:27:22.308762+00:00,,false
5493414799650,Bolsas Ecológicas,25024,validado,2026-08-21T15:27:22.308762+00:00,,false
5492992500733,Aluminio Premium,25025,validado,2026-08-21T15:27:22.308762+00:00,,false
5492615139305,Telgopor Tucumán,25026,validado,2026-08-21T15:27:22.308762+00:00,,false
5492618861463,Envases de Plástico,25027,validado,2026-08-21T15:27:22.308762+00:00,,false
5493812941974,Bandejas para Delivery,25028,validado,2026-08-21T15:27:22.308762+00:00,,false
5493817404433,Vasos de Papel,25029,validado,2026-08-21T15:27:22.308762+00:00,,false
5493419686914,Bolsas de Polietileno,25030,validado,2026-08-21T15:27:22.308762+00:00,,false
5493518648263,Aluminio para Parrilla,25031,existente,,,false
5493516216782,Telgopor para Comida,25032,existente,,,false
5492612780568,Descarte Rápido,25033,existente,,,false
5493582639964,Pack Gourmet,25034,existente,,,false
5493814729528,Bandejas para Catering,25035,existente,,,false
5493876922419,Vasos de Plástico,25036,existente,,,false
5492618889598,Bolsas de Papel,25037,existente,,,false
5492615021286,Aluminio y Cartón,25038,existente,,,false
5493813520000,Telgopor para Eventos,25039,existente,,,false
5492997489876,Descarte Eficiente,25040,existente,,,false
5493519107005,Pack Rápido,0,no_validado,,PROSPECTO,true
5493874104594,Bandejas de Aluminio,0,existente,,PROSPECTO,true
5492617413812,Vasos Biodegradables,0,no_validado,,PROSPECTO,true
5492617236955,Bolsas de Tela,0,existente,,PROSPECTO,true
5492612928724,Aluminio para Catering,0,no_validado,,PROSPECTO,true
5492999435946,Telgopor para Delivery,0,validado,2026-08-21T15:27:22.308762+00:00,PROSPECTO,true
5493517632424,Descarte Sostenible,0,no_existente,,PROSPECTO,true
5493416524997,Pack Familiar,0,no_validado,,PROSPECTO,true
5493876499570,Bandejas de Cartón Reciclado,0,existente,,PROSPECTO,true
5492998066543,Vasos de Cartón,0,no_validado,,PROSPECTO,true
