id,session_id,message,is_mock
1,5493547490001,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Panadería El Sol.""}",True
2,5493547490001,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Panadería El Sol tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
3,5493547490001,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
4,5493547490001,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
5,5493547490002,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Café Central Alta Gracia.""}",True
6,5493547490002,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Café Central Alta Gracia tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
7,5493547490002,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
8,5493547490002,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
9,5493547490003,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Confitería La Estación.""}",True
10,5493547490003,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Confitería La Estación tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
11,5493547490003,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
12,5493547490003,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
13,5493547490004,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Minimarket El Buen Gusto.""}",True
14,5493547490004,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Minimarket El Buen Gusto tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
15,5493547490004,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
16,5493547490004,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
17,5493547490005,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Servicentro YPF La Gruta.""}",True
18,5493547490005,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Servicentro YPF La Gruta tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
19,5493547490005,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
20,5493547490005,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
21,5493547490006,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Panadería Dulce Hogar.""}",True
22,5493547490006,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Panadería Dulce Hogar tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
23,5493547490006,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
24,5493547490006,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
25,5493547490007,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Buffet Club Deportivo.""}",True
26,5493547490007,"{""type"": ""ai"", ""content"": ""¡Hola! Bienvenido a Valaice Ultracongelados. Para Buffet Club Deportivo tenemos el bulto de Medialuna con Manteca x168un a $74.650 final IVA incluido y el Criollo de Hojaldre x11kg a $55.100 final. ¿Cuántos bultos te preparo?""}",True
27,5493547490007,"{""type"": ""human"", ""content"": ""Excelente, armame un pedido por 2 bultos de medialunas y 1 de criollos.""}",True
28,5493547490007,"{""type"": ""ai"", ""content"": ""¡Perfecto! Registré tu pedido por 2 bultos de Medialuna con Manteca ($149.300) y 1 bulto de Criollo de Hojaldre ($55.100). Total final con IVA incluido: $204.400. Tu pedido está en estado abierto para entrega programada.""}",True
29,5493547490008,"{""type"": ""human"", ""content"": ""Hola! Quisiera consultar precios y stock de medialunas con manteca y criollos de hojaldre para Parador Los Aromos.""}",True
