codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
429,CROISSANT,Producto congelado Valaice: CROISSANT. Formato comercial: 40 un/bulto. Precios finales con IVA incluido.,"Croissant de manteca, marca no especificada, formato individual.",croissant|masa hojaldrada|panecillo,ACTUALIZAR
422-MIX,FACTURA MIXTA,Producto congelado Valaice: FACTURA MIXTA. Formato comercial: 108 un/bulto. Precios finales con IVA incluido.,"Factura mixta de masa hojaldrada con relleno de dulce de leche, marca no especificada.",factura|facturita|masita,ACTUALIZAR
426,FACTURA RECTANGULAR CRUDA CONGELADA,Producto congelado Valaice: FACTURA RECTANGULAR CRUDA CONGELADA. Formato comercial: 180 un/bulto. Precios finales con IVA incluido.,"Factura rectangular cruda congelada, marca no especificada.",factura|masa para facturas|factura cruda,ACTUALIZAR
423,CRIOLLO DE HOJALDRE x 11kg*,Producto congelado Valaice: CRIOLLO DE HOJALDRE x 11kg*. Formato comercial: 200 un/bulto. Precios finales con IVA incluido.,"Criollo de hojaldre en formato de 11 kg, marca no especificada.",hojaldre|masas|criollo,ACTUALIZAR
424,CRIOLLO COMÚN HEXAGONAL x 11kg*,Producto congelado Valaice: CRIOLLO COMÚN HEXAGONAL x 11kg*. Formato comercial: 220 un/bulto. Precios finales con IVA incluido.,"Harina de trigo criollo común hexagonal, marca no especificada, presentación de 11 kg.",harina|harina de trigo|harina criolla,ACTUALIZAR
425,TORTILLA TUCUMANA x 7.8kg*,Producto congelado Valaice: TORTILLA TUCUMANA x 7.8kg*. Formato comercial: 120 un/bulto. Precios finales con IVA incluido.,"Tortilla tucumana de 7.8 kg, marca no especificada.",tortilla|tortilla de maíz,ACTUALIZAR
430,CHIPACA DE GRASA x 5kg*,Producto congelado Valaice: CHIPACA DE GRASA x 5kg*. Formato comercial: 100 un/bulto. Precios finales con IVA incluido.,"Grasa comestible tipo chipaca, marca no especificada, formato de 5 kg.",grasa|manteca|grasa comestible,ACTUALIZAR
449,CRIOLLO COMÚN CON CHICHARRÓN x 11kg,Producto congelado Valaice: CRIOLLO COMÚN CON CHICHARRÓN x 11kg. Formato comercial: 220 un/bulto. Precios finales con IVA incluido.,Chicharrón criollo común en presentación de 11 kg.,chicharrón|crispetas|corteza de cerdo,ACTUALIZAR
448,HOJALDRITOS ESPECIALES x 5kg,Producto congelado Valaice: HOJALDRITOS ESPECIALES x 5kg. Formato comercial: 250 un/bulto. Precios finales con IVA incluido.,"Hojaldritos especiales en formato de 5 kg, marca no especificada.",hojaldras|masitas|galletitas,ACTUALIZAR
427,CHIPÁ x 5kg*,Producto congelado Valaice: CHIPÁ x 5kg*. Formato comercial: 250 un/bulto. Precios finales con IVA incluido.,"Chipá en bolsa de 5 kg, marca tradicional de panadería.",pan de queso|pan de yuca|chipá,ACTUALIZAR
