lista_precios_id,nombre,multiplicador_sobre_lista_1,product_code,precio_unidad,is_mock
1,Lista General,1.0,PAN-PAN-01735,18200,false
1,Lista General,1.0,PAN-PAN-01736,18200,false
1,Lista General,1.0,PAN-PAN-01819,17500,false
1,Lista General,1.0,PAN-PAN-01725,76800,false
1,Lista General,1.0,PAN-PAN-01724,29800,false
1,Lista General,1.0,PAN-PAN-01739,37100,false
1,Lista General,1.0,PAN-PAN-01722,41500,false
1,Lista General,1.0,PAN-PAN-01741,43300,false
1,Lista General,1.0,PAN-COR-01877,61100,false
1,Lista General,1.0,PAN-PAN-01740,38200,false
1,Lista General,1.0,PAN-PAN-01810,38200,false
1,Lista General,1.0,PAN-COR-01964,54600,false
1,Lista General,1.0,PAN-PAN-01812,26600,false
1,Lista General,1.0,PAN-COR-01878,26600,false
1,Lista General,1.0,PAN-PAN-01793,30600,false
1,Lista General,1.0,PAN-COR-20001,31800,false
1,Lista General,1.0,PAN-PAN-01813,26600,false
1,Lista General,1.0,PAN-PAN-01744,32100,false
1,Lista General,1.0,PAN-PAN-01730,38200,false
1,Lista General,1.0,PAN-PAN-01729,41100,false
1,Lista General,1.0,PAN-COR-01954,41200,false
1,Lista General,1.0,PAN-PAN-01594,40000,false
1,Lista General,1.0,SIN-CRE-02000,3800,false
1,Lista General,1.0,SIN-CRE-01969,140700,false
1,Lista General,1.0,SIN-CRE-01971,6100,false
1,Lista General,1.0,SIN-CRE-01984,7700,false
1,Lista General,1.0,SIN-CRE-02002,9500,false
1,Lista General,1.0,SIN-CRE-01965,56200,false
1,Lista General,1.0,SIN-CRE-01999,7600,false
1,Lista General,1.0,SIN-CRE-01985,9900,false
1,Lista General,1.0,SIN-CRE-02001,4300,false
1,Lista General,1.0,SIN-CRE-01967,54000,false
1,Lista General,1.0,SIN-CRE-01966,48800,false
1,Lista General,1.0,SIN-CRE-20002,8600,false
1,Lista General,1.0,FRU-DRL-01957,16700,false
1,Lista General,1.0,REB-DRL-01944,68600,false
1,Lista General,1.0,REB-DRL-01943,87400,false
1,Lista General,1.0,FRU-DRL-01912,11100,false
1,Lista General,1.0,FRU-DRL-01911,11600,false
1,Lista General,1.0,REB-DRL-01945,35500,false
1,Lista General,1.0,REB-DRL-01946,30100,false
1,Lista General,1.0,REB-DRL-01947,46700,false
1,Lista General,1.0,REB-DRL-01948,39700,false
1,Lista General,1.0,REB-DRL-01951,45400,false
1,Lista General,1.0,FRU-DRL-01918,15400,false
1,Lista General,1.0,FRU-DRL-01913,8800,false
1,Lista General,1.0,REB-DRL-01949,41800,false
1,Lista General,1.0,REB-DRL-01950,35500,false
1,Lista General,1.0,IMP-FRO-01938,4900,false
1,Lista General,1.0,IMP-FRO-01933,4900,false
1,Lista General,1.0,IMP-FRO-01939,4900,false
1,Lista General,1.0,BAL-GAT-01910,84300,false
1,Lista General,1.0,BAL-BAL-01253,49600,false
1,Lista General,1.0,BAL-BAL-01785,49600,false
1,Lista General,1.0,BAL-BAL-01246,60900,false
1,Lista General,1.0,BAL-BAL-01234,51200,false
1,Lista General,1.0,BAL-BAL-01235,51200,false
1,Lista General,1.0,BAL-BAL-01245,60900,false
1,Lista General,1.0,BAL-BAL-01251,49600,false
1,Lista General,1.0,BAL-BAL-01237,51200,false
1,Lista General,1.0,BAL-BAL-01547,51200,false
1,Lista General,1.0,BAL-BAL-01220,49600,false
1,Lista General,1.0,BAL-BAL-01238,54400,false
1,Lista General,1.0,BAL-BAL-01247,54400,false
1,Lista General,1.0,BAL-BAL-01775,49600,false
1,Lista General,1.0,BAL-BAL-01218,41600,false
1,Lista General,1.0,BAL-BAL-01227,54400,false
1,Lista General,1.0,BAL-BAL-01221,41600,false
1,Lista General,1.0,BAL-BAL-01229,49600,false
1,Lista General,1.0,BAL-BAL-01750,49600,false
1,Lista General,1.0,BAL-BAL-01248,54400,false
1,Lista General,1.0,BAL-BAL-01429,54400,false
1,Lista General,1.0,BAL-BAL-01222,49600,false
1,Lista General,1.0,BAL-BAL-01249,60900,false
1,Lista General,1.0,BAL-BAL-01749,51200,false
1,Lista General,1.0,BAL-BAL-01228,51200,false
1,Lista General,1.0,BAL-BAL-01783,49600,false
1,Lista General,1.0,BAL-BAL-01710,60900,false
1,Lista General,1.0,BAL-BAL-01223,32100,false
1,Lista General,1.0,BAL-BAL-01230,51200,false
1,Lista General,1.0,BAL-BAL-01231,60900,false
1,Lista General,1.0,BAL-BAL-01239,54400,false
1,Lista General,1.0,BAL-BAL-01232,51200,false
1,Lista General,1.0,BAL-BAL-01240,51200,false
1,Lista General,1.0,BAL-BAL-01241,51200,false
1,Lista General,1.0,BAL-BAL-01216,32100,false
1,Lista General,1.0,BAL-BAL-01418,51200,false
1,Lista General,1.0,BAL-BAL-01250,54400,false
1,Lista General,1.0,BAL-BAL-01242,54400,false
1,Lista General,1.0,BAL-BAL-01233,49600,false
1,Lista General,1.0,BAL-BAL-01628,32100,false
1,Lista General,1.0,BAL-GAT-01896,60900,false
1,Lista General,1.0,BAL-BAL-01243,51200,false
1,Lista General,1.0,BAL-BAL-01244,51200,false
1,Lista General,1.0,BAL-BAL-01225,41600,false
1,Lista General,1.0,BAL-BAL-01217,32100,false
1,Lista General,1.0,IMP-IMP-01660,14900,false
1,Lista General,1.0,GAT-BAL-01792,24500,false
1,Lista General,1.0,INS-INS-01565,21800,false
1,Lista General,1.0,INS-INS-01358,200,false
1,Lista General,1.0,INS-INS-01838,1000,false
1,Lista General,1.0,INS-INS-01684,4300,false
1,Lista General,1.0,INS-INS-01586,43300,false
1,Lista General,1.0,INS-INS-01585,27400,false
1,Lista General,1.0,INS-INS-01584,54400,false
1,Lista General,1.0,INS-INS-01690,500,false
1,Lista General,1.0,INS-INS-01598,16600,false
1,Lista General,1.0,INS-INS-01599,14300,false
1,Lista General,1.0,INS-INS-01383,48100,false
1,Lista General,1.0,INS-INS-01733,9500,false
1,Lista General,1.0,INS-INS-01336,8200,false
1,Lista General,1.0,INS-INS-01382,1500,false
1,Lista General,1.0,INS-INS-01569,15700,false
1,Lista General,1.0,INS-INS-01597,43000,false
1,Lista General,1.0,BAL-BAL-01748,2300,false
1,Lista General,1.0,INS-INS-01348,8100,false
1,Lista General,1.0,INS-INS-01786,4000,false
1,Lista General,1.0,INS-INS-01349,12700,false
1,Lista General,1.0,INS-INS-01347,10100,false
1,Lista General,1.0,INS-INS-01766,6600,false
1,Lista General,1.0,INS-INS-01901,13100,false
1,Lista General,1.0,INS-INS-01762,10500,false
1,Lista General,1.0,INS-INS-01763,9000,false
1,Lista General,1.0,INS-INS-01596,44100,false
1,Lista General,1.0,INS-INS-01900,8000,false
1,Lista General,1.0,INS-INS-01899,2500,false
1,Lista General,1.0,INS-INS-01898,9900,false
1,Lista General,1.0,INS-INS-01601,3500,false
1,Lista General,1.0,INS-INS-01600,5900,false
