product_code,nombre,descripcion
10003,AMERICANO GANCIA 450ml 14°,"Aperitivo, marca Gancia, 450 ml, caja x12, aperitivos, lista ESEKA-U sucursal Córdoba."
10017,MARTINI 1L ROSSO,"Aperitivo, marca Martini, 1 L, caja x12, aperitivos, rosso, lista ESEKA-U sucursal Córdoba."
1003,FOAMY REGULAR X 312 GR,"Espuma de afeitar, marca Foamy, 312 g, caja x12, espuma de afeitar."
10044,DR LEMON 473ml LIMÓN 4º,"Bebida lista para tomar, marca Dr Lemon, 473 ml, caja x24, ready to drink."
10050,DR LEMON 1L LIMÓN 4% - Sin Tacc,"Bebida lista para tomar, marca Dr Lemon, 1 L, caja x12, ready to drink."
10065,BACARDI CARTA BLANCA 980ml PT 40°,"Ron, marca Bacardi, 980 ml, caja x12, bebidas blancas, carta blanca."
10069,JAMAICA 1L GOLD RUM,"Ron, marca Jamaica, 1 L, caja x8, bebidas blancas, gold."
1014,PILA AA X 2 DURACELL,"Pila, marca Duracell, caja x48, pilas, lista ESEKA-U sucursal Córdoba."
1015,PILA AA X 4 DURACELL,"Pila, marca Duracell, caja x48, pilas, lista ESEKA-U sucursal Córdoba."
1016,PILA AAA X 2 DURACELL,"Pila, marca Duracell, caja x48, pilas, lista ESEKA-U sucursal Córdoba."
1095,DOWNY 500ml BRISA SUAVE,"Suavizante de ropa, marca Downy, 500 ml, caja x12, suavizante, brisa suave."
1098,DOWNY 1L BRISA SUAVE,"Suavizante de ropa, marca Downy, 1 L, caja x12, suavizante, brisa suave."
11011,YM TARAGUI C/P 1/2 kg,"Yerba mate, marca Taragüi, 1/2 kg, caja x10, yerba mate."
11012,YM TARAGUI C/P 1 kg,"Yerba mate, marca Taragüi, 1 kg, caja x10, yerba mate."
11071,YM MAÑANITA BCP 1/2 kg,"Yerba mate, marca Mañanita, 1/2 kg, caja x10, yerba mate."
11279,SUEROX MANZANA 630 ML,"Bebida isotónica, marca Suerox, 630 ml, caja x6, bebidas isotónicas, manzana."
11282,SUEROX LIMONADA 630ML,"Bebida isotónica, marca Suerox, 630 ml, caja x6, bebidas isotónicas, limón."
11617,OLD SPICE DES. BARRA FRESH 50g,"Desodorante, marca Old Spice, 50 g, caja x12, desodorantes, fresh."
11797,ALWAYS XTRA NOCHES TRAN. SECAS X8,"Toalla femenina, marca Always, caja x12, cuidado femenino, noche, lista ESEKA-U sucursal Córdoba."
1191,PAMPERS BABYDRY MED x8,"Pañal, marca Pampers, caja x16, pañales, talle M, lista ESEKA-U sucursal Córdoba."
1192,PAMPERS BABYDRY GDE X8,"Pañal, marca Pampers, caja x16, pañales, talle G, lista ESEKA-U sucursal Córdoba."
1194,PAMPERS BABYDRY PEQ X8,"Pañal, marca Pampers, caja x16, pañales, talle P, lista ESEKA-U sucursal Córdoba."
1641,MAGISTRAL LIMON 300ML,"Lavavajillas, marca Magistral, 300 ml, caja x21, lavavajillas, limón, lista ESEKA-U sucursal Córdoba."
1642,MAGISTRAL LIMON 500ML,"Lavavajillas, marca Magistral, 500 ml, caja x20, lavavajillas, limón, lista ESEKA-U sucursal Córdoba."
1643,MAGISTRAL LIMON 750ML,"Lavavajillas, marca Magistral, 750 ml, caja x18, lavavajillas, limón, lista ESEKA-U sucursal Córdoba."
18240,PLB SH X1LTR Brillo,"Shampoo, marca Plusbelle, 1 L, caja x12, shampoo y acondicionador."
18260,PLB CN X1LTR Brillo Corazón,"Acondicionador, marca Plusbelle, 1 L, caja x12, shampoo y acondicionador."
18342,ZORRO JB LIQ DP Evol Quitamanchas 800ml,"Jabón líquido para ropa, marca Zorro, 800 ml, caja x14, jabón líquido."
18343,ZORRO JB LIQ DP Evol Quitamanchas 3L,"Jabón líquido para ropa, marca Zorro, 3 L, caja x4, jabón líquido."
18367,Zorro BAÑO GAT LIMP. PROF. 500ml,"Limpiador de baño, marca Zorro, 500 ml, caja x20, limpiadores específicos."
18415,ACE POUCH X3000 ML,"Jabón líquido para ropa, marca Ace, 3000 ml, caja x4, jabón líquido."
18729,MAGISTRAL GATILLO X 500ml LIMON ANTIGRASA,"Limpiador en gatillo, marca Magistral, 500 ml, caja x12, limpiadores, limón."
18730,MAGISTRAL GATILLO X 500ml NARANJA ANTIGRASA,"Limpiador en gatillo, marca Magistral, 500 ml, caja x12, limpiadores, naranja."
1880,PASTA ORAL-B 150gr 123,"Pasta dental, marca Oral-B, 150 g, caja x24, cuidado bucal."
18805,CHOCMAN BAÑO SEMIAMARGO 35 GR,"Chocolate, marca Chocman, 35 g, caja x18, chocolate, lista ESEKA-U sucursal Córdoba."
18928,CHOCMAN COCO x 35G,"Chocolate, marca Chocman, 35 g, caja x18, chocolate, coco, lista ESEKA-U sucursal Córdoba."
20102,POETT 900ml BEBE MULTIESP Desinf.,"Limpiador desinfectante, marca Poett, 900 ml, caja x12, limpiadores, bebé."
20104,POETT 900ml ESPIRITU MULTIESP Desinf.,"Limpiador desinfectante, marca Poett, 900 ml, caja x12, limpiadores, lista ESEKA-U sucursal Córdoba."
20109,POETT 900ml ALEGRA TU DIA MULTIESP Desinf.,"Limpiador desinfectante, marca Poett, 900 ml, caja x12, limpiadores, lista ESEKA-U sucursal Córdoba."
2413,ALWAYS PROT. DIARIOS PERF X 40 NUEVO,"Protectores diarios, marca Always, caja x24, cuidado femenino, uso diario."
508,COCA COLA x 1.5 CC,"Gaseosa, marca Coca-Cola, 1.5 L, caja x6, gaseosas, lista ESEKA-U sucursal Córdoba."
550,PRESTO ULTRA GRIP X UNIDAD (NUEVA),"Máquina de afeitar, marca Prestobarba, caja x576, afeitado desechable, lista ESEKA-U sucursal Córdoba."
551,HS 375ml SH ANTICOMEZON,"Shampoo, marca Head & Shoulders, 375 ml, caja x12, cuidado de cabello, anticómezón."
