numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
1,Congelados del Sur,Congelados del Sur,5493587905250,2,1,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.403877,-64.207619,true
2,La Harina Mágica,La Harina Mágica,5493582641213,3,2,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.403916,-64.201722,true
3,Parrilla El Buen Sabor,Parrilla El Buen Sabor,5492991227644,4,3,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.403723,-64.207834,true
4,Carnicería El Amigo,Carnicería El Amigo,5493418277249,1,4,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.406481,-64.204207,true
5,Almacén La Abundancia,Almacén La Abundancia,5493587747641,2,5,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.406717,-64.20482,true
6,Pinturería Color y Vida,Pinturería Color y Vida,5492614053074,3,6,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.407479,-64.198659,true
7,Ferretería El Progreso,Ferretería El Progreso,5493514079279,4,7,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.406859,-64.199398,true
8,Corralón La Esperanza,Corralón La Esperanza,5493876914178,1,8,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.408224,-64.206134,true
9,Asadería La Tradición,Asadería La Tradición,5492617175545,2,9,lunes,martes,"Zona ZONA NOROESTE - Villa Allende - Córdoba, Argentina",Juan Pérez,0,0,-31.403131,-64.200415,true
10,Restaurante Sabor Argentino,Restaurante Sabor Argentino,5493818437953,3,10,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.407646,-64.18595,true
11,Congelados La Estrella,Congelados La Estrella,5493582132179,4,11,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.401908,-64.181339,true
12,Harinas y Más,Harinas y Más,5493872845902,1,12,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.408108,-64.178427,true
13,Almacén El Rincón,Almacén El Rincón,5492997670210,2,13,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.404385,-64.187101,true
14,Pinturería La Paleta,Pinturería La Paleta,5493811657614,3,14,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.407677,-64.183675,true
15,Carnicería La Familia,Carnicería La Familia,5492994145193,4,15,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.409151,-64.178972,true
16,Parrilla El Asador,Parrilla El Asador,5493515971311,1,16,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.404049,-64.187543,true
17,Ferretería Todo en Uno,Ferretería Todo en Uno,5492994228106,2,17,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.40712,-64.185092,true
18,Corralón La Solución,Corralón La Solución,5492998718887,3,18,martes,miercoles,"Zona ZONA NORTE - Argüello - Córdoba, Argentina",María González,1,1,-31.405068,-64.180601,true
19,Restaurante La Parrilla,Restaurante La Parrilla,5492995028869,4,19,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.402439,-64.167488,true
20,Congelados y Sabores,Congelados y Sabores,5493517304254,1,20,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.402148,-64.162246,true
21,La Casa de la Harina,La Casa de la Harina,5493416986538,2,21,miercoles,jueves,"Zona ZONA NORESTE - Malagueño - Córdoba, Argentina",María González,1,2,-31.409752,-64.164743,true
