product_code,lista_precios_id,precio_unidad,is_mock
RUG-AZU-001,1,11200.0,true
RUG-AZU-001,2,11200.0,true
RUG-AZU-001,3,12880.0,true
RUG-AZU-001,4,10080.0,true
RUG-AZU-002,1,11200.0,true
RUG-AZU-002,2,11200.0,true
RUG-AZU-002,3,12880.0,true
RUG-AZU-002,4,10080.0,true
RUG-AZU-003,1,12500.0,true
RUG-AZU-003,2,12500.0,true
RUG-AZU-003,3,14375.0,true
RUG-AZU-003,4,11250.0,true
RUG-AZU-004,1,0.0,true
RUG-AZU-004,2,0.0,true
RUG-AZU-004,3,0.0,true
RUG-AZU-004,4,0.0,true
RUG-HAR-001,1,15200.0,true
RUG-HAR-001,2,15200.0,true
RUG-HAR-001,3,17480.0,true
RUG-HAR-001,4,13680.0,true
RUG-HAR-002,1,15200.0,true
RUG-HAR-002,2,15200.0,true
RUG-HAR-002,3,17480.0,true
RUG-HAR-002,4,13680.0,true
RUG-HAR-003,1,17500.0,true
RUG-HAR-003,2,17500.0,true
RUG-HAR-003,3,20125.0,true
RUG-HAR-003,4,15750.0,true
RUG-HAR-004,1,14500.0,true
RUG-HAR-004,2,14500.0,true
RUG-HAR-004,3,16675.0,true
RUG-HAR-004,4,13050.0,true
RUG-HAR-005,1,6950.0,true
RUG-HAR-005,2,6950.0,true
RUG-HAR-005,3,7992.5,true
RUG-HAR-005,4,6255.0,true
RUG-HAR-006,1,9600.0,true
RUG-HAR-006,2,9600.0,true
RUG-HAR-006,3,11040.0,true
RUG-HAR-006,4,8640.0,true
RUG-HAR-007,1,10600.0,true
RUG-HAR-007,2,10600.0,true
RUG-HAR-007,3,12190.0,true
RUG-HAR-007,4,9540.0,true
RUG-HAR-008,1,12500.0,true
RUG-HAR-008,2,12500.0,true
RUG-HAR-008,3,14375.0,true
RUG-HAR-008,4,11250.0,true
RUG-HAR-009,1,7100.0,true
RUG-HAR-009,2,7100.0,true
RUG-HAR-009,3,8165.0,true
RUG-HAR-009,4,6390.0,true
RUG-HAR-010,1,9700.0,true
RUG-HAR-010,2,9700.0,true
RUG-HAR-010,3,11155.0,true
RUG-HAR-010,4,8730.0,true
RUG-HAR-011,1,11000.0,true
RUG-HAR-011,2,11000.0,true
RUG-HAR-011,3,12650.0,true
RUG-HAR-011,4,9900.0,true
RUG-SAL-001,1,8400.0,true
RUG-SAL-001,2,8400.0,true
RUG-SAL-001,3,9660.0,true
RUG-SAL-001,4,7560.0,true
RUG-SAL-002,1,10000.0,true
RUG-SAL-002,2,10000.0,true
RUG-SAL-002,3,11500.0,true
RUG-SAL-002,4,9000.0,true
RUG-PAN-001,1,7400.0,true
RUG-PAN-001,2,7400.0,true
RUG-PAN-001,3,8510.0,true
RUG-PAN-001,4,6660.0,true
RUG-PAN-002,1,10000.0,true
RUG-PAN-002,2,10000.0,true
RUG-PAN-002,3,11500.0,true
RUG-PAN-002,4,9000.0,true
RUG-PAN-003,1,10000.0,true
RUG-PAN-003,2,10000.0,true
RUG-PAN-003,3,11500.0,true
RUG-PAN-003,4,9000.0,true
RUG-HAR-012,1,44000.0,true
RUG-HAR-012,2,44000.0,true
RUG-HAR-012,3,50600.0,true
RUG-HAR-012,4,39600.0,true
RUG-GRA-001,1,41172.0,true
RUG-GRA-001,2,41172.0,true
RUG-GRA-001,3,47347.8,true
RUG-GRA-001,4,37054.8,true
RUG-GRA-002,1,81328.0,true
RUG-GRA-002,2,81328.0,true
RUG-GRA-002,3,93527.2,true
RUG-GRA-002,4,73195.2,true
LW-807-525,1,60000.0,true
LW-807-525,2,55000.0,true
LW-807-525,3,69000.0,true
LW-807-525,4,54000.0,true
LW-807-822,1,86000.0,true
LW-807-822,2,79000.0,true
LW-807-822,3,98900.0,true
LW-807-822,4,77400.0,true
LW-809-625,1,65000.0,true
LW-809-625,2,59000.0,true
LW-809-625,3,74750.0,true
LW-809-625,4,58500.0,true
LW-818-525,1,54000.0,true
LW-818-525,2,50000.0,true
LW-818-525,3,62100.0,true
LW-818-525,4,48600.0,true
BTL-100-084,1,54000.0,true
BTL-100-084,2,49000.0,true
BTL-100-084,3,62100.0,true
BTL-100-084,4,48600.0,true
BTL-100-083,1,40000.0,true
BTL-100-083,2,38000.0,true
BTL-100-083,3,46000.0,true
BTL-100-083,4,36000.0,true
BTL-100-082,1,68000.0,true
BTL-100-082,2,63500.0,true
BTL-100-082,3,78200.0,true
BTL-100-082,4,61200.0,true
LW-503,1,52000.0,true
LW-503,2,45000.0,true
LW-503,3,59800.0,true
LW-503,4,46800.0,true
LW-505-15K,1,71000.0,true
LW-505-15K,2,67500.0,true
LW-505-15K,3,81650.0,true
LW-505-15K,4,63900.0,true
LW-505-10K,1,47500.0,true
LW-505-10K,2,45000.0,true
LW-505-10K,3,54625.0,true
LW-505-10K,4,42750.0,true
LW-509,1,60000.0,true
LW-509,2,59000.0,true
LW-509,3,69000.0,true
LW-509,4,54000.0,true
LW-507,1,52000.0,true
LW-507,2,44500.0,true
LW-507,3,59800.0,true
LW-507,4,46800.0,true
