codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
RUG-AZU-001,AZUCAR DUL C 10 X 1 KG,AZUCAR DUL C 10 X 1 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 10.,"Azúcar refinada marca Dul C, presentada en 10 bolsas de 1 kg cada una, ideal para uso industrial y panificación, con un alto grado de pureza y solubilidad, adecuada para endulzar bebidas y alimentos en diversas preparaciones gastronómicas.",azúcar|azucarera,ACTUALIZAR
RUG-AZU-002,AZUCAR BELLA VISTA 10X1KG,AZUCAR BELLA VISTA 10X1KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 10.,"Azúcar refinada marca Bella Vista, presentada en 10 bolsas de 1 kg cada una, ideal para uso industrial y panificación, con alta pureza y solubilidad, adecuada para la elaboración de productos de repostería y bebidas.",azúcar|azucarera,ACTUALIZAR
RUG-AZU-003,AZUCAR FRONTERITA 10 X 1 KG,AZUCAR FRONTERITA 10 X 1 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 10.,"Azúcar Fronterita en presentación de 10 bolsas de 1 kg cada una, ideal para uso industrial y panificación, con un alto grado de pureza y calidad, adecuada para endulzar bebidas y alimentos en diversas aplicaciones gastronómicas.",azúcar|azucarera,ACTUALIZAR
RUG-AZU-004,AZUCAR X 50 KG,AZUCAR X 50 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Azúcar refinada en bulto de 50 kg, marca Dulce, ideal para uso industrial y panificación, con alta pureza y granulometría uniforme, adecuada para la elaboración de productos de repostería y bebidas.",azúcar|azucarera,ACTUALIZAR
RUG-HAR-001,DISTINGUIDA 3/0 X 25 KG,DISTINGUIDA 3/0 X 25 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Harina de trigo tipo 3/0, marca Distinguida, presentada en bulto de 25 kg, ideal para panificación y elaboración de productos de pastelería, con un alto contenido de gluten que proporciona elasticidad y estructura a las masas.",harina|harina de trigo|harina 3/0,ACTUALIZAR
RUG-HAR-002,GRACIELA. REAL 3/0 X 25 KG,GRACIELA. REAL 3/0 X 25 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Harina de trigo tipo 000, marca Graciela, presentada en bulto de 25 kg, ideal para panificación y elaboración de productos de pastelería, con un alto contenido de gluten que proporciona elasticidad y estructura a las masas.",harina|harina de trigo|harina 000,ACTUALIZAR
RUG-HAR-003,GRACIELA. REAL 4/0 X 25 KG,GRACIELA. REAL 4/0 X 25 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Harina de trigo 000 marca Graciela, presentación de 25 kg, ideal para panificación y elaboración de productos de pastelería, con un alto contenido de gluten que proporciona elasticidad y estructura a las masas.",harina|harina de trigo|harina 000,ACTUALIZAR
RUG-HAR-004,SALVADO X 25 KG,SALVADO X 25 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Salvado de trigo en presentación de 25 kg, utilizado en la industria panadera y alimentaria como fuente de fibra, ideal para la elaboración de productos integrales y como aditivo en la alimentación animal.",salvado|salvado de trigo,ACTUALIZAR
RUG-HAR-005,HARINA MORIXES 3/0 10XKG,HARINA MORIXES 3/0 10XKG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 10.,"Harina de trigo 3/0 marca Morixe, presentada en bulto de 10 kg, ideal para panificación y elaboración de productos de pastelería, con un alto contenido de gluten que proporciona elasticidad y estructura a las masas.",harina|harina de trigo|harina 3/0,ACTUALIZAR
RUG-HAR-006,HARINA MORIXES 4/0 10XKG,HARINA MORIXES 4/0 10XKG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 10.,"Harina de trigo 4/0 marca Morixe, presentada en bulto de 10 kg, ideal para panificación y elaboración de productos de pastelería, con un alto contenido de gluten que proporciona elasticidad y estructura a las masas.",harina|harina de trigo|harina 4/0,ACTUALIZAR
RUG-HAR-007,HARINA PARA PIZZA MORIXES 10X1KG,HARINA PARA PIZZA MORIXES 10X1KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 10.,"Harina para pizza Morixe, presentación en caja de 10 bolsas de 1 kg cada una, ideal para la elaboración de masas de pizza, con un contenido de gluten adecuado para obtener una textura óptima en la cocción.",harina de pizza|harina para hacer pizza,ACTUALIZAR
RUG-HAR-008,HARINA MORIXES LEUDANTE 10 X 1 KG,HARINA MORIXES LEUDANTE 10 X 1 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 10.,"Harina leudante Morixe presentada en 10 bolsas de 1 kg cada una, ideal para panificación y repostería, contiene agentes leudantes que facilitan la fermentación y obtención de productos esponjosos, adecuada para uso industrial y mayorista.",harina leudante|harina para pan|harina para tortas,ACTUALIZAR
RUG-HAR-009,GRACIELA. REAL 3/0 10 X 1 KG,GRACIELA. REAL 3/0 10 X 1 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 10.,"Harina de trigo marca Graciela, tipo 3/0, presentada en bultos de 10 kg, ideal para panificación y elaboración de productos de pastelería, con un alto contenido de gluten que proporciona elasticidad y estructura a las masas.",harina|harina de trigo,ACTUALIZAR
RUG-HAR-010,GRACIELA. REAL 4/0 10 X 1 KG,GRACIELA. REAL 4/0 10 X 1 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 10.,"Harina de trigo marca Graciela, tipo 4/0, presentada en bultos de 10 kg, ideal para panificación y elaboración de productos de pastelería. Contiene un alto contenido de gluten, lo que proporciona una buena elasticidad y estructura a las masas.",harina|harina de trigo,ACTUALIZAR
RUG-HAR-011,GRACIELA. REAL LEUDANTE 10 X 1 KG,GRACIELA. REAL LEUDANTE 10 X 1 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 10.,"Leudante en polvo marca Graciela, presentación de 10 bolsas de 1 kg cada una, utilizado en panificación y repostería para lograr la fermentación adecuada en masas, garantizando un aumento de volumen y esponjosidad en productos horneados.",polvo de hornear|leudante|levadura química,ACTUALIZAR
RUG-SAL-001,SAL ENTREFINA X 25KG RINSAL,SAL ENTREFINA X 25KG RINSAL. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Sal entrefina de 25 kg, marca Rinsal, ideal para uso industrial y panificación, con granulometría adecuada para la elaboración de alimentos y conservación de productos. Presentación en bolsa de polipropileno resistente.",sal fina|sal de mesa,ACTUALIZAR
RUG-SAL-002,SAL FINA X 25KG RINSAL,SAL FINA X 25KG RINSAL. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Sal fina de mesa, marca Rinsal, presentada en bulto de 25 kg, ideal para uso industrial y gastronómico, adecuada para la preparación de alimentos y conservación, cumpliendo con normativas de calidad alimentaria.",sal|sal de mesa,ACTUALIZAR
RUG-PAN-001,PAN RALLADO/REBOZADOR 5 KG,PAN RALLADO/REBOZADOR 5 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Pan rallado rebozador de 5 kg, elaborado a partir de pan seco, ideal para empanizar y rebozar alimentos. Presentación en bolsa de 5 kg, utilizado en la industria gastronómica para frituras y cocciones al horno.",pan rallado|rebozador|pan molido,ACTUALIZAR
RUG-PAN-002,PAN RALLADO/REBOZADOR 25KG,PAN RALLADO/REBOZADOR 25KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Pan rallado rebozador de 25 kg, elaborado a partir de pan seco, ideal para empanizar y rebozar alimentos. Presentación en bulto de 25 kg, adecuado para uso industrial y gastronómico en frituras y cocciones al horno.",pan rallado|rebozador|pan molido,ACTUALIZAR
RUG-PAN-003,PAN RALLADO/REBOZADOR 8X1KG,PAN RALLADO/REBOZADOR 8X1KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 8.,"Pan rallado rebozador en presentación de 8 bolsas de 1 kg cada una, elaborado a partir de pan seco, ideal para empanizar y rebozar alimentos en la cocina industrial y gastronómica.",pan rallado|rebozador|pan molido,ACTUALIZAR
RUG-HAR-012,MORIXES AREPA 20 X 1 KG,MORIXES AREPA 20 X 1 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto x 20.,"Harina de maíz precocida Morixe, presentada en bultos de 20 kg, ideal para la elaboración de arepas y otros productos de panificación. Apta para uso industrial y gastronómico, garantizando una textura adecuada y un rendimiento óptimo en la cocina.",harina de arepa|harina de maíz|arepas,ACTUALIZAR
RUG-GRA-001,GRASA X 25 KG,GRASA X 25 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Grasa comestible en presentación de 25 kg, utilizada en la industria alimentaria para frituras y cocciones, con alta estabilidad térmica y resistencia a la oxidación, ideal para foodservice y panificación.",grasa|manteca|grasa comestible,ACTUALIZAR
RUG-GRA-002,OLEOMARGARINA 1 X 20 KG,OLEOMARGARINA 1 X 20 KG. Producto distribuido por Víctor H. Ruggeri en Córdoba. Presentación Bulto/Bolsa.,"Oleomargarina en presentación de 20 kg, formulada a base de aceites vegetales, ideal para uso industrial en panificación y repostería. Producto de alta estabilidad y rendimiento, adecuado para frituras y como ingrediente en diversas preparaciones gastronómicas.",manteca vegetal|manteca|margarina,ACTUALIZAR
LW-807-525,"Lamb Weston Corte Fino 7 mm 5 bls x 2,5 kg","Lamb Weston Corte Fino 7 mm 5 bls x 2,5 kg. Papas prefritas congeladas Lamb Weston. Presentación caja de 12.5 kg (60 cajas por palet).","Papas prefritas congeladas Corte Fino de 7 mm, marca Lamb Weston, presentadas en 5 bolsas de 2,5 kg cada una, ideales para foodservice, con un proceso de fritura que garantiza una textura crujiente y un sabor uniforme.",papas fritas|papas|fritas,ACTUALIZAR
LW-807-822,"Lamb Weston Corte Fino 7 mm 8 bls x 2,25 kg","Lamb Weston Corte Fino 7 mm 8 bls x 2,25 kg. Papas prefritas congeladas Lamb Weston. Presentación caja de 18 kg (48 cajas por palet).","Papas prefritas congeladas Corte Fino de Lamb Weston, corte de 7 mm, presentadas en 8 bolsas de 2,25 kg cada una, ideales para foodservice, con un proceso de fritura que garantiza una textura crujiente y un sabor uniforme.",papas fritas|papas|fritas,ACTUALIZAR
LW-809-625,"Lamb Weston Corte Tradicional 9 mm 6 bls x 2,5 kg","Lamb Weston Corte Tradicional 9 mm 6 bls x 2,5 kg. Papas prefritas congeladas Lamb Weston. Presentación caja de 15 kg (60 cajas por palet).","Papas prefritas congeladas Corte Tradicional de 9 mm, presentadas en 6 bolsas de 2,5 kg cada una, marca Lamb Weston, ideales para foodservice, con un proceso de fritura que garantiza una textura crujiente y un sabor uniforme.",papas fritas|papas|fritas,ACTUALIZAR
LW-818-525,"Lamb Weston Corte Steakhouse 12 MM 5 x 2,5 kg","Lamb Weston Corte Steakhouse 12 MM 5 x 2,5 kg. Papas prefritas congeladas Lamb Weston. Presentación caja de 12.5 kg (60 cajas por palet).","Papas prefritas Corte Steakhouse de Lamb Weston, corte de 12 mm, presentadas en cajas de 12,5 kg (5 bolsas de 2,5 kg cada una), ideales para foodservice, con textura crujiente y sabor característico, aptas para fritura y horno.",papas fritas|papas|fritas,ACTUALIZAR
BTL-100-084,"BUTLER CORTE TRADICIONAL 9 MM 6 un x 2,5 Kg","BUTLER CORTE TRADICIONAL 9 MM 6 un x 2,5 Kg. Papas prefritas congeladas Butler. Presentación caja de 15 kg (60 cajas por palet).","Papas congeladas Butler Corte Tradicional de 9 mm, presentadas en cajas de 2,5 kg con 6 unidades, ideales para fritura y acompañamientos en foodservice, garantizando una textura crujiente y un sabor uniforme en la preparación.",papas fritas|papas|papas congeladas,ACTUALIZAR
BTL-100-083,"BUTLER CORTE TRADICIONAL 9 MM 6 un x 2,0 Kg","BUTLER CORTE TRADICIONAL 9 MM 6 un x 2,0 Kg. Papas prefritas congeladas Butler. Presentación caja de 12 kg (75 cajas por palet).","Papas congeladas Butler Corte Tradicional de 9 mm, presentadas en cajas de 2,0 kg con 6 unidades, ideales para fritura y acompañamientos en foodservice, garantizando una textura crujiente y un sabor uniforme en la preparación.",papas fritas|papas|papas congeladas,ACTUALIZAR
BTL-100-082,"BUTLER CORTE FINO X 7 MM 8 un x 2,25 Kg","BUTLER CORTE FINO X 7 MM 8 un x 2,25 Kg. Papas prefritas congeladas Butler. Presentación caja de 18 kg (48 cajas por palet).","Papas congeladas Butler corte fino de 7 mm, presentadas en cajas de 8 unidades de 2,25 kg cada una, ideales para fritura y acompañamientos en foodservice, garantizando una textura crujiente y un sabor uniforme.",papas fritas|papas|fritas,ACTUALIZAR
LW-503,LAMB WESTON Dippers (canoas) 5 x 2 Kg,LAMB WESTON Dippers (canoas) 5 x 2 Kg. Papas prefritas congeladas Lamb Weston. Presentación caja de 10 kg (90 cajas por palet).,"Papas prefritas tipo Dippers de la marca Lamb Weston, presentadas en cajas de 10 kg (5 bolsas de 2 kg cada una), ideales para foodservice, con corte en forma de canoa, aptas para fritura y horneado.",papas fritas|papas canoas|dippers,ACTUALIZAR
LW-505-15K,LAMB WESTON Stealth Frites 9 15KG,LAMB WESTON Stealth Frites 9 15KG. Papas prefritas congeladas Lamb Weston. Presentación caja de 15 kg (90 cajas por palet).,"Papas prefritas Stealth Frites de Lamb Weston, presentadas en caja de 15 kg, con corte especial para una textura crujiente, ideales para foodservice y fritura en restaurantes y bares.",papas fritas|papas|fritas,ACTUALIZAR
LW-505-10K,LAMB WESTON Stealth Frites 9 mm 5 x 2 Kg,LAMB WESTON Stealth Frites 9 mm 5 x 2 Kg. Papas prefritas congeladas Lamb Weston. Presentación caja de 10 kg (90 cajas por palet).,"Papas prefritas Stealth Frites de 9 mm, presentadas en cajas de 10 kg que contienen 5 bolsas de 2 kg cada una, ideales para foodservice, con un corte especial que permite una cocción uniforme y crujiente.",papas fritas|papas|fritas,ACTUALIZAR
