pedido_ref,cliente_codigo,cliente_phone,cliente_razon_social,fecha,estado,total,notas,is_mock,es_pedido_abierto,lista_precios_id
P-00001,25001,5493587905250,Bar El Palacio,2026-03-01 08:00:00,confirmado,64622.24,Pedido historico mock - Bar El Palacio,true,false,2
P-00002,25001,5493587905250,Bar El Palacio,2026-03-18 09:19:07,entregado,5463.84,Pedido historico mock - Bar El Palacio,true,false,2
P-00003,25001,5493587905250,Bar El Palacio,2026-04-04 10:38:14,facturado,16526.25,Pedido historico mock - Bar El Palacio,true,false,2
P-00004,25002,5493582641213,Restó La Cañada,2026-03-08 11:11:23,entregado,19225.50,Pedido historico mock - Restó La Cañada,true,false,3
P-00005,25002,5493582641213,Restó La Cañada,2026-03-25 12:30:30,facturado,1919.46,Pedido historico mock - Restó La Cañada,true,false,3
P-00006,25002,5493582641213,Restó La Cañada,2026-08-03 08:00:00,confirmado,47949.25,Pedido historico mock - Restó La Cañada,true,false,3
P-00007,25003,5492991227644,Pizzería Güemes,2026-03-15 14:22:46,facturado,8524.61,Pedido historico mock - Pizzería Güemes,true,false,4
P-00008,25003,5492991227644,Pizzería Güemes,2026-08-05 09:07:00,confirmado,67208.18,Pedido historico mock - Pizzería Güemes,true,false,4
P-00009,25003,5492991227644,Pizzería Güemes,2026-04-18 16:00:00,entregado,4968.69,Pedido historico mock - Pizzería Güemes,true,false,4
P-00010,25004,5493418277249,Parrilla Don Toto,2026-03-22 17:33:09,confirmado,7801.65,Pedido historico mock - Parrilla Don Toto,true,false,1
P-00011,25004,5493418277249,Parrilla Don Toto,2026-04-08 08:52:16,entregado,69322.50,Pedido historico mock - Parrilla Don Toto,true,false,1
P-00012,25004,5493418277249,Parrilla Don Toto,2026-04-25 09:11:23,facturado,33614.74,Pedido historico mock - Parrilla Don Toto,true,false,1
P-00013,25005,5493587747641,Rotisería Nueva Córdoba,2026-03-29 10:44:32,entregado,87212.21,Pedido historico mock - Rotisería Nueva Córdoba,true,false,2
P-00014,25005,5493587747641,Rotisería Nueva Córdoba,2026-04-15 11:03:39,facturado,46696.98,Pedido historico mock - Rotisería Nueva Córdoba,true,false,2
P-00015,25005,5493587747641,Rotisería Nueva Córdoba,2026-08-07 10:14:00,confirmado,3216.48,Pedido historico mock - Rotisería Nueva Córdoba,true,false,2
P-00016,25006,5492614053074,Hostel Casa Naranja,2026-04-05 13:55:55,facturado,65933.73,Pedido historico mock - Hostel Casa Naranja,true,false,3
P-00017,25006,5492614053074,Hostel Casa Naranja,2026-08-10 11:21:00,confirmado,24371.88,Pedido historico mock - Hostel Casa Naranja,true,false,3
P-00018,25006,5492614053074,Hostel Casa Naranja,2026-05-09 15:33:09,entregado,65675.57,Pedido historico mock - Hostel Casa Naranja,true,false,3
P-00019,25007,5493514079279,Café de la Merced,2026-08-12 12:28:00,confirmado,204337.95,Pedido historico mock - Café de la Merced,true,false,4
P-00020,25007,5493514079279,Café de la Merced,2026-04-29 17:25:25,entregado,37478.70,Pedido historico mock - Café de la Merced,true,false,4
P-00021,25007,5493514079279,Café de la Merced,2026-05-16 08:44:32,facturado,31155.64,Pedido historico mock - Café de la Merced,true,false,4
P-00022,25008,5493876914178,Burger 25 de Mayo,2026-04-19 09:17:41,entregado,58679.60,Pedido historico mock - Burger 25 de Mayo,true,false,1
P-00023,25008,5493876914178,Burger 25 de Mayo,2026-05-06 10:36:48,facturado,34852.38,Pedido historico mock - Burger 25 de Mayo,true,false,1
P-00024,25008,5493876914178,Burger 25 de Mayo,2026-08-14 13:35:00,confirmado,2308.26,Pedido historico mock - Burger 25 de Mayo,true,false,1
P-00025,25009,5492617175545,Droguería San Martín,2026-04-26 12:28:04,facturado,978.47,Pedido historico mock - Droguería San Martín,true,false,2
P-00026,25009,5492617175545,Droguería San Martín,2026-08-17 14:42:00,confirmado,55786.12,Pedido historico mock - Droguería San Martín,true,false,2
P-00027,25009,5492617175545,Droguería San Martín,2026-05-30 14:06:18,entregado,37065.89,Pedido historico mock - Droguería San Martín,true,false,2
P-00028,25010,5493818437953,Limpieza El Bidón,2026-08-19 15:49:00,confirmado,5333.04,Pedido historico mock - Limpieza El Bidón,true,false,3
P-00029,25010,5493818437953,Limpieza El Bidón,2026-05-20 16:58:34,entregado,3086.49,Pedido historico mock - Limpieza El Bidón,true,false,3
P-00030,25010,5493818437953,Limpieza El Bidón,2026-03-06 17:17:41,facturado,64891.51,Pedido historico mock - Limpieza El Bidón,true,false,3
P-00031,25011,5493582132179,Hotel Windsor,2026-05-10 08:50:50,entregado,30518.38,Pedido historico mock - Hotel Windsor,true,false,4
P-00032,25011,5493582132179,Hotel Windsor,2026-05-27 09:09:57,facturado,11087.92,Pedido historico mock - Hotel Windsor,true,false,4
P-00033,25011,5493582132179,Hotel Windsor,2026-03-13 10:28:04,confirmado,171532.09,Pedido historico mock - Hotel Windsor,true,false,4
P-00034,25012,5493872845902,Heladería Grido Centro,2026-05-17 11:01:13,facturado,21064.00,Pedido historico mock - Heladería Grido Centro,true,false,1
P-00035,25012,5493872845902,Heladería Grido Centro,2026-03-03 12:20:20,confirmado,45725.26,Pedido historico mock - Heladería Grido Centro,true,false,1
P-00036,25012,5493872845902,Heladería Grido Centro,2026-03-20 13:39:27,entregado,4618.81,Pedido historico mock - Heladería Grido Centro,true,false,1
P-00037,25013,5492997670210,Bar La Vieja Usina,2026-08-21 16:56:00,confirmado,45228.11,Pedido historico mock - Bar La Vieja Usina,true,false,2
P-00038,25013,5492997670210,Bar La Vieja Usina,2026-03-10 15:31:43,entregado,210500.15,Pedido historico mock - Bar La Vieja Usina,true,false,2
P-00039,25013,5492997670210,Bar La Vieja Usina,2026-03-27 16:50:50,facturado,261802.58,Pedido historico mock - Bar La Vieja Usina,true,false,2
