numero,razon_social,nombre_contacto,phone_number,lista_precios_id,codigo,dia_de_visita,dia_de_entrega,direccion,vendedor_nombre,vendedor_idx,zona_idx,lat,lng,is_mock
1,Bar El Palacio,Bar El Palacio,5493587905250,2,1,lunes,martes,"Zona ZONA NOROESTE - Alto Alberdi - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,0,-31.407287,-64.212999,true
2,Restó La Cañada,Restó La Cañada,5493582641213,3,2,lunes,martes,"Zona ZONA NOROESTE - Alto Alberdi - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,0,-31.407326,-64.207102,true
3,Pizzería Güemes,Pizzería Güemes,5492991227644,4,3,lunes,martes,"Zona ZONA NOROESTE - Alto Alberdi - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,0,-31.407133,-64.213214,true
4,Parrilla Don Toto,Parrilla Don Toto,5493418277249,1,4,lunes,martes,"Zona ZONA NOROESTE - Alto Alberdi - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,0,-31.409891,-64.209587,true
5,Rotisería Nueva Córdoba,Rotisería Nueva Córdoba,5493587747641,2,5,lunes,martes,"Zona ZONA NOROESTE - Alto Alberdi - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,0,-31.410127,-64.2102,true
6,Hostel Casa Naranja,Hostel Casa Naranja,5492614053074,3,6,lunes,martes,"Zona ZONA NOROESTE - Alto Alberdi - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,0,-31.410889,-64.204039,true
7,Café de la Merced,Café de la Merced,5493514079279,4,7,lunes,martes,"Zona ZONA NOROESTE - Alto Alberdi - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,0,-31.410269,-64.204778,true
8,Burger 25 de Mayo,Burger 25 de Mayo,5493876914178,1,8,lunes,martes,"Zona ZONA NOROESTE - Alto Alberdi - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,0,-31.411634,-64.211514,true
9,Droguería San Martín,Droguería San Martín,5492617175545,2,9,lunes,martes,"Zona ZONA NOROESTE - Alto Alberdi - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,0,-31.406541,-64.205795,true
10,Limpieza El Bidón,Limpieza El Bidón,5493818437953,3,10,martes,miercoles,"Zona ZONA NORTE - Cerro de las Rosas - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,1,-31.411056,-64.19133,true
11,Hotel Windsor,Hotel Windsor,5493582132179,4,11,martes,miercoles,"Zona ZONA NORTE - Cerro de las Rosas - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,1,-31.405318,-64.186719,true
12,Heladería Grido Centro,Heladería Grido Centro,5493872845902,1,12,martes,miercoles,"Zona ZONA NORTE - Cerro de las Rosas - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,1,-31.411518,-64.183807,true
13,Bar La Vieja Usina,Bar La Vieja Usina,5492997670210,2,13,martes,miercoles,"Zona ZONA NORTE - Cerro de las Rosas - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,1,-31.407795,-64.192481,true
14,Restó Alcorta,Restó Alcorta,5493811657614,3,14,martes,miercoles,"Zona ZONA NORTE - Cerro de las Rosas - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,1,-31.411087,-64.189055,true
15,Pizzería Il Tano,Pizzería Il Tano,5492994145193,4,15,martes,miercoles,"Zona ZONA NORTE - Cerro de las Rosas - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,1,-31.412561,-64.184352,true
16,Parrilla El Rodeo,Parrilla El Rodeo,5493515971311,1,16,martes,miercoles,"Zona ZONA NORTE - Cerro de las Rosas - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,1,-31.407459,-64.192923,true
17,Rotisería Doña Rosa,Rotisería Doña Rosa,5492994228106,2,17,martes,miercoles,"Zona ZONA NORTE - Cerro de las Rosas - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,1,-31.41053,-64.190472,true
18,Hostel Palatino,Hostel Palatino,5492998718887,3,18,martes,miercoles,"Zona ZONA NORTE - Cerro de las Rosas - Córdoba capital, Córdoba, Argentina",Facundo Peralta,0,1,-31.408478,-64.185981,true
19,Café Costanera,Café Costanera,5492995028869,4,19,miercoles,jueves,"Zona ZONA NORESTE - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,2,-31.405849,-64.172868,true
20,Burger Chato,Burger Chato,5493517304254,1,20,miercoles,jueves,"Zona ZONA NORESTE - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,2,-31.405558,-64.167626,true
21,Droguería Colón,Droguería Colón,5493416986538,2,21,miercoles,jueves,"Zona ZONA NORESTE - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,2,-31.413162,-64.170123,true
22,Limpieza Clean Max Sur,Limpieza Clean Max Sur,5492619239862,3,22,miercoles,jueves,"Zona ZONA NORESTE - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,2,-31.411992,-64.169092,true
23,Hotel Amerian,Hotel Amerian,5493513952681,4,23,miercoles,jueves,"Zona ZONA NORESTE - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,2,-31.406961,-64.171758,true
24,Heladería Freddo Nueva Córdoba,Heladería Freddo Nueva Córdoba,5493414799650,1,24,miercoles,jueves,"Zona ZONA NORESTE - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,2,-31.411296,-64.169901,true
25,Bar El Papagayo,Bar El Papagayo,5492992500733,2,25,miercoles,jueves,"Zona ZONA NORESTE - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,2,-31.408572,-64.166186,true
26,Restó El Papagayo 2,Restó El Papagayo 2,5492615139305,3,26,miercoles,jueves,"Zona ZONA NORESTE - Nueva Córdoba - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,2,-31.411758,-64.168937,true
27,Pizzería Banchero,Pizzería Banchero,5492618861463,4,27,jueves,viernes,"Zona ZONA SUROESTE - Güemes - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,3,-31.431882,-64.206721,true
28,Parrilla La Estancia,Parrilla La Estancia,5493812941974,1,28,jueves,viernes,"Zona ZONA SUROESTE - Güemes - Córdoba capital, Córdoba, Argentina",Luciana Toledo,1,3,-31.431493,-64.209877,true
