codigo_producto,nombre,descripcion_original,descripcion_mejorada,alias_propuestos,accion
14745,CREATINA SIN SABOR 6X300G,"Alimentos y Almacén: CREATINA SIN SABOR 6X300G, x6 unidades por bulto.","Creatina monohidratada sin sabor, marca Star Nutrition, formato 300g.",creatina|suplemento|creatina sin sabor,ACTUALIZAR
10132,MENTHO PLUS MENTA 12X12X29.4G,"Caramelos mentolados sabor menta, marca Menthoplus, en envase de 29.4 g.","Caramelos con mentol y pectina sabor menta, marca Menthoplus.",caramelos|menta|menthoplus,ACTUALIZAR
10425,TOPLINE SEVEN VIOLET 36X16X14G,"Chicle de goma sabor cereza violeta, marca Topline, formato de 14g.","Chicle sin azúcar sabor cereza violeta, marca Topline, presentación en caja de 16 unidades.",chicle|goma de mascar|topline|topline seven,ACTUALIZAR
10918,TOPLINE SEVEN SANDIA 36x16x14.7G,"Chicle sabor sandía marca Topline Seven, presentación de 16 unidades.","Chicle sabor sandía, marca Topline Seven, formato de 14.7 g.",chicle|topline|topline seven|chicles,ACTUALIZAR
11090,MENTHO PLUS ACIDOS MANZANA 12X12X28G,"Caramelos ácidos sabor manzana, marca Menthoplus, presentación de 12 unidades de 28g.","Caramelo ácido sabor manzana, marca Mentho Plus, presentación de 12 unidades de 28g.",menthoplus|caramelo|pastillas|ácidos,ACTUALIZAR
11646,MOGUL EXTREME ROLLO 12X12X35G,"Gomitas tipo rollo sabor surtido, marca Mogul, presentación de 35 g por unidad.","Gomitas ácidas en rollo sabor frutal, marca Mogul, presentación de 12 unidades de 35g.",gomitas|gomitas mogul|gomitas ácidas|rollo de gomitas,ACTUALIZAR
11807,SIMPLE FIBRA 6X60UN,"Suplemento de fibra en pastillas de goma sabor frutos rojos, marca Simple.","Pastillas de goma sabor frutos rojos con fibra, marca Simple, envase de 60 unidades.",pastillas|gomas|suplemento|fibra,ACTUALIZAR
11808,SIMPLE VITALIDAD 6X60UN,"Suplemento vitamínico en pastillas goma sabor frutilla, marca Simple Bago.","Suplemento vitamínico en pastillas sabor frutos rojos, marca Arcor Bagó, 60 unidades.",pastillas|suplemento|vitaminas|minerales,ACTUALIZAR
12101,TOPLINE SEVEN ULTRA RED BERRY 12X12X24G,"Chicles sabor Red Berry, marca Topline, presentación de 12 unidades de 24g cada una.","Chicle sabor red berry, marca Topline, línea Seven Ultra, formato de 24g.",chicle|goma de mascar|topline|seven ultra,ACTUALIZAR
12102,TOPLINE SEVEN ULTRA CLEAN MINT 12X12X24G,"Chicle sabor menta limpia, marca Topline, formato 24 g, pack de 12 unidades.","Chicle sabor menta limpia, marca Topline Seven, formato pack de 12 unidades de 24 g.",chicle|menta|topline|topline seven,ACTUALIZAR
12228,BROWNIE AGUILA 12x425G,"Alimentos y Almacén: BROWNIE AGUILA 12x425G, x12 unidades por bulto.","Mezcla para brownie marca Águila, formato 425g, rinde 12 porciones.",brownie|mezcla para brownie|pastelito de chocolate,ACTUALIZAR
12230,TORTA AGUILA 12x450G,"Alimentos y Almacén: TORTA AGUILA 12x450G, x12 unidades por bulto.","Premezcla para torta húmeda sabor chocolate, marca Águila, presentación de 450 gramos.",torta|premezcla|torta húmeda|torta de chocolate,ACTUALIZAR
12279,MASTICABLES CRAZY 10X800G,"Caramelo masticable sabor tutti frutti, marca Arcor, presentación de 800 g.","Caramelo masticable sabor tutti frutti, marca Crazy, formato 800g.",caramelo|caramelos|masticables|caramelos masticables,ACTUALIZAR
12334,TOPLINE SEVEN MENTHOL 36X16X14G,"Chicle sin azúcar sabor mentol, marca Topline, presentación de 16 unidades de 14g.","Chicle sin azúcar sabor mentol, marca Topline Seven, formato de 14 g por unidad.",chicle|goma de mascar|mentol,ACTUALIZAR
12385,CHUPUTIN EXTREME DUO 12x24x18G,"Chupetín ácido sabor frutilla y limón, marca Mister Pops, formato 18 g.","Chupetín ácido sabor frutilla y cereza, marca Mr. Pops, formato 18g.",chupetin|chupetines|chupetines mr pops|chupetin extreme duo,ACTUALIZAR
12567,SIMPLE VITALIDAD DOY PACK 12X28UN,"Suplemento vitamínico en gomitas sabor frutilla, marca Simple Vitalidad, pack de 12x28 unidades.","Suplemento nutricional en gomitas sabor frutilla, marca Bago, formato doypack.",gomitas|vitaminas|suplemento|doypack,ACTUALIZAR
12569,SIMPLE FIBRA DOY PACK 12X28UN,"Suplemento de fibra en doypack sabor frutos rojos, marca Bago.","Pastillas de goma sabor frutos rojos, marca Simple, presentación doy pack 12x28 unidades.",pastillas|goma|suplemento|fibra,ACTUALIZAR
12604,PIZZA SIN TACC 12X500G,"Alimentos y Almacén: PIZZA SIN TACC 12X500G, x12 unidades por bulto.","Pizza sin TACC, premezcla de 500 gramos, marca Arcor.",premezcla de pizza|pizza sin gluten|pizza sin tacc,ACTUALIZAR
12605,ÑOQUIS PAPA SIN TACC 12X400G,"Alimentos y Almacén: ÑOQUIS PAPA SIN TACC 12X400G, x12 unidades por bulto.","Ñoquis de papa sin TACC, marca no especificada, presentación de 400g.",ñoquis|ñoquis de papa,ACTUALIZAR
12696,MEMBRILLO LC ESTUCHE 12X500G,"Alimentos y Almacén: MEMBRILLO LC ESTUCHE 12X500G, x12 unidades por bulto.","Dulce de membrillo LC, estuche de 12 unidades de 500g cada una.",membrillo|dulce de membrillo|dulce|mermelada de membrillo,ACTUALIZAR
12698,MEMBRILLO LC LATA 12X700G,"Alimentos y Almacén: MEMBRILLO LC LATA 12X700G, x12 unidades por bulto.","Membrillo en lata 700g, marca LC.",membrillo|dulce de membrillo,ACTUALIZAR
12700,MEMBRILLO LC LATA X5KG,"Alimentos y Almacén: MEMBRILLO LC LATA X5KG, x2 unidades por bulto.","Dulce de membrillo en lata, marca LC, formato 5 kg.",membrillo|dulce de membrillo|lata de membrillo,ACTUALIZAR
12701,BATATA LC LATA 2x5KG,"Alimentos y Almacén de línea Arcor: BATATA LC LATA 2x5KG, presentación mayorista.","Dulce de batata sabor chocolate, marca Arcor, en lata de 5 kg.",dulce de batata|batata|dulce de batata con chocolate,ACTUALIZAR
13023,MOGUL OSO EXTREME 12X10X50G,"Gomitas ácidas sabor frutales en forma de oso, marca Mogul, 50 g.","Gomitas en forma de oso sabor frutilla, marca Mogul, 50g.",gomitas|ositos|gominolas,ACTUALIZAR
13024,MOGUL SANDIA EXTREME 12X10X50G,"Gomitas sabor sandía, marca Mogul, formato de 50 g, paquete de 12 unidades.","Gomitas ácidas sabor sandía, marca Mogul, formato de 50 g.",gomitas|gomitas ácidas|gomitas mogul|gomitas sandía,ACTUALIZAR
13056,BOMBON COFLER BLOCK 20X16X16G,"Bombón Cofler Block sabor chocolate, presentación de 20 unidades de 16g cada una.","Bombón de chocolate en mini tableta, marca Cofler Block, presentación de 20 unidades de 16g.",bombones|chocolates|cofler|cofler block,ACTUALIZAR
