product_code,nombre,is_mock,en_gev,en_gonzales,almaro_umv,almaro_umv_tipo,almaro_upb,gonzales_umv,gonzales_umv_tipo,gonzales_upb,accion
10673,CARAM MAST FRUTALES 10X880G,False,True,True,unidades,unidad,1,UNIDAD,unidad,10,copiar_umv_gev
11645,GOMITAS DINOS12X12X30 GRS,False,True,True,unidades,unidad,1,DISPLAY,display,12,copiar_umv_gev
11784,MOGUL OSO EXTREME 16X200 GRS,False,True,True,unidades,unidad,1,UNIDAD,unidad,16,copiar_umv_gev
11949,CHUP.MR.P.EVOL.P.LENG 12X24X18G,False,True,True,unidades,unidad,1,DISPLAY,display,12,copiar_umv_gev
12110,MOGUL SANDIAS 6X500G,False,True,True,unidades,unidad,1,UNIDAD,unidad,6,copiar_umv_gev
12188,POSTRE ALMENDRADO 6UX675G,False,True,True,unidades,unidad,1,UNIDAD,unidad,6,copiar_umv_gev
12192,PALITO CINDOR 24U X 50G,False,True,True,unidades,unidad,1,BULTO,unidad,1,copiar_umv_gev
12343,SALADIX KESITOS 20X70G,False,True,True,unidades,unidad,1,UNIDAD,unidad,20,copiar_umv_gev
12452,TOSTADAS CRIO SIN SAL 18X195G,False,True,True,unidades,unidad,1,UNIDAD,unidad,18,copiar_umv_gev
12498,SALADIX PAPAS ORIGINAL 20X95G,False,True,True,unidades,unidad,1,UNIDAD,unidad,20,copiar_umv_gev
12501,SALADIX PAPAS BARBAC 20X58G,False,True,True,unidades,unidad,1,UNIDAD,unidad,20,copiar_umv_gev
12505,SALADIX PAPAS CHEDDA 20X58G,False,True,True,unidades,unidad,1,UNIDAD,unidad,20,copiar_umv_gev
12891,MOGUL EUCALIPTUS 16X220G.,False,True,True,unidades,unidad,1,UNIDAD,unidad,16,copiar_umv_gev
12960,SALADIX PAPA CRE/CEBO.20X58GB,False,True,True,unidades,unidad,1,UNIDAD,unidad,20,copiar_umv_gev
12995,ATUN.DESMEN.NATURAL.LC.24X170G,False,True,True,unidades,unidad,1,UNIDAD,unidad,24,copiar_umv_gev
13010,MOGUL RODAJAS ACIDAS 12X10X50G,False,True,True,unidades,unidad,1,DISPLAY,display,12,copiar_umv_gev
13011,MOGUL EUCALIPTUS 12X10X50G,False,True,True,unidades,unidad,1,UNIDAD,unidad,12,copiar_umv_gev
13012,MOGUL FRUTALES 12X10X50G,False,True,True,unidades,unidad,1,DISPLAY,display,12,copiar_umv_gev
13025,MOGUL TUTTI FRUTTI 12X10X50G,False,True,True,unidades,unidad,1,DISPLAY,display,12,copiar_umv_gev
13287,MOGUL OSITOS 24X150G,False,True,True,unidades,unidad,1,UNIDAD,unidad,24,copiar_umv_gev
13339,BARRA COFL MANI 6X20X45G,False,True,True,unidades,unidad,1,UNIDAD,unidad,20,copiar_umv_gev
13393,TOPLINE 7 TURBO MINT 12X125G,False,True,True,unidades,unidad,1,DISPLAY,display,12,copiar_umv_gev
13402,MOGUL CONITOS YOGUS 6X500G,False,True,True,unidades,unidad,1,UNIDAD,unidad,6,copiar_umv_gev
13424,GAJITOS 36X140G,False,True,True,unidades,unidad,1,DISPLAY,display,36,copiar_umv_gev
13465,TABL CH BCO/MANI ARC 6x14x95gr,False,True,True,unidades,unidad,1,UNIDAD,unidad,84,copiar_umv_gev
13466,TABL CH LE/BCO ARCOR 6x14x95gr,False,True,True,unidades,unidad,1,UNIDAD,unidad,84,copiar_umv_gev
13467,TAB S.A 50% CACAO AR 6x14x95gr,False,True,True,unidades,unidad,1,UNIDAD,unidad,84,copiar_umv_gev
13478,SPAGHETTI ARCOR 20X500G,False,True,True,unidades,unidad,1,UNIDAD,unidad,20,copiar_umv_gev
13539,HEL.GELATO BC FRUTILLA 6UX300G,False,True,True,unidades,unidad,1,UNIDAD,unidad,6,copiar_umv_gev
13621,CER.BAGLEY AVENA C 30X155G,False,True,True,unidades,unidad,1,UNIDAD,unidad,30,copiar_umv_gev
13622,CER.BAGLEY ARROZ C 30X181G,False,True,True,unidades,unidad,1,UNIDAD,unidad,30,copiar_umv_gev
13623,CER.BAGLEY MAIZ C 30X189G,False,True,True,unidades,unidad,1,UNIDAD,unidad,30,copiar_umv_gev
13626,CER.BAGLEY SALVA.S/S C 36X169G,False,True,True,unidades,unidad,1,UNIDAD,unidad,36,copiar_umv_gev
13691,CEREALES BAG AVENA 10X3X155G,False,True,True,unidades,unidad,1,UNIDAD,unidad,10,copiar_umv_gev
13792,TL SEVEN BUB.FUN 36X16X14G,False,True,True,unidades,unidad,1,DISPLAY,display,36,copiar_umv_gev
14186,MOGUL JELLY BEANS 24X150G,False,True,True,unidades,unidad,1,UNIDAD,unidad,24,copiar_umv_gev
14230,"CH TOP LINE MENTA 24 X 20 X 6,7G",False,True,True,unidades,unidad,1,DISPLAY,display,480,copiar_umv_gev
14234,CODITO.ARCOR.MS.15X500G,False,True,True,unidades,unidad,1,UNIDAD,unidad,15,copiar_umv_gev
14363,ALF.COFLER BLOCK 16X6x40.7g,False,True,True,unidades,unidad,1,DISPLAY,display,16,copiar_umv_gev
14364,ALFAJOR COFLER MOUSSE 40X40 G.,False,True,True,unidades,unidad,1,UNIDAD,unidad,40,copiar_umv_gev
14381,OBLEA COFLER CHO - V 36x91gr,False,True,True,unidades,unidad,1,DISPLAY,display,36,copiar_umv_gev
14382,OBLEA COFLER VAI - C 36X91GR,False,True,True,unidades,unidad,1,DISPLAY,display,36,copiar_umv_gev
14443,JG.PV.BC.LI.FTS.ROJ.16X18X6.5GR,False,True,True,unidades,unidad,1,DISPLAY,display,16,copiar_umv_gev
14444,JG.PV.BC.LIM.JENG.16x18x6.5gr,False,True,True,unidades,unidad,1,DISPLAY,display,16,copiar_umv_gev
14677,MOGUL BANANITAS 12X12X30G,False,True,True,unidades,unidad,1,DISPLAY,display,12,copiar_umv_gev
14736,CAR B.TOFF D LECHE RELL CHOCO 810 GR,False,True,True,unidades,unidad,1,DISPLAY,display,6,copiar_umv_gev
14737,CAR B.TOF D LECHE RELLCH 140G,False,True,True,unidades,unidad,1,DISPLAY,display,36,copiar_umv_gev
14775,SAL FLAMES EXTRA PICANT 20X60G,False,True,True,unidades,unidad,1,UNIDAD,unidad,20,copiar_umv_gev
14778,SALADIX HORN PICANTE 8X6X30 GR,False,True,True,unidades,unidad,1,UNIDAD,unidad,48,copiar_umv_gev
15044,BEBIDA MULTIFRUTA ARCOR 12 X 1L,False,True,True,unidades,unidad,1,UNIDAD,unidad,12,copiar_umv_gev
15073,ROCKLETS P. BUTTER 12 X 18 X 40G,False,True,True,unidades,unidad,1,DISPLAY,display,216,copiar_umv_gev
15147,ALF. AGUILA DORADO 36x50gr,False,True,True,unidades,unidad,1,UNIDAD,unidad,36,copiar_umv_gev
15267,CABALLA AL.NAT.WA.LC 24X300G,False,True,True,unidades,unidad,1,UNIDAD,unidad,24,copiar_umv_gev
15315,PAPA FR.CHEDDAR 30X72GR,False,True,True,unidades,unidad,1,UNIDAD,unidad,30,copiar_umv_gev
15343,FORMIS VAI-FRU 36 X 90G,False,True,True,unidades,unidad,1,UNIDAD,unidad,36,copiar_umv_gev
15344,FORMIS CHO-DDL 36 X 90G,False,True,True,unidades,unidad,1,UNIDAD,unidad,36,copiar_umv_gev
15345,FORMIS CHO - VAI 36 X 90G,False,True,True,unidades,unidad,1,UNIDAD,unidad,36,copiar_umv_gev
15346,FORMIS VAI - CHO 36 X 90G,False,True,True,unidades,unidad,1,UNIDAD,unidad,36,copiar_umv_gev
15347,FORMIS VAI-FRU 36 X 54G,False,True,True,unidades,unidad,1,UNIDAD,unidad,36,copiar_umv_gev
15348,FORMIS CHO - DDL 36 X 54G,False,True,True,unidades,unidad,1,UNIDAD,unidad,36,copiar_umv_gev
15350,FORMIS VAI-CHO 36 X 54G,False,True,True,unidades,unidad,1,UNIDAD,unidad,36,copiar_umv_gev
15372,SERRANAS SANDW. 16X3X108G,False,True,True,unidades,unidad,1,DISPLAY,display,16,copiar_umv_gev
15388,BONOBON DUBAI 16 X 18 X 16.5G,False,True,True,unidades,unidad,1,DISPLAY,display,288,copiar_umv_gev
15395,MOGUL 360 PELAB MGO. 12 X 12 X 61G,False,True,True,unidades,unidad,1,DISPLAY,display,144,copiar_umv_gev
15401,MOGUL 360 OSITO 4D 12X12X61G,False,True,True,unidades,unidad,1,DISPLAY,display,144,copiar_umv_gev
15421,BEBIDA NARANJA BC 12X1L NF,False,True,True,unidades,unidad,1,UNIDAD,unidad,12,copiar_umv_gev
15422,BEBIDA MANZANA BC 12X1L NF,False,True,True,unidades,unidad,1,UNIDAD,unidad,12,copiar_umv_gev
15423,BEBIDA MULTIFRUTA BC 12X1L NF,False,True,True,unidades,unidad,1,UNIDAD,unidad,12,copiar_umv_gev
15449,RAMEN ARCOR SABOR CAMARON 24X65G,False,True,True,unidades,unidad,1,UNIDAD,unidad,24,copiar_umv_gev
15464,TABL BOB BCA 2 ALVEOL 4 X 16 X 48G,False,True,True,unidades,unidad,1,DISPLAY,display,64,copiar_umv_gev
15471,COFLER AVELLANAS 2 X 18 X 140G,False,True,True,unidades,unidad,1,DISPLAY,display,36,copiar_umv_gev
15483,CAR. B. TOFFEES PISTACHO 8 X 648G,False,True,True,unidades,unidad,1,UNIDAD,unidad,8,copiar_umv_gev
15485,HOGAREÑAS SALVADO 12X3X185G,False,True,True,unidades,unidad,1,DISPLAY,display,12,copiar_umv_gev
15486,HOGAREÑAS SALVADO 36X185G,False,True,True,unidades,unidad,1,UNIDAD,unidad,36,copiar_umv_gev
15495,RAMEN ARCOR SABOR VEGETALES 24X65G,False,True,True,unidades,unidad,1,UNIDAD,unidad,24,copiar_umv_gev
15535,BOB BITES DOY PACK 15 X 130G,False,True,True,unidades,unidad,1,UNIDAD,unidad,15,copiar_umv_gev
15544,ROLLO MOGUL BARRIES 12X12X35G,False,True,True,unidades,unidad,1,DISPLAY,display,144,copiar_umv_gev
15545,RAMEN ARCOR SABOR CARNE 24X56G,False,True,True,unidades,unidad,1,UNIDAD,unidad,24,copiar_umv_gev
15549,BARRITA AGUILA PISTACHO 24X40G,False,True,True,unidades,unidad,1,UNIDAD,unidad,24,copiar_umv_gev
2596,MOGUL DIENTES 24X150 GRS,False,True,True,unidades,unidad,1,UNIDAD,unidad,24,copiar_umv_gev
3612,CH.TL7 ATM.STRONG 36X16X14G,False,True,True,unidades,unidad,1,DISPLAY,display,36,copiar_umv_gev
3870,SALADIX PIZZA 8X6X30G,False,True,True,unidades,unidad,1,DISPLAY,display,8,copiar_umv_gev
0000,Saldos Iniciales,False,True,False,unidades,unidad,1,,,,ok
0102,SUGUS MAX ANANA 12X70X7.5g.,False,True,False,unidades,unidad,1,,,,ok
0104,SUGUS MAX FRUTILLA 1,False,True,False,unidades,unidad,1,,,,ok
0105,SUGUS MAX TUT.FRUTTI 12X70X7.5,False,True,False,unidades,unidad,1,,,,ok
0236,DULCE DE LECHE LIBRE GLUTEN 12X450 GRS,False,True,False,unidades,unidad,1,,,,ok
0241,TOMATE PEL.PERIT.ENT LC 2X12X400 GR,False,True,False,unidades,unidad,1,,,,ok
0296,PULPA TOMATE LC 12 X 520 GRS,False,True,False,unidades,unidad,1,,,,ok
0402,Miel de Abejas - Flores de Lie,False,True,False,unidades,unidad,1,,,,ok
0560,SUGUS CONFITADO 30 X 50 Gr.,False,True,False,unidades,unidad,1,,,,ok
0606,SUGUS PLEGADO FRUTALES 36X150G,False,True,False,unidades,unidad,1,,,,ok
0936,ATUN AL NATURAL LC 24X170 GRS,False,True,False,unidades,unidad,1,,,,ok
0942,ATUN ACEITE OLIVA LC 24X170 G,False,True,False,unidades,unidad,1,,,,ok
0945,ATUN SALSA TOMATE LC 24X170 G,False,True,False,unidades,unidad,1,,,,ok
0956,CABALLA NATURAL 24X 300 GRS,False,True,False,unidades,unidad,1,,,,ok
0958,(606)CABALLA TOMATE 24X300 GRS,False,True,False,unidades,unidad,1,,,,ok
10000,CMD 001 (CAJAS NAVIDEÑAS MED),False,True,False,unidades,unidad,1,,,,ok
10001,CAJA NAVIDEÑA MEDIANA,False,True,False,unidades,unidad,1,,,,ok
10006,CITOS BON O BON 12X14X40 G,False,True,False,unidades,unidad,1,,,,ok
10007,CITOS COFLER LECHE 1,False,True,False,unidades,unidad,1,,,,ok
10008,CITOS AGUILA MENTA 1,False,True,False,unidades,unidad,1,,,,ok
10009,CITOS AGUILA PASAS 1,False,True,False,unidades,unidad,1,,,,ok
10017,OBLEA RELL TORTUGUIT,False,True,False,unidades,unidad,1,,,,ok
10018,OBLEA OPERA BAÑADA 8,False,True,False,unidades,unidad,1,,,,ok
10021,CHOCO LECHE RELL BOB,False,True,False,unidades,unidad,1,,,,ok
10022,CHOC LECH COFLER SUP,False,True,False,unidades,unidad,1,,,,ok
10023,CHOC LECH COFLER SUP,False,True,False,unidades,unidad,1,,,,ok
