product_code,nombre,lista_precios_id,lista_nombre,erp_list_id,precio_unidad,precio_redondeado_2
0102,SUGUS MAX ANANA 12X70X7.5g.,6,arcorencasa,CASA,6086.386393999999199877493083477020263671875,6086.39
0104,SUGUS MAX FRUTILLA 1,6,arcorencasa,CASA,6086.386393999999199877493083477020263671875,6086.39
0105,SUGUS MAX TUT.FRUTTI 12X70X7.5,6,arcorencasa,CASA,6086.386393999999199877493083477020263671875,6086.39
0236,DULCE DE LECHE LIBRE GLUTEN 12X450 GRS,6,arcorencasa,CASA,4822.112207000000125844962894916534423828125,4822.11
0241,TOMATE PEL.PERIT.ENT LC 2X12X400 GR,6,arcorencasa,CASA,1183.550367999999934909283183515071868896484375,1183.55
0296,PULPA TOMATE LC 12 X 520 GRS,6,arcorencasa,CASA,893.4690819999999575884430669248104095458984375,893.47
0560,SUGUS CONFITADO 30 X 50 Gr.,6,arcorencasa,CASA,1096.314449999999851570464670658111572265625,1096.31
0606,SUGUS PLEGADO FRUTALES 36X150G,6,arcorencasa,CASA,1683.8320069999999759602360427379608154296875,1683.83
0936,ATUN AL NATURAL LC 24X170 GRS,6,arcorencasa,CASA,2527.9445839999998497660271823406219482421875,2527.94
0942,ATUN ACEITE OLIVA LC 24X170 G,6,arcorencasa,CASA,253.278409999999979618223733268678188323974609375,253.28
0945,ATUN SALSA TOMATE LC 24X170 G,6,arcorencasa,CASA,442.90815800000001445368980057537555694580078125,442.91
0956,CABALLA NATURAL 24X 300 GRS,6,arcorencasa,CASA,1624.73572800000010829535312950611114501953125,1624.74
0958,(606)CABALLA TOMATE 24X300 GRS,6,arcorencasa,CASA,220.76583099999999149076757021248340606689453125,220.77
10000,CMD 001 (CAJAS NAVIDEÑAS MED),6,arcorencasa,CASA,171.55198500000000194631866179406642913818359375,171.55
10001,CAJA NAVIDEÑA MEDIANA,6,arcorencasa,CASA,424.50248500000003559762262739241123199462890625,424.50
10006,CITOS BON O BON 12X14X40 G,6,arcorencasa,CASA,40.3692300000000017234924598596990108489990234375,40.37
10007,CITOS COFLER LECHE 1,6,arcorencasa,CASA,20.02525800000000089085006038658320903778076171875,20.03
10008,CITOS AGUILA MENTA 1,6,arcorencasa,CASA,20.02525800000000089085006038658320903778076171875,20.03
10009,CITOS AGUILA PASAS 1,6,arcorencasa,CASA,20.02525800000000089085006038658320903778076171875,20.03
10017,OBLEA RELL TORTUGUIT,6,arcorencasa,CASA,165.689292999999992161974660120904445648193359375,165.69
10018,OBLEA OPERA BAÑADA 8,6,arcorencasa,CASA,106.2727269999999890615072217769920825958251953125,106.27
1002,CEREAL MIX PASION CHOCOLATE 6x20x26G,6,arcorencasa,CASA,687.8306710000000521176843903958797454833984375,687.83
10021,CHOCO LECHE RELL BOB,6,arcorencasa,CASA,122.7483289999999982455847202800214290618896484375,122.75
10022,CHOC LECH COFLER SUP,6,arcorencasa,CASA,122.7483289999999982455847202800214290618896484375,122.75
10023,CHOC LECH COFLER SUP,6,arcorencasa,CASA,122.7483289999999982455847202800214290618896484375,122.75
10024,CHOC BCO COFLER SUPR,6,arcorencasa,CASA,122.7483289999999982455847202800214290618896484375,122.75
10025,CHOC BCO COFLER SUPR,6,arcorencasa,CASA,122.7483289999999982455847202800214290618896484375,122.75
1003,BARRA CEREAL MIX PAS. CHOC 32X6X26G,6,arcorencasa,CASA,350.180170999999972991645336151123046875,350.18
10030,RUMBA BANANA SPLIT 3,6,arcorencasa,CASA,13.790853999999999501824277103878557682037353515625,13.79
10032,SALADIX MAX JAM-80G,6,arcorencasa,CASA,23.86761299999999863530319998972117900848388671875,23.87
10033,REX TUBO 28X75G,6,arcorencasa,CASA,500.589463000000023384927771985530853271484375,500.59
10044,MAST. ZOO SALVAJE 12X498 G,6,arcorencasa,CASA,3836.88894599999957790714688599109649658203125,3836.89
10048798,EXH. CABSHA CAJA DE MADERA,6,arcorencasa,CASA,0.04839999999999999857891452847979962825775146484375,0.05
10053,CH.TOPLINE UVA 30X20,6,arcorencasa,CASA,101.7070340000000072677721618674695491790771484375,101.71
10054,CH.TL7 X-POMELO 36X1,6,arcorencasa,CASA,147.756971999999990430296747945249080657958984375,147.76
10055,CH. TL7 AQUA 36X16X,6,arcorencasa,CASA,134.988326000000000703948899172246456146240234375,134.99
10056,"CH.TL7 AQUA LIMONAD,,",6,arcorencasa,CASA,147.08409100000000080399331636726856231689453125,147.08
10057,MENTHO PLUS SIN AZUCAR STRONG 12x12x26.6G,6,arcorencasa,CASA,7478.2184179999994739773683249950408935546875,7478.22
10061,CH.NG.MAX.T.F.-FLLA1,6,arcorencasa,CASA,140.41674899999998160637915134429931640625,140.42
10063315,EXH. ROCKLETS 3 ESTAN.MICROC,6,arcorencasa,CASA,0.04839999999999999857891452847979962825775146484375,0.05
10067,CHI.GLOBO BEN 10 T.F,6,arcorencasa,CASA,69.421693000000004758476279675960540771484375,69.42
10068,CBOY.M.VIL.FAV.MTA.1,6,arcorencasa,CASA,63.69427899999999453939381055533885955810546875,63.69
10069,CBOY.M.VIL.FAV.FTA.1,6,arcorencasa,CASA,63.69427899999999453939381055533885955810546875,63.69
10070,"CHIC.GLOBO BEN 10 3,",6,arcorencasa,CASA,63.69427899999999453939381055533885955810546875,63.69
10071,CBOY.H.KITTY 13 T.FR,6,arcorencasa,CASA,77.6960360000000065383574110455811023712158203125,77.70
10081,MR. POP S EVOL. FRUT,6,arcorencasa,CASA,45.77659899999999737474354333244264125823974609375,45.78
10085,CH. TL7 X.MINT 88X4X14G,6,arcorencasa,CASA,180.2464400000000068757799454033374786376953125,180.25
10088,CH TL FUSION FRUTAL 30x20x6.7 G,6,arcorencasa,CASA,130.59759900000000243380782194435596466064453125,130.60
1009,ROCKLETS CHICO 12X24X20G,6,arcorencasa,CASA,633.9350930000000516884028911590576171875,633.94
10093,MR.POPS GLITTS 12 X,6,arcorencasa,CASA,58.86662100000000208410710911266505718231201171875,58.87
10094,CHU.M.POP.SUP.FTAL.S,6,arcorencasa,CASA,65.052987999999999146893969736993312835693359375,65.05
10096,TABL.MANI DISNEY 4X4,6,arcorencasa,CASA,5.7703690000000005255742507870309054851531982421875,5.77
10097,TURR.MANI ARCOR 4X28,6,arcorencasa,CASA,7.49352999999999891400648266426287591457366943359375,7.49
1009800,EXHIBIDOR CARTON JUGOS ARCOR,6,arcorencasa,CASA,0.04839999999999999857891452847979962825775146484375,0.05
1009801,EXH JUGOS BC/ARCOR,6,arcorencasa,CASA,0.120999999999999996447286321199499070644378662109375,0.12
10099,CROC.ALM.SEM.Y PASAS,6,arcorencasa,CASA,53.62768399999999502369973924942314624786376953125,53.63
10105,B.TOFF BON O BON 6X959G,6,arcorencasa,CASA,201.370740999999981113433022983372211456298828125,201.37
10106,MP EX-STRONG 12X12X3,6,arcorencasa,CASA,64.4208840000000009240466170012950897216796875,64.42
10107,CAR.MP CRX BERRIES 12X12X8UN,6,arcorencasa,CASA,371.1601190000000087820808403193950653076171875,371.16
10108,CAR.MP CRX FRUTIL.12X12X8UN,6,arcorencasa,CASA,371.1503179999999701976776123046875,371.15
10110,MOGUL GRANEL 36 X 150 GR,6,arcorencasa,CASA,107.4245260000000001809894456528127193450927734375,107.42
101111,RASPADITA MENTHO PLUS,6,arcorencasa,CASA,0.08058600000000000485034234998238389380276203155517578125,0.08
10113,TAB.HAMLET WAY 12X21UN.X30GR,6,arcorencasa,CASA,12660.022484999999505816958844661712646484375,12660.02
10116,COPA COFLER SUPREME,6,arcorencasa,CASA,500.55509899999998424391378648579120635986328125,500.56
10117,COPA AGUILA CHOCOLAT,6,arcorencasa,CASA,500.55509899999998424391378648579120635986328125,500.56
10118,COPA L.CAMP FRUTILLA,6,arcorencasa,CASA,500.55509899999998424391378648579120635986328125,500.56
10119,CONO COFLER 3 14U X,6,arcorencasa,CASA,788.3721119999999018546077422797679901123046875,788.37
10120,COFLER EXTRA MARROC,6,arcorencasa,CASA,750.832830000000058134901337325572967529296875,750.83
10121,HELADO ALFAJOR NEGRO,6,arcorencasa,CASA,377.9374500000000125510268844664096832275390625,377.94
10125,ENSALADA ATUN CALIFO,6,arcorencasa,CASA,58.6944380000000052177711040712893009185791015625,58.69
10126,ENSALADA ATUN MEXICA,6,arcorencasa,CASA,58.6944380000000052177711040712893009185791015625,58.69
10127,ENS ATUN MEDITERRANE,6,arcorencasa,CASA,58.6944380000000052177711040712893009185791015625,58.69
10127802,EXH. CANDY BARS,6,arcorencasa,CASA,0.04839999999999999857891452847979962825775146484375,0.05
10128,MENTHO PLUS MENTHOL 12X12X29.4G,6,arcorencasa,CASA,4987.619032000000515836291015148162841796875,4987.62
10129,MENTHO PLUS CHERRY 12X12X29.4G,6,arcorencasa,CASA,4987.619032000000515836291015148162841796875,4987.62
10130,MENTHO PLUS STRONG 12X12X29.4G,6,arcorencasa,CASA,4987.619032000000515836291015148162841796875,4987.62
10131,MENTHO PLUS MIEL 12X12X29.4G,6,arcorencasa,CASA,4987.619032000000515836291015148162841796875,4987.62
10132,MENTHO PLUS MENTA 12X12X29.4G,6,arcorencasa,CASA,4987.619032000000515836291015148162841796875,4987.62
10136,CAR.MP C+ LIMÓN 12X1,6,arcorencasa,CASA,92.51200199999999540523276664316654205322265625,92.51
10136822,EXHIB. COFLER MICRO.NUEVO,6,arcorencasa,CASA,0.04839999999999999857891452847979962825775146484375,0.05
10136837,EXH. TOFI MICRO. NUEVO,6,arcorencasa,CASA,0.04839999999999999857891452847979962825775146484375,0.05
10141,JG.PV.BC.MANZ.VERDE.,6,arcorencasa,CASA,118.0705899999999957117324811406433582305908203125,118.07
10145,CAR.BC FRUTILLA 24X6,6,arcorencasa,CASA,92.941430999999994355675880797207355499267578125,92.94
10146,TAB.HAMLET ALMEN/MANI 8X21X45G,6,arcorencasa,CASA,17882.43306300000040209852159023284912109375,17882.43
10147,TAB.HAMLET LEC/COKIES 8X21X45G,6,arcorencasa,CASA,17882.43306300000040209852159023284912109375,17882.43
10148,TAB.HAMLET CHOCOLATOS.8X21X43G,6,arcorencasa,CASA,17882.43306300000040209852159023284912109375,17882.43
10149,TAB.HAMLET BCO/COOKIE 8X21X48G,6,arcorencasa,CASA,17882.43306300000040209852159023284912109375,17882.43
10150,TAB.HAMLET YOGHU.FRUT.8X21X43G,6,arcorencasa,CASA,17882.43306300000040209852159023284912109375,17882.43
10150073,EXH. BOB MOSTRADOR,6,arcorencasa,CASA,0.04839999999999999857891452847979962825775146484375,0.05
10152,COMB.JARRA.JUG.BC.30,6,arcorencasa,CASA,3.41522499999999951114659779705107212066650390625,3.42
10153,COMB.JARRA.JUG.ARC.3,6,arcorencasa,CASA,39.02189499999999355850377469323575496673583984375,39.02
10157,JUG.PV.BC.MANDARINA.16X18X9GR,6,arcorencasa,CASA,268.16685499999999819920049048960208892822265625,268.17
10160,MR.POP.EVOLUTION FRT,6,arcorencasa,CASA,72.47827399999999897772795520722866058349609375,72.48
10161,CHUP.MR.POP.EVOL.SRT,6,arcorencasa,CASA,108.9208119999999979654603521339595317840576171875,108.92
10163,GOMAS MOGUL ORE.NAR,6,arcorencasa,CASA,197.110089000000016312696970999240875244140625,197.11
10164,GOMAS BANANITAS MOGU,6,arcorencasa,CASA,186.55005599999998366911313496530055999755859375,186.55
10165,GOMAS BANANITAS MOGU,6,arcorencasa,CASA,103.4016390000000029658622224815189838409423828125,103.40
10166,MOGUL HELLO KITTY 12,6,arcorencasa,CASA,93.360816999999997278791852295398712158203125,93.36
10170,CHOCOLINAS 40X170G,6,arcorencasa,CASA,174.35313500000000885847839526832103729248046875,174.35
10170851,CUBOS MULTIPRODUCTO,6,arcorencasa,CASA,0.04839999999999999857891452847979962825775146484375,0.05
10171,CHOCOLINAS 25X250G,6,arcorencasa,CASA,236.7168980000000146901584230363368988037109375,236.72
10173,KESITAS BOLSA 32x75G,6,arcorencasa,CASA,952.3808359999999311185092665255069732666015625,952.38
10174,REX BOLSA 32X75G,6,arcorencasa,CASA,952.3808359999999311185092665255069732666015625,952.38
10176,MR.POP.SUPER FRTAL.S,6,arcorencasa,CASA,66.6016670000000061691025621257722377777099609375,66.60
10177,MR. POPS GLITTS 6 X,6,arcorencasa,CASA,117.7331209999999970250428305007517337799072265625,117.73
10178,MOGUL ANILLOS 4 X 1K,6,arcorencasa,CASA,186.55005599999998366911313496530055999755859375,186.55
10179,GOMAS MOGUL CONITOS,6,arcorencasa,CASA,186.55005599999998366911313496530055999755859375,186.55
10183,MOGUL PARTY ANIMALS,6,arcorencasa,CASA,122.4830970000000007757989806123077869415283203125,122.48
10191,MERME.PORCION.DURAZNO 120X20 G,6,arcorencasa,CASA,4.7786530000000002615934135974384844303131103515625,4.78
10194,MERME.PORCION.FRUTILLA 120X20 G,6,arcorencasa,CASA,4.78385599999999922005144981085322797298431396484375,4.78
10197,B.TOFFEES BON O BON 36X150G,6,arcorencasa,CASA,104.596150999999991881850291974842548370361328125,104.60
10198,HVO LIC.TOY STORY FP,6,arcorencasa,CASA,18.046907999999998395423972397111356258392333984375,18.05
10199,RUMBA BANANA SPLIT 1,6,arcorencasa,CASA,38.06635800000000102727426565252244472503662109375,38.07
10204,CRIOLLITAS POR 3 ORIGINAL 22X3X100G,6,arcorencasa,CASA,1358.024744999999938954715617001056671142578125,1358.02
10205,SALADIX KESITOS 47X3,6,arcorencasa,CASA,21.004874000000000933141564019024372100830078125,21.00
10206,SALADIX KESITOS 20X8,6,arcorencasa,CASA,29.078841000000000605041350354440510272979736328125,29.08
10209,SALADIX STICKS 47X38,6,arcorencasa,CASA,19.815685999999999467036104761064052581787109375,19.82
10210,SALADIX SNACK ORIG.,6,arcorencasa,CASA,29.24654699999999962756191962398588657379150390625,29.25
10211,SALADIX SNACK ORIG.44X36G,6,arcorencasa,CASA,24.314344999999999430428943014703691005706787109375,24.31
10212,SALADIX HULA HULA 28,6,arcorencasa,CASA,36.5753959999999977981133270077407360076904296875,36.58
10213,SALADIX HULA HULA 44,6,arcorencasa,CASA,23.079297999999997870190782123245298862457275390625,23.08
10214,SALADIX SNACK CHEDAR,6,arcorencasa,CASA,29.24654699999999962756191962398588657379150390625,29.25
10215,SALADIX SNACK CHEDAR 44X36G,6,arcorencasa,CASA,24.314344999999999430428943014703691005706787109375,24.31
10217,SALADIX SNACK BARBAC 44X36G,6,arcorencasa,CASA,24.314344999999999430428943014703691005706787109375,24.31
10221,ALF.ARROZ SER LIMON,6,arcorencasa,CASA,14.6493489999999990658352544414810836315155029296875,14.65
10223,CARP. CATALOGO ARCOR 2013 (5UN),6,arcorencasa,CASA,238.029143000000004803951014764606952667236328125,238.03
10224,HEL CORAZÓN BARBIE -,6,arcorencasa,CASA,390.43203099999999494684743694961071014404296875,390.43
10230,CH.TL MICRO7 MENTA 2,6,arcorencasa,CASA,108.833933999999999286956153810024261474609375,108.83
10231,CH TL MICRO7 FLLA. 2,6,arcorencasa,CASA,108.833933999999999286956153810024261474609375,108.83
10233,CH.POOSH.HALLOW.UVA,6,arcorencasa,CASA,41.12814200000000397494659409858286380767822265625,41.13
10234,CHUP.C/JUG.H.KITTY.8,6,arcorencasa,CASA,192.39762300000001005173544399440288543701171875,192.40
10235,CHUP.C/JUG.BEN10.8X1,6,arcorencasa,CASA,192.39762300000001005173544399440288543701171875,192.40
10236,LAPIDA CHUPETIN OJO,6,arcorencasa,CASA,40.43517499999999387227944680489599704742431640625,40.44
10237,CALABAZA MASTIC. MOG,6,arcorencasa,CASA,117.7701469999999943638613331131637096405029296875,117.77
10238,CROC.MANI SEMILLAS 2,6,arcorencasa,CASA,12.25669500000000056161297834478318691253662109375,12.26
10239,PAN DULCE ARCOR C/FTA 12X600 G,6,arcorencasa,CASA,5674.23232199999984004534780979156494140625,5674.23
10241,CH. TL CONF.MENTA 24,6,arcorencasa,CASA,170.913710000000008903953130356967449188232421875,170.91
10242,CH. TL CONF.FRUTA 24,6,arcorencasa,CASA,170.913710000000008903953130356967449188232421875,170.91
10243,CH. GREENMINT 12X12X24G,6,arcorencasa,CASA,340.05077699999998230850906111299991607666015625,340.05
10244,CH. TL CONF.STRONG 2,6,arcorencasa,CASA,170.913710000000008903953130356967449188232421875,170.91
10245,CH. TL CONF.DEFENSE,6,arcorencasa,CASA,118.628883999999999332430888898670673370361328125,118.63
10246,CH. TL CONF.SANDÃ?A 2,6,arcorencasa,CASA,85.4568550000000044519765651784837245941162109375,85.46
10248,LOTSA FIZZ SUPER.12X,6,arcorencasa,CASA,126.917989000000005717083695344626903533935546875,126.92
10252,BARRA YO/FR 6X20X28G,6,arcorencasa,CASA,7.9262259999999997717168298549950122833251953125,7.93
10253,BARRA CINDOR 6X20X25,6,arcorencasa,CASA,13.1154320000000002011120159295387566089630126953125,13.12
10254,HUEVO LECHE BON O BO,6,arcorencasa,CASA,228.40988499999997429767972789704799652099609375,228.41
10255,HUEVO CHOCOL BON O B,6,arcorencasa,CASA,114.3832359999999965793904266320168972015380859375,114.38
10256,HUEVO CHOC LECHE COF,6,arcorencasa,CASA,80.0851809999999915135049377568066120147705078125,80.09
10258,HVO LEC HELLO KITTY,6,arcorencasa,CASA,155.32806299999998600469552911818027496337890625,155.33
10259,HVO CHOC LEC ANG BIR,6,arcorencasa,CASA,155.32806299999998600469552911818027496337890625,155.33
10260,HUEVO BAÑ REP.BARBIE,6,arcorencasa,CASA,171.55077499999998735802364535629749298095703125,171.55
10262,HUEV BÑO.REP TOY STO,6,arcorencasa,CASA,75.8288849999999996498445398174226284027099609375,75.83
10265,CONEJO BOB LECHE 28X,6,arcorencasa,CASA,75.1032480000000077779986895620822906494140625,75.10
